,0,1,2,3,4,5,6,7,8,9
Fa13.BD.MLB.SN.sorted.MAG8,0.0109508162179,0.0521542993987,0.11518466944,0.012587141766,0.0144211264428,0.0040652203391,0.601557270717,0.0638059353382,0.00554677448297,0.119726745857
Fa13.BD.MLB.DN.sorted.MAG8,0.0143550008524,0.0502610352478,0.109787944914,0.0120903424231,0.0298928213469,0.00440816563743,0.602090080701,0.0481348957134,0.0239268137572,0.105052899407
Sp13.BD.MLB.SN.sorted.MAG8,0.0274832722832,0.119225054305,0.0467658287089,0.0257139760256,0.094218024514,0.0103370014428,0.151806671272,0.166029729623,0.0546127407234,0.303807701103
Su13.BD.MM110.DCMD.sorted.MAG8,0.0897392940527,0.0114578226181,0.00296165750484,0.00979926879307,0.108342476813,0.0437062450417,0.060773831001,0.175941621657,0.474600570171,0.0226772123476
Sp13.BD.MM110.SN.sorted.MAG8,0.13679439287,0.00677974229501,0.00177022969796,0.00719833791106,0.0757699356861,0.0145180803801,0.243113036911,0.262020287718,0.239836026601,0.0121999299302
Su13.BD.MLB.SD.C.sorted.MAG8,0.007229867323,0.0705613501903,0.309450343248,0.0192458120757,0.0090257516461,0.00724556586991,0.298866148139,0.0485816787317,0.00255717350271,0.227236309274
Sp13.BD.MM15.SN.sorted.MAG8,0.0663597359653,0.0545621172587,0.0348630855952,0.0146066540663,0.0705997921713,0.0110919736738,0.306807300057,0.198770001483,0.116002431991,0.126336907739
Su13.BD.MLB.DD.sorted.MAG8,0.00727981283011,0.0745028837314,0.16388871583,0.0137579376594,0.00689179107536,0.00449639325317,0.38541372973,0.058775557326,0.0156969570859,0.269296221479
Su13.BD.MM110.SN.C.sorted.MAG8,0.00893244114602,0.0014880410601,0.00809414343356,0.00339786786273,0.333042081248,0.0424966184258,0.0137370372179,0.053041427414,0.530457964146,0.0053123780456
Su13.BD.MM15.SN.C.sorted.MAG8,0.0186827291399,0.0181381249659,0.0681839770647,0.00697566575691,0.234750718006,0.0412604940357,0.0870018347927,0.108511279049,0.374547728928,0.0419474482606
Sp13.BD.MM15.SD.sorted.MAG8,0.0810135471373,0.0312398479098,0.0189425840372,0.0100104823347,0.0813132194362,0.0154442467581,0.304908661142,0.202726470876,0.171020597645,0.0833803427238
Su13.BD.MM110.DN.sorted.MAG8,0.055270337542,0.000858678646553,0.000123095791538,0.00772649697627,0.110325397802,0.016072193156,0.130406348671,0.22748401697,0.357749576433,0.093983858012
Su13.BD.MM110.SD.sorted.MAG8,0.00847759370846,0.00124822540727,0.0108101168351,0.00411895585991,0.352885587085,0.0495838542807,0.0137725956924,0.0673365604748,0.485805460932,0.00596104972515
Sp13.BD.MM110.SD.sorted.MAG8,0.130004741789,0.00762697566427,0.00221381847321,0.00682208163437,0.0815610859271,0.013195715267,0.280723889156,0.250716469412,0.224856154438,0.00227906823914
Fa13.BD.MM15.DN.sorted.MAG8,0.0318825197032,0.00388089963665,0.00882538612971,0.00496454465309,0.207932758932,0.0365252728479,0.121332488725,0.110060757317,0.472560450561,0.00203492149422
Fa13.BD.MM15.SN.sorted.MAG8,0.0140760657737,0.00278605179107,0.00869004150034,0.00344161964246,0.235386850932,0.0403381853594,0.0686078323388,0.0811262562755,0.544389354809,0.00115774157789
Fa13.BD.MM110.DN.sorted.MAG8,0.10089144271,0.00324916371029,0.000489469036139,0.0157476590609,0.114570386619,0.0216888912251,0.110501241977,0.269285174369,0.332754609297,0.0308219619955
Sp13.BD.MM15.DD.A.sorted.MAG8,0.0704417912559,0.0491423457212,0.0305776371725,0.014070817446,0.0794351716922,0.0135738489336,0.314875234029,0.184302315721,0.128029531346,0.115551306682
Su13.BD.MM15.SD.sorted.MAG8,0.0157996440233,0.0160161143607,0.0568286291615,0.00761065582624,0.269738402219,0.0465800420247,0.0873818773814,0.106351409067,0.367821833033,0.0258713929037
Fa13.BD.MM110.SN.sorted.MAG8,0.0044761367253,0.000446088707238,0.00357375576595,0.00258119136452,0.265959909475,0.0388775169002,0.00570765366921,0.016153108421,0.660230698485,0.00199394048674
Sp13.BD.MM110.DD.sorted.MAG8,0.125087914116,0.0108418633718,0.00316168538336,0.00686574199016,0.0672238599238,0.0113374564004,0.312134074766,0.239692463627,0.206230636591,0.0174243038303
Fa13.BD.MM15.SD.sorted.MAG8,0.0107854348287,0.00157944404522,0.00862876761157,0.00362671723854,0.254524523719,0.0417051369039,0.0304624158097,0.050664978621,0.597933273834,8.9307388409e-05
Fa13.BD.MM110.SD.sorted.MAG8,0.00614139112365,0.000626151126471,0.00448540228717,0.0030877430752,0.25907122926,0.0392096395813,0.00643699787464,0.0281005818443,0.651252086275,0.00158877755178
Su13.BD.MM15.DN.sorted.MAG8,0.0559488916305,0.00763342347058,0.0130973314546,0.00587197306561,0.154906561039,0.0288670525718,0.149148214323,0.171555973329,0.407899091536,0.00507148757975
