,Position,value
contig_19657_2,0,1.0
contig_19657_2,1,1.0
contig_19657_2,2,0.399923530152
contig_19657_2,3,1.0
contig_19657_2,4,1.0
contig_19657_2,5,0.444212527914
contig_19657_2,6,1.0
contig_19657_2,7,0.0
contig_19657_2,8,1.0
contig_19657_2,9,4.83521792411e-09
contig_19657_2,10,1.0
contig_19657_2,11,0.537747365471
contig_19657_2,12,1.0
contig_19657_2,13,1.0
contig_19657_2,14,1.0
contig_19657_2,15,1.0
contig_19657_2,16,1.31303304719e-11
contig_19657_2,17,1.0
contig_19657_2,18,1.3525017721e-09
contig_19657_2,19,0.0136535200682
contig_19657_2,20,1.0
contig_19657_2,21,1.0
contig_19657_2,22,1.18171995466e-06
contig_19657_2,23,0.585685658305
contig_19657_2,24,0.953050970037
contig_19657_2,25,1.0
contig_19657_2,26,1.0
contig_19657_2,27,1.0
contig_19657_2,28,1.65842033307e-12
contig_19657_2,29,1.0
contig_19657_2,30,0.721638214279
contig_19657_2,31,1.78249163198e-06
contig_19657_2,32,0.0
contig_19657_2,33,1.0
contig_19657_2,34,1.0
contig_19657_2,35,1.0
contig_19657_2,36,1.0
contig_19657_2,37,1.0
contig_19657_2,38,1.0
contig_19657_2,39,0.0194503501353
contig_19657_2,40,0.0
contig_19657_2,41,1.0
contig_19657_2,42,2.33333114202e-14
contig_19657_2,43,2.33964140863e-13
contig_19657_2,44,1.0
contig_19657_2,45,1.0
contig_19657_2,46,1.0
contig_19657_2,47,1.0
contig_19657_2,48,1.0
contig_19657_2,49,0.0
contig_19657_2,50,1.0
contig_19657_2,51,1.0
contig_19657_2,52,0.0
contig_19657_2,53,1.0
contig_19657_2,54,0.440661566423
contig_19657_2,55,1.4194475922e-05
contig_19657_2,56,1.0
contig_19657_2,57,1.0
contig_19657_2,58,1.64043739587e-08
contig_19657_2,59,1.0
contig_19657_2,60,1.0
contig_19657_2,61,0.0
contig_19657_2,62,1.0
contig_19657_2,63,1.0
contig_19657_2,64,0.818171238829
contig_19657_2,65,1.0
contig_19657_2,66,1.0
contig_19657_2,67,0.0
contig_19657_2,68,1.0
contig_19657_2,69,1.0
contig_19657_2,70,1.0
contig_19657_2,71,1.0
contig_19657_2,72,0.00125118508702
contig_19657_2,73,0.463289472688
contig_19657_2,74,1.0
contig_19657_2,75,1.0
contig_19657_2,76,1.0
contig_19657_2,77,1.0
contig_19657_2,78,0.0
contig_19657_2,79,1.0
contig_19657_2,80,1.0
contig_19657_2,81,1.0
contig_19657_2,82,1.0
contig_19657_2,83,0.438770876693
contig_19657_2,84,1.0
contig_19657_2,85,3.81318009238e-12
contig_19657_2,86,1.0
contig_19657_2,87,2.50570335251e-15
contig_19657_2,88,0.393730831014
contig_19657_2,89,0.700519062787
contig_19657_2,90,0.319382210745
contig_19657_2,91,0.0
contig_19657_2,92,1.0
contig_19657_2,93,1.0
contig_19657_2,94,0.0
contig_19657_2,95,1.0
contig_19657_2,96,1.0
contig_19657_2,97,0.848091655875
contig_19657_2,98,1.0
contig_19657_2,99,1.0
contig_19657_2,100,0.0552606444997
contig_19657_2,101,1.0
contig_19657_2,102,1.0
contig_19657_2,103,0.0588997663652
contig_19657_2,104,1.0
contig_19657_2,105,1.0
contig_19657_2,106,1.0
contig_19657_2,107,1.0
contig_19657_2,108,1.0
contig_19657_2,109,1.0
contig_19657_2,110,0.341841724942
contig_19657_2,111,1.0
contig_19657_2,112,1.0
contig_19657_2,113,1.0
contig_19657_2,114,1.0
contig_19657_2,115,1.0
contig_19657_2,116,1.0
contig_19657_2,117,1.0
contig_19657_2,118,1.0
contig_19657_2,119,1.0
contig_19657_2,120,1.0
contig_19657_2,121,1.0
contig_19657_2,122,0.467307543485
contig_19657_2,123,1.0
contig_19657_2,124,0.0
contig_19657_2,125,1.0
contig_19657_2,126,0.38620913081
contig_19657_2,127,0.361101434371
contig_19657_2,128,1.0
contig_19657_2,129,1.0
contig_19657_2,130,0.0
contig_19657_2,131,1.0
contig_19657_2,132,0.634588341954
contig_19657_2,133,4.89137484919e-12
contig_19657_2,134,0.0
contig_19657_2,135,1.0
contig_19657_2,136,1.0
contig_19657_2,137,1.0
contig_19657_2,138,1.0
contig_19657_2,139,1.0
contig_19657_2,140,1.0
contig_19657_2,141,1.0
contig_19657_2,142,1.0
contig_19657_2,143,1.0
contig_19657_2,144,1.0
contig_19657_2,145,8.13398859259e-11
contig_19657_2,146,1.0
contig_19657_2,147,0.634588341954
contig_19657_2,148,2.72619420919e-12
contig_19657_2,149,0.0
contig_19657_2,150,1.0
contig_19657_2,151,0.0
contig_19657_2,152,1.0
contig_19657_2,153,1.0
contig_19657_2,154,1.0
contig_19657_2,155,1.0
contig_19657_2,156,1.0
contig_19657_2,157,1.0
contig_19657_2,158,1.0
contig_19657_2,159,7.77253270839e-08
contig_19657_2,160,1.0
contig_19657_2,161,0.55750262892
contig_19657_2,162,1.0
contig_19657_2,163,0.00272080832695
contig_19657_2,164,1.0
contig_19657_2,165,1.0
contig_19657_2,166,0.798030446692
contig_19657_2,167,1.0
contig_19657_2,168,1.0
contig_19657_2,169,0.0
contig_19657_2,170,1.0
contig_19657_2,171,1.0
contig_19657_2,172,0.0745601193713
contig_19657_2,173,1.0
contig_19657_2,174,0.790233210828
contig_19657_2,175,0.00132807639106
contig_19657_2,176,1.0
contig_19657_2,177,1.0
contig_19657_2,178,0.00537585008503
contig_19657_2,179,0.860953465681
contig_19657_2,180,1.0
contig_19657_2,181,0.0
contig_19657_2,182,1.0
contig_19657_2,183,1.0
contig_19657_2,184,1.0
contig_19657_2,185,1.0
contig_19657_2,186,1.0
contig_19657_2,187,1.0
contig_19657_2,188,1.0
contig_19657_2,189,1.0
contig_19657_2,190,3.34393713387e-06
contig_19657_2,191,1.0
contig_19657_2,192,1.0
contig_19657_2,193,0.832662000764
contig_19657_2,194,1.0
contig_19657_2,195,1.0
contig_19657_2,196,0.00123437995946
contig_19657_2,197,1.0
contig_19657_2,198,1.0
contig_19657_2,199,0.0222509550653
contig_19657_2,200,1.0
contig_19657_2,201,1.0
contig_19657_2,202,1.59747402831e-09
contig_19657_2,203,1.0
contig_19657_2,204,0.596308284789
contig_19657_2,205,0.0698921726422
contig_19657_2,206,0.857365790577
contig_19657_2,207,1.0
contig_19657_2,208,0.0798333813712
contig_19657_2,209,1.0
contig_19657_2,210,1.0
contig_19657_2,211,1.0
contig_19657_2,212,1.0
contig_19657_2,213,1.0
contig_19657_2,214,1.0
contig_19657_2,215,1.0
contig_19657_2,216,0.0
contig_19657_2,217,5.32376364139e-06
contig_19657_2,218,1.0
contig_19657_2,219,0.572567423968
contig_19657_2,220,0.0
contig_19657_2,221,1.0
contig_19657_2,222,1.0
contig_19657_2,223,0.635525278597
contig_19657_2,224,1.0
contig_19657_2,225,1.0
contig_19657_2,226,3.95162681013e-05
contig_19657_2,227,0.965832451799
contig_19657_2,228,0.578935414521
contig_19657_2,229,4.73756112195e-08
contig_19657_2,230,1.0
contig_19657_2,231,4.00515359923e-06
contig_19657_2,232,0.0
contig_19657_2,233,1.0
contig_19657_2,234,0.00035375325706
contig_19657_2,235,2.50570335251e-15
contig_19657_2,236,0.0
contig_19657_2,237,0.0
contig_19657_2,238,0.000828187106202
contig_19657_2,239,1.0
contig_19657_2,240,1.0
contig_19657_2,241,2.04953244951e-09
contig_19657_2,242,1.0
contig_19657_2,243,1.0
contig_19657_2,244,1.0
contig_19657_2,245,1.0
contig_19657_2,246,0.399923530152
contig_19657_2,247,0.440231497175
contig_19657_2,248,0.750737267566
contig_19657_2,249,0.0
contig_19657_2,250,0.0
contig_19657_2,251,1.0
contig_19657_2,252,0.490000193531
contig_19657_2,253,1.0
contig_19657_2,254,1.0
contig_19657_2,255,1.0
contig_19657_2,256,8.57660869045e-05
contig_19657_2,257,1.0
contig_19657_2,258,0.000322477964675
contig_19657_2,259,0.0336242408527
contig_19657_2,260,1.0
contig_19657_2,261,1.0
contig_19657_2,262,0.0
contig_19657_2,263,1.0
contig_19657_2,264,1.0
contig_19657_2,265,1.0
contig_19657_2,266,1.0
contig_19657_2,267,1.0
contig_19657_2,268,0.0
contig_19657_2,269,1.0
contig_19657_2,270,1.0
contig_19657_2,271,0.0
contig_19657_2,272,0.48544863884
contig_19657_2,273,1.0
contig_19657_2,274,0.0474936153631
contig_19657_2,275,1.0
contig_19657_2,276,1.0
contig_19657_2,277,1.0
contig_19657_2,278,0.0251003057619
contig_19657_2,279,1.0
contig_19657_2,280,1.55900099535e-06
contig_19657_2,281,1.0
contig_19657_2,282,1.0
contig_19657_2,283,0.000652380678015
contig_19657_2,284,1.0
contig_19657_2,285,1.0
contig_19657_2,286,0.0
contig_19657_2,287,1.0
contig_19657_2,288,0.0058989978805
contig_19657_2,289,0.0
contig_19657_2,290,0.263557410354
contig_19657_2,291,1.0
contig_19657_2,292,1.0
contig_19657_2,293,1.0
contig_19657_2,294,1.1845531181e-14
contig_19657_2,295,0.411254400248
contig_19657_2,296,1.0
contig_19657_2,297,0.0
contig_19657_2,298,0.0228844932942
contig_19657_2,299,1.0
contig_19657_2,300,1.0
contig_19657_2,301,1.0
contig_19657_2,302,1.0
contig_19657_2,303,1.0
contig_19657_2,304,0.0
contig_19657_2,305,1.0
contig_19657_2,306,1.0
contig_19657_2,307,1.0
contig_19657_2,308,1.0
contig_19657_2,309,1.0
contig_19657_2,310,0.0
contig_19657_2,311,1.0
contig_19657_2,312,1.0
contig_19657_2,313,0.0
contig_19657_2,314,0.0
contig_19657_2,315,0.0
contig_19657_2,316,1.0
contig_19657_2,317,1.0
contig_19657_2,318,0.416721025626
contig_19657_2,319,0.0
contig_19657_2,320,1.0
contig_19657_2,321,1.0
contig_19657_2,322,1.0
contig_19657_2,323,1.0
contig_19657_2,324,1.0
contig_19657_2,325,0.609437848036
contig_19657_2,326,1.0
contig_19657_2,327,1.0
contig_19657_2,328,1.0
contig_19657_2,329,0.247291478435
contig_19657_2,330,1.0
contig_19657_2,331,1.0
contig_19657_2,332,0.364842562287
contig_19657_2,333,1.0
contig_19657_2,334,0.414573574556
contig_19657_2,335,0.367758222967
contig_19657_2,336,1.0
contig_19657_2,337,2.71979749965e-09
contig_19657_2,338,1.0
contig_19657_2,339,1.0
contig_19657_2,340,1.0
contig_19657_2,341,1.0
contig_19657_2,342,1.0
contig_19657_2,343,1.0
contig_19657_2,344,1.0
contig_19657_2,345,1.0
contig_19657_2,346,0.0
contig_19657_2,347,1.0
contig_19657_2,348,1.0
contig_19657_2,349,0.848091655875
contig_19657_2,350,0.000545939336774
contig_19657_2,351,1.0
contig_19657_2,352,0.799383541141
contig_19657_2,353,1.0
contig_19657_2,354,0.0
contig_19657_2,355,1.0
contig_19657_2,356,1.0
contig_19657_2,357,1.0
contig_19657_2,358,0.799117238756
contig_19657_2,359,1.0
contig_19657_2,360,1.0
contig_19657_2,361,1.0
contig_19657_2,362,1.0
contig_19657_2,363,1.0
contig_19657_2,364,0.678465371956
contig_19657_2,365,1.0
contig_19657_2,366,1.0
contig_19657_2,367,0.364842562287
contig_19657_2,368,1.0
contig_19657_2,369,1.0
contig_19657_2,370,0.413246233805
contig_19657_2,371,0.394257727374
contig_19657_2,372,0.323598614829
contig_19657_2,373,1.0
contig_19657_2,374,1.0
contig_19657_2,375,1.0
contig_19657_2,376,1.0
contig_19657_2,377,1.0
contig_19657_2,378,1.0
contig_19657_2,379,0.0
contig_19657_2,380,1.0
contig_19657_2,381,1.0
contig_19657_2,382,0.00535357059528
contig_19657_2,383,1.0
contig_19657_2,384,1.0
contig_19657_2,385,1.98266679244e-07
contig_19657_2,386,1.0
contig_19657_2,387,1.0
contig_19657_2,388,0.0
contig_19657_2,389,1.0
contig_19657_2,390,1.0
contig_19657_2,391,2.55726319684e-07
contig_19657_2,392,1.0
contig_19657_2,393,1.0
contig_19657_2,394,1.0
contig_19657_2,395,1.0
contig_19657_2,396,1.0
contig_19657_2,397,4.65865791523e-10
contig_19657_2,398,1.0
contig_19657_2,399,1.0
contig_19657_2,400,0.000866517709277
contig_19657_2,401,1.0
contig_19657_2,402,6.3427110077e-10
contig_19657_2,403,0.000605614909019
contig_19657_2,404,1.0
contig_19657_2,405,1.0
contig_19657_2,406,0.562418115919
contig_19657_2,407,1.0
contig_19657_2,408,1.0
contig_19657_2,409,0.0282694270123
contig_19657_2,410,1.0
contig_19657_2,411,0.0534935270656
contig_19657_2,412,1.0
contig_19657_2,413,0.350540479786
contig_19657_2,414,1.0
contig_19657_2,415,4.88810320086e-15
contig_19657_2,416,1.0
contig_19657_2,417,1.0
contig_19657_2,418,0.428417849846
contig_19657_2,419,2.03006404813e-05
contig_19657_2,420,1.0
contig_19657_2,421,1.3923776847e-05
contig_19657_2,422,1.0
contig_19657_2,423,1.0
contig_19657_2,424,0.000626382931911
contig_19657_2,425,1.0
contig_19657_2,426,1.0
contig_19657_2,427,0.0
contig_19657_2,428,1.0
contig_19657_2,429,1.0
contig_19657_2,430,1.0
contig_19657_2,431,1.0
contig_19657_2,432,1.0
contig_19657_2,433,0.135550203052
contig_19657_2,434,1.0
contig_19657_2,435,1.0
contig_19657_2,436,1.0
contig_19657_2,437,1.0
contig_19657_2,438,1.0
contig_19657_2,439,0.450168436737
contig_19657_2,440,1.0
contig_19657_2,441,0.355629832989
contig_19657_2,442,1.0
contig_19657_2,443,1.0
contig_19657_2,444,1.0
contig_19657_2,445,0.0185623825419
contig_19657_2,446,1.0
contig_19657_2,447,1.0
contig_19657_2,448,1.0
contig_19657_2,449,1.0
contig_19657_2,450,0.322357907616
contig_19657_2,451,0.0254574005283
contig_19657_2,452,1.0
contig_19657_2,453,1.0
contig_19657_2,454,1.0
contig_19657_2,455,1.0
contig_19657_2,456,1.0
contig_19657_2,457,1.0
contig_19657_2,458,1.0
contig_19657_2,459,1.0
contig_19657_2,460,2.32498119406e-08
contig_19657_2,461,0.271746390368
contig_19657_2,462,1.0
contig_19657_2,463,1.14770074032e-07
contig_19657_2,464,1.0
contig_19657_2,465,1.0
contig_19657_2,466,1.0
contig_19657_2,467,1.0
contig_19657_2,468,1.0
contig_19657_2,469,1.81957474968e-07
contig_19657_2,470,1.0
contig_19657_2,471,1.0
contig_19657_2,472,1.50007222588e-11
contig_19657_2,473,1.0
contig_19657_2,474,1.0
contig_19657_2,475,0.0
contig_19657_2,476,1.0
contig_19657_2,477,1.0
contig_19657_2,478,1.0
contig_19657_2,479,1.0
contig_19657_2,480,1.0
contig_19657_2,481,1.0
contig_19657_2,482,1.0
contig_19657_2,483,1.0
contig_19657_2,484,0.0
contig_19657_2,485,0.380799531288
contig_19657_2,486,1.0
contig_19657_2,487,1.0
contig_19657_2,488,1.0
contig_19657_2,489,1.0
contig_19657_2,490,0.0462705541
contig_19657_2,491,1.0
contig_19657_2,492,1.0
contig_19657_2,493,1.60893122442e-12
contig_19657_2,494,0.322357907616
contig_19657_2,495,1.0
contig_19657_2,496,3.67593730124e-08
contig_19657_2,497,1.0
contig_19657_2,498,0.392637825789
contig_19657_2,499,2.79063283073e-14
contig_19657_2,500,1.0
contig_19657_2,501,1.0
contig_19657_2,502,1.0
contig_19657_2,503,1.0
contig_19657_2,504,1.0
contig_19657_2,505,1.0
contig_19657_2,506,1.0
contig_19657_2,507,1.0
contig_19657_2,508,1.0
contig_19657_2,509,1.0
contig_19657_2,510,1.0
contig_19657_2,511,1.0
contig_19657_2,512,1.0
contig_19657_2,513,1.0
contig_19657_2,514,1.0
contig_19657_2,515,1.0
contig_19657_2,516,1.0
contig_19657_2,517,1.0
contig_19657_2,518,1.0
contig_19657_2,519,0.304616692886
contig_19657_2,520,0.0254311865926
contig_19657_2,521,1.0
contig_19657_2,522,1.0
contig_19657_2,523,1.0
contig_19657_2,524,1.0
contig_19657_2,525,1.0
contig_19657_2,526,1.0
contig_19657_2,527,1.0
contig_19657_2,528,1.0
contig_19657_2,529,2.14959417849e-06
contig_19657_2,530,1.0
contig_19657_2,531,1.0
contig_19657_2,532,1.0
contig_19657_2,533,1.0
contig_19657_2,534,6.64539857709e-06
contig_19657_2,535,1.0
contig_19657_2,536,1.0
contig_19657_2,537,0.355061548473
contig_19657_2,538,0.0
contig_19657_2,539,1.0
contig_19657_2,540,1.0
contig_19657_2,541,9.98786544225e-12
contig_19657_2,542,1.0
contig_19657_2,543,0.0154700497501
contig_19657_2,544,0.423155079553
contig_19657_2,545,1.0
contig_19657_2,546,1.0
contig_19657_2,547,0.308472325536
contig_19657_2,548,1.0
contig_19657_2,549,0.220364839753
contig_19657_2,550,0.000260420959993
contig_19657_2,551,1.0
contig_19657_2,552,1.0
contig_19657_2,553,1.0
contig_19657_2,554,1.0
contig_19657_2,555,1.0
contig_19657_2,556,2.74179812423e-05
contig_19657_2,557,1.0
contig_19657_2,558,1.0
contig_19657_2,559,6.39572830279e-07
contig_19657_2,560,1.0
contig_19657_2,561,1.0
contig_19657_2,562,0.371538442713
contig_19657_2,563,1.0
contig_19657_2,564,1.85865979373e-08
contig_19657_2,565,1.0
contig_19657_2,566,1.0
contig_19657_2,567,1.0
contig_19657_2,568,0.000505459506193
contig_19657_2,569,0.353515302683
contig_19657_2,570,1.0
contig_19657_2,571,1.0
contig_19657_2,572,1.0
contig_19657_2,573,1.0
contig_19657_2,574,1.0
contig_19657_2,575,1.0
contig_19657_2,576,1.0
contig_19657_2,577,1.39955140129e-13
contig_19657_2,578,1.0
contig_19657_2,579,1.0
contig_19657_2,580,3.59835298207e-06
contig_19657_2,581,1.0
contig_19657_2,582,1.0
contig_19657_2,583,1.0
contig_19657_2,584,1.0
contig_19657_2,585,1.0
contig_19657_2,586,1.0
contig_19657_2,587,1.0
contig_19657_2,588,1.0
contig_19657_2,589,1.0
contig_19657_2,590,1.0
contig_19657_2,591,1.0
contig_19657_2,592,1.0
contig_19657_2,593,1.0
contig_19657_2,594,1.0
contig_19657_2,595,1.0
contig_19657_2,596,1.0
contig_19657_2,597,1.0
contig_19657_2,598,0.0260058158431
contig_19657_2,599,1.0
contig_19657_2,600,0.708726906889
contig_19657_2,601,1.0
contig_19657_2,602,1.0
contig_19657_2,603,1.0
contig_19657_2,604,4.42909857365e-07
contig_19657_2,605,1.0
contig_19657_2,606,1.0
contig_19657_2,607,0.0470124760031
contig_19657_2,608,1.0
contig_19657_2,609,1.0
contig_19657_2,610,0.0
contig_19657_2,611,1.0
contig_19657_2,612,1.0
contig_19657_2,613,1.0
contig_19657_2,614,0.411254400248
contig_19657_2,615,0.229991650928
contig_19657_2,616,1.0
contig_19657_2,617,1.0
contig_19657_2,618,1.0
contig_19657_2,619,0.447065744981
contig_19657_2,620,1.0
contig_19657_2,621,1.0
contig_19657_2,622,0.634588341954
contig_19657_2,623,1.0
