,0,1
contig_18477_1,0.0,1.0
contig_18295_3,0.0,0.0
contig_18477_3,4.0,2.0
contig_18477_2,0.0,1.0
contig_18477_5,0.0,0.0
contig_18477_4,8.0,0.0
contig_18295_5,0.0,0.0
contig_18295_4,0.0,0.0
contig_18295_9,0.0,0.0
contig_18295_8,0.0,0.0
contig_18295_1,0.0,0.0
contig_18343_2,0.0,1.0
contig_18297_5,0.0,0.0
contig_18297_4,0.0,1.0
contig_18297_7,0.0,0.0
contig_18297_6,0.0,0.0
contig_18297_1,0.0,0.0
contig_18307_9,0.0,1.0
contig_18297_3,0.0,1.0
contig_18297_2,0.0,1.0
contig_18295_7,0.0,0.0
contig_18307_8,0.0,1.0
contig_18297_9,0.0,0.0
contig_18297_8,0.0,0.0
contig_18295_6,0.0,0.0
contig_18291_7,1.0,1.0
contig_18291_6,0.0,0.0
contig_18291_5,0.0,1.0
contig_18291_4,0.0,1.0
contig_18291_3,0.0,1.0
contig_18291_2,0.0,0.0
contig_18291_1,1.0,0.0
contig_18275_19,0.0,1.0
contig_18291_9,0.0,1.0
contig_18291_8,0.0,1.0
contig_18293_9,0.0,0.0
contig_18293_8,0.0,0.0
contig_18435_1,0.0,1.0
contig_18435_7,0.0,0.0
contig_18435_6,0.0,0.0
contig_18435_5,0.0,1.0
contig_18435_4,0.0,1.0
contig_18293_1,0.0,1.0
contig_18293_3,0.0,0.0
contig_18293_2,0.0,1.0
contig_18293_5,0.0,0.0
contig_18293_4,2.0,1.0
contig_18293_7,0.0,0.0
contig_18293_6,0.0,0.0
contig_18429_5,0.0,1.0
contig_18305_3,0.0,1.0
contig_18438_6,0.0,1.0
contig_18438_4,0.0,0.0
contig_18305_2,0.0,0.0
contig_18438_2,0.0,1.0
contig_18438_3,0.0,1.0
contig_18438_1,0.0,1.0
contig_18305_5,0.0,0.0
contig_18475_5,0.0,1.0
contig_18475_4,0.0,1.0
contig_18475_3,0.0,1.0
contig_18475_2,0.0,1.0
contig_18475_1,1.0,1.0
contig_18305_4,0.0,1.0
contig_18305_7,0.0,1.0
contig_18429_6,0.0,1.0
contig_18305_6,0.0,1.0
contig_18535_1,4.0,1.0
contig_18429_7,0.0,0.0
contig_18298_6,2.0,1.0
contig_18298_7,0.0,1.0
contig_18298_4,0.0,1.0
contig_18298_5,0.0,1.0
contig_18298_2,0.0,1.0
contig_18298_3,0.0,1.0
contig_18432_6,0.0,1.0
contig_18298_1,0.0,0.0
contig_18298_8,0.0,1.0
contig_18298_9,0.0,1.0
contig_18323_11,0.0,1.0
contig_18323_10,0.0,1.0
contig_18323_13,1.0,1.0
contig_18323_12,1.0,1.0
contig_18323_14,0.0,1.0
contig_18540_2,0.0,1.0
contig_18540_3,1.0,1.0
contig_18539_6,0.0,0.0
contig_18539_4,0.0,1.0
contig_18539_5,0.0,1.0
contig_18539_2,0.0,1.0
contig_18429_2,0.0,1.0
contig_18539_1,0.0,0.0
contig_18532_1,0.0,0.0
contig_18532_3,0.0,1.0
contig_18532_2,0.0,1.0
contig_18532_4,0.0,0.0
contig_18429_3,0.0,1.0
contig_18435_3,0.0,1.0
contig_18435_2,0.0,1.0
contig_18447_2,0.0,1.0
contig_18447_3,0.0,1.0
contig_18447_4,2.0,1.0
contig_18447_5,0.0,1.0
contig_18447_6,0.0,0.0
contig_18354_6,0.0,0.0
contig_18449_2,0.0,1.0
contig_18449_3,0.0,1.0
contig_18449_1,0.0,1.0
contig_18449_6,2.0,1.0
contig_18449_4,0.0,1.0
contig_18449_5,0.0,1.0
contig_18530_5,0.0,1.0
contig_18530_4,0.0,1.0
contig_18530_3,0.0,1.0
contig_18530_2,0.0,0.0
contig_18530_1,0.0,0.0
contig_18321_13,0.0,1.0
contig_18321_12,0.0,1.0
contig_18321_11,0.0,1.0
contig_18321_10,0.0,1.0
contig_18321_17,0.0,0.0
contig_18321_16,0.0,1.0
