,0,1
contig_20474_5,0.0,1.0
contig_20474_4,0.0,1.0
contig_20474_7,0.0,0.0
contig_20474_6,0.0,0.0
contig_20474_3,0.0,0.0
contig_20474_2,0.0,0.0
contig_20652_4,0.0,0.0
contig_20472_7,0.0,1.0
contig_20472_6,0.0,0.0
contig_20472_5,0.0,0.0
contig_20472_4,0.0,0.0
contig_20472_3,0.0,2.0
contig_20472_2,0.0,1.0
contig_20472_1,0.0,1.0
contig_20652_2,0.0,0.0
contig_20470_1,0.0,0.0
contig_20470_3,0.0,1.0
contig_20470_2,0.0,1.0
contig_20470_5,0.0,1.0
contig_20470_4,0.0,0.0
contig_20470_7,0.0,0.0
contig_20470_6,0.0,0.0
contig_20478_1,0.0,0.0
contig_20478_3,0.0,1.0
contig_20478_2,0.0,1.0
contig_20478_5,0.0,0.0
contig_20478_4,0.0,1.0
contig_20478_7,0.0,1.0
contig_20478_6,0.0,1.0
contig_20433_2,0.0,0.0
contig_20433_3,0.0,0.0
contig_20433_1,0.0,0.0
contig_20433_4,0.0,1.0
contig_20433_5,0.0,1.0
contig_20476_3,0.0,1.0
contig_20476_2,0.0,1.0
contig_20476_1,0.0,0.0
contig_20476_4,1.0,1.0
contig_20705_2,0.0,1.0
contig_20705_3,0.0,0.0
contig_20705_1,0.0,1.0
contig_20705_4,0.0,0.0
contig_20506_1,0.0,0.0
contig_20439_8,0.0,1.0
contig_20439_4,0.0,0.0
contig_20439_5,0.0,1.0
contig_20439_6,0.0,1.0
contig_20439_7,0.0,0.0
contig_20578_2,0.0,0.0
contig_20439_2,0.0,0.0
contig_20439_3,0.0,1.0
contig_20578_4,0.0,0.0
contig_20578_5,0.0,0.0
contig_20709_2,0.0,0.0
contig_20709_3,0.0,0.0
contig_20709_1,0.0,0.0
contig_20702_1,0.0,0.0
contig_20702_3,0.0,1.0
contig_20702_2,0.0,1.0
contig_20702_4,0.0,0.0
contig_20748_3,0.0,0.0
contig_20748_2,0.0,0.0
contig_20740_3,0.0,0.0
contig_20740_2,0.0,1.0
contig_20740_1,0.0,0.0
contig_20742_4,0.0,1.0
contig_20742_3,0.0,1.0
contig_20742_2,0.0,0.0
