,0,1
contig_19592_4,1.0,0.0
contig_19592_5,1.0,0.0
contig_19592_6,1.0,0.0
contig_19592_7,1.0,0.0
contig_19592_1,1.0,1.0
contig_19592_2,1.0,0.0
contig_19592_3,1.0,0.0
contig_19876_4,1.0,0.0
contig_19592_8,1.0,0.0
contig_19592_9,1.0,0.0
contig_19876_1,1.0,0.0
contig_19594_6,1.0,7.0
contig_19594_7,1.0,3.0
contig_19594_4,1.0,6.0
contig_19594_5,1.0,0.0
contig_19594_2,1.0,1.0
contig_19594_3,1.0,4.0
contig_19594_1,1.0,0.0
contig_19594_8,1.0,3.0
contig_19594_9,1.0,0.0
contig_19719_2,1.0,12.0
contig_19557_11,1.0,5.0
contig_19557_10,1.0,3.0
contig_19557_12,1.0,0.0
contig_19544_15,1.0,0.0
contig_19544_14,1.0,0.0
contig_19544_17,1.0,0.0
contig_19544_16,1.0,0.0
contig_19544_11,1.0,0.0
contig_19544_10,1.0,0.0
contig_19544_13,1.0,0.0
contig_19544_12,1.0,0.0
contig_19544_19,1.0,2.0
contig_19544_18,1.0,0.0
contig_19691_4,1.0,0.0
contig_19691_5,1.0,0.0
contig_19691_1,1.0,0.0
contig_19691_2,1.0,0.0
contig_19691_3,1.0,0.0
contig_19697_6,1.0,7.0
contig_19697_7,1.0,5.0
contig_19697_4,1.0,7.0
contig_19697_5,1.0,2.0
contig_19594_10,1.0,1.0
contig_19697_3,1.0,0.0
contig_19594_12,1.0,0.0
contig_19594_13,1.0,4.0
contig_19695_1,0.0,0.0
contig_19695_2,0.0,0.0
contig_19695_3,0.0,0.0
contig_19695_4,0.0,0.0
contig_19695_5,0.0,0.0
contig_19551_19,0.0,95.0
contig_19551_18,0.0,6.0
contig_19551_17,1.0,3.0
contig_19551_16,1.0,1.0
contig_19551_15,1.0,1.0
contig_19551_14,1.0,1.0
contig_19551_13,1.0,0.0
contig_19551_12,1.0,0.0
contig_19551_11,1.0,0.0
contig_19551_10,1.0,0.0
contig_19876_3,1.0,4.0
contig_19876_2,1.0,3.0
contig_19663_8,1.0,0.0
contig_19804_1,1.0,4.0
contig_19903_2,1.0,0.0
contig_19903_3,1.0,0.0
contig_19903_4,1.0,0.0
contig_19901_1,1.0,0.0
contig_19901_2,1.0,0.0
contig_19901_3,1.0,0.0
contig_19907_4,1.0,7.0
contig_19907_2,1.0,0.0
contig_19907_3,1.0,0.0
contig_19907_1,1.0,0.0
contig_19566_11,1.0,0.0
contig_19566_10,1.0,3.0
contig_19566_12,1.0,0.0
contig_19559_12,1.0,2.0
contig_19559_11,1.0,0.0
contig_19559_10,1.0,1.0
contig_19624_10,0.0,18.0
contig_19624_11,0.0,0.0
contig_19592_10,1.0,0.0
contig_19592_11,1.0,6.0
contig_19761_1,1.0,0.0
contig_19761_2,1.0,6.0
contig_19700_2,1.0,1.0
contig_19738_4,1.0,0.0
contig_19551_9,1.0,0.0
contig_19551_8,1.0,1.0
contig_19720_5,1.0,1.0
contig_19720_4,1.0,1.0
contig_19556_6,1.0,0.0
contig_19556_7,1.0,0.0
contig_19720_1,1.0,0.0
contig_19556_1,1.0,0.0
contig_19720_3,1.0,1.0
contig_19720_2,1.0,0.0
contig_19767_2,1.0,0.0
contig_19767_3,1.0,0.0
contig_19767_1,1.0,0.0
contig_19556_8,1.0,0.0
contig_19556_9,1.0,0.0
contig_19767_4,1.0,4.0
contig_19767_5,1.0,4.0
contig_19550_6,1.0,1.0
contig_19726_6,1.0,3.0
