,0,1,2,3,4,5
contig_19256_9,2.22044604925e-16,0.010733864327,2.22044604925e-16,0.340128802538,0.585567697217,2.22044604925e-16
contig_19315_11,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,0.711316773287,2.22044604925e-16
contig_19315_10,0.822175203056,0.0723170877592,2.22044604925e-16,3.74949131764e-08,0.818736421522,2.22044604925e-16
contig_19315_12,0.0950122407227,2.22044604925e-16,0.350239403261,2.22044604925e-16,0.878504282221,0.187153463402
contig_19349_6,0.130785820799,0.360076534883,2.22044604925e-16,6.50206916371e-13,0.428994711768,8.49044169694e-11
contig_19349_4,0.798423058365,2.22044604925e-16,3.13011648066,1.15877963575,0.683082123359,2.22044604925e-16
contig_19349_5,0.279699827602,0.0293440306662,2.22044604925e-16,9.63978150093e-15,0.746619111966,2.22044604925e-16
contig_19349_2,2.22044604925e-16,0.606980027233,2.22044604925e-16,0.198360496126,0.667264661691,0.00481698531924
contig_19349_3,2.22044604925e-16,0.0315604263159,2.22044604925e-16,2.22044604925e-16,0.64242263006,2.22044604925e-16
contig_19349_1,0.889906440027,2.22044604925e-16,0.306395625091,1.7012758145e-10,0.473225026811,0.356416442531
contig_19304_6,2.22044604925e-16,0.249851308222,2.22044604925e-16,2.22044604925e-16,0.896189594104,2.22044604925e-16
contig_19304_5,2.22044604925e-16,0.0952940216343,0.2692474986,1.34634667136e-09,0.914601332346,2.22044604925e-16
contig_19304_4,0.03804441267,0.376073459157,0.226323573075,2.22044604925e-16,0.741973558201,2.22044604925e-16
contig_19304_3,0.159193437356,0.219962299367,2.22044604925e-16,1.08307592595e-13,0.804592169207,2.22044604925e-16
contig_19304_2,0.521452821851,0.0301508429797,0.654099954051,7.4299805067e-08,0.618078599987,2.22044604925e-16
contig_19304_1,0.450532589824,1.84793294713e-06,5.02725784726,1.15520214742,0.144339569414,2.22044604925e-16
contig_19494_3,0.664071495036,1.69223291721e-06,3.7420734968,0.717201318647,0.522843392406,0.615287832317
contig_19494_2,1.14819929553,0.00204887476183,2.16601585143,0.63780429514,0.557350193434,1.71644988887
contig_19494_1,1.77421631341,0.59118105129,3.58217770174,0.72309509981,0.26490163776,0.428487875302
contig_19418_4,0.378847027056,0.0344504703702,2.22044604925e-16,2.22044604925e-16,0.810459129869,0.887887251632
contig_19418_3,0.467592532158,2.22044604925e-16,0.281965676825,0.0527807727149,0.789956399778,0.909334920368
contig_19418_2,0.386106181632,4.9418681063e-10,2.22044604925e-16,2.22044604925e-16,0.58600423865,2.22044604925e-16
contig_19418_1,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,5.14844027717e-08,0.772036373831,0.812746467092
contig_19514_1,2.22044604925e-16,2.22044604925e-16,0.65287974977,0.0349179740697,0.831481861882,1.27035997552
