,0,1
contig_20067_5,1.0,0.0
contig_20067_4,1.0,1.0
contig_20067_7,1.0,1.0
contig_20067_6,1.0,1.0
contig_20067_1,0.0,0.0
contig_20067_3,1.0,1.0
contig_20067_2,1.0,1.0
contig_20028_2,1.0,1.0
contig_20028_3,1.0,1.0
contig_20028_1,1.0,1.0
contig_20117_1,1.0,0.0
contig_20117_3,1.0,1.0
contig_20117_2,1.0,0.0
contig_20061_5,1.0,1.0
contig_20061_4,1.0,1.0
contig_20061_3,0.0,0.0
contig_20061_2,1.0,0.0
contig_20061_1,1.0,1.0
contig_20111_4,1.0,1.0
contig_20111_3,1.0,1.0
contig_20111_2,1.0,1.0
contig_20111_1,1.0,0.0
contig_20280_2,1.0,1.0
contig_20280_3,1.0,1.0
contig_20280_1,1.0,1.0
contig_20280_4,1.0,1.0
contig_20280_5,1.0,1.0
contig_20042_4,1.0,1.0
contig_20282_4,1.0,1.0
contig_20113_3,1.0,1.0
contig_20113_2,1.0,0.0
contig_20113_5,1.0,1.0
contig_20282_1,1.0,1.0
contig_20282_2,1.0,1.0
contig_20282_3,1.0,1.0
contig_20042_2,1.0,1.0
contig_20042_3,1.0,1.0
contig_20027_1,0.9,0.0
contig_20027_3,1.0,0.0
contig_20027_2,1.0,1.0
contig_20027_5,1.0,1.0
contig_20027_4,1.0,1.0
contig_20027_7,1.0,1.0
contig_20027_6,1.0,1.0
contig_20027_9,1.0,1.0
contig_20027_8,1.0,1.0
contig_20267_4,1.0,1.0
contig_20202_1,1.0,1.0
contig_20202_2,1.0,1.0
contig_20202_3,1.0,1.0
contig_20028_4,1.0,1.0
contig_20204_6,1.0,1.0
contig_20204_4,1.0,1.0
contig_20204_5,1.0,1.0
contig_20204_2,1.0,1.0
contig_20204_3,1.0,1.0
contig_20204_1,1.0,1.0
contig_20065_3,1.0,1.0
contig_20065_2,1.0,1.0
contig_20065_1,1.0,1.0
contig_20065_7,1.0,1.0
contig_20065_6,1.0,1.0
contig_20065_5,1.0,1.0
contig_20065_4,1.0,1.0
contig_20115_3,1.0,1.0
contig_20115_2,1.0,1.0
contig_20115_1,1.0,1.0
contig_20065_8,1.0,1.0
contig_20115_5,1.0,1.0
contig_20115_4,1.0,0.0
contig_20007_3,1.0,0.0
contig_20068_6,1.0,1.0
contig_20068_7,1.0,1.0
contig_20068_4,1.0,1.0
contig_20068_5,1.0,1.0
contig_20068_2,1.0,1.0
contig_20068_3,1.0,1.0
contig_20068_1,1.0,1.0
contig_20025_4,1.0,0.0
contig_20025_3,1.0,1.0
contig_20025_2,1.0,1.0
contig_20025_1,1.0,1.0
contig_19950_2,1.0,1.0
contig_19950_3,1.0,0.0
contig_20273_3,1.0,0.0
contig_19950_6,0.0,0.0
contig_19950_7,1.0,1.0
contig_19950_4,1.0,1.0
contig_19950_5,0.0,0.0
contig_20200_2,1.0,1.0
contig_20273_4,1.0,0.0
contig_19950_8,1.0,0.0
contig_20200_1,0.0,1.0
contig_19958_8,1.0,0.0
contig_19958_9,1.0,1.0
contig_19958_2,1.0,0.0
contig_19958_3,1.0,1.0
