,0,1,2,3,4,5
contig_21224_22,6.39622360757,0.688942609447,0.974804223364,2.22044604925e-16,0.915500441058,2.22044604925e-16
contig_21433_4,4.24131829684,1.39028049766,0.532659696043,14.2010312814,3.53236041015,2.96221724139e-05
contig_21238_12,0.892259458547,2.22044604925e-16,0.945605962307,0.380097569797,0.3406814843,1.18939004788
contig_21238_13,0.619495075993,2.22044604925e-16,0.905204991896,0.0578340133908,0.416433622389,2.22044604925e-16
contig_21238_10,0.679144370693,0.538185664474,0.866726536126,0.105273999889,0.0134525837416,0.538163615559
contig_21238_11,0.689493378737,2.22044604925e-16,0.750444643327,1.26662053674,1.24247357248,1.09602452281e-14
contig_21238_14,0.0578011036809,1.30125562095,1.09377528831,2.22044604925e-16,0.736981646391,3.61842965694e-11
contig_21238_15,0.592583049846,0.0987027141899,0.952436593182,2.22044604925e-16,0.651324265756,2.22044604925e-16
contig_21458_4,0.124725043647,2.22044604925e-16,0.354487959767,0.299240665599,0.112016866816,3.76640480272e-16
contig_21458_5,0.132845307706,0.268411286744,0.116869273394,2.22044604925e-16,0.32547238356,2.22044604925e-16
contig_21458_6,0.0464605223677,0.235413014391,0.0434832515398,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16
contig_21458_1,4.40876716185,2.22044604925e-16,0.794940681636,2.22044604925e-16,2.55800837567,1.64602415194
contig_21458_2,0.682542160926,2.22044604925e-16,1.29321058421,0.0589132940458,0.292370804151,6.23063729114e-07
contig_21458_3,0.447339242977,0.200935501995,1.00737923364,0.893106843498,0.434004484324,2.02906021698
contig_21231_1,0.2614368857,0.0247565285745,0.249586822954,0.116114869957,1.17774369958,2.22044604925e-16
contig_22119_4,3.57714572965,8.6697868638,1.09469562437,2.22044604925e-16,7.08464373668,1.72700517496
contig_21231_3,0.0912991597725,0.888158866086,1.32381118792,3.49423568388,1.19229405965e-15,0.922985724065
contig_21231_2,0.60746364834,2.22044604925e-16,0.286800422577,1.24360438669,1.78126096657,7.43632536486e-15
contig_21231_5,0.568714852635,2.91790406707e-05,0.986343812338,1.12737946537,0.415629601004,3.97468678698
contig_21231_4,0.596195238863,1.58121747957e-10,0.930537699521,1.59794296846,0.242937815173,2.22044604925e-16
contig_21231_7,0.496597452835,0.476736906245,0.801662528953,1.73090587742,0.640101591629,7.97641972923e-11
contig_21231_6,0.633911346156,7.97344830821e-06,1.04548859772,4.08343684467,0.524495687473,0.281289424433
contig_21495_5,0.0623159786981,0.235032362914,0.331317277637,0.644067145557,3.64026249742e-13,0.0209687897754
contig_21495_4,0.226000228025,2.22044604925e-16,0.327204871858,0.125856763787,2.40816710842e-10,1.49722196918
contig_21495_1,0.183831480094,0.88862005871,0.663802403591,0.615624590057,0.509173735216,3.20830062563
contig_21495_3,1.9536115265,2.22044604925e-16,0.771373392249,1.43346677255,0.43983833487,4.97167269862
contig_21495_2,2.16454629004,0.259674203892,0.735279593038,0.379912685324,1.25095961714,1.56933172588
contig_21444_1,0.233460583298,2.22044604925e-16,0.629471998852,2.30191582663,0.10270978039,9.09792680351e-07
contig_21433_6,7.40182935243,9.7619958502,1.90915686266,8.12392580691,1.84479371389,0.0685418196152
contig_22196_2,2.22044604925e-16,0.300567270039,0.384441429229,2.22044604925e-16,7.48912172402,2.22044604925e-16
contig_22196_3,3.85197214141e-12,2.245953572,0.695326751671,0.906015578325,4.14158644581,1.5631282316
contig_22196_1,2.22044604925e-16,0.165536312451,0.0729725892325,0.128199225134,8.49852382997,9.47410507162
contig_21966_1,0.00391385448459,2.22044604925e-16,0.577917657748,2.22044604925e-16,0.21102971798,2.22044604925e-16
contig_21556_3,5.89592981858,3.19915007231,0.264016891899,2.22044604925e-16,2.35575640121,0.81344976371
contig_21556_2,4.85545725695,0.0744499386572,0.34985481021,2.22044604925e-16,1.83918800486,0.0253982689472
