,0,1,2,3,4,5,6,7,8,9,10
contig_21022_4,1.59766273638,2.90568026406,2.73333869482e-14,0.254003900801,2.64322254873e-14,0.662449457238,0.841721701173,0.439155962767,0.264007941328,5.64052429739,0.616033931151
contig_20818_3,2.22044604925e-16,0.621004956496,5.53313037489,2.22044604925e-16,2.22044604925e-16,1.81917443578,2.22044604925e-16,2.22044604925e-16,0.00668367038685,0.911036958464,0.0989568029164
contig_20818_2,2.22044604925e-16,1.57265757825,4.0874910271,2.22044604925e-16,2.22044604925e-16,1.34453630168,0.439098663427,2.22044604925e-16,0.0249163340022,6.6716117517,0.223415592175
contig_20818_1,2.22044604925e-16,2.45054553344,5.1893571875e-06,0.667662205437,2.22044604925e-16,0.586446978031,0.638311304148,2.22044604925e-16,0.388449560493,7.4378712902,0.34193363352
contig_20818_7,0.0022623001402,0.430610249186,0.182101315419,0.049680071982,0.933201760963,1.28369161452,0.93942112247,0.128660110363,0.723442596799,2.67598832594,0.504173293213
contig_20818_6,9.31690845296e-05,0.403203327579,3.08330314032,0.000333558217294,0.0752707872917,1.13198577984,0.0330820426195,6.55905888075e-10,0.670033420523,5.77086190814,0.341597827331
contig_20818_5,2.22044604925e-16,0.960328286251,1.19909276691,2.22044604925e-16,1.06683708735,1.23625025536,2.22044604925e-16,2.22044604925e-16,0.692880966166,0.7766414693,0.654001861943
contig_20818_4,2.22044604925e-16,0.832901016021,5.1414300932,0.0795110690825,2.22044604925e-16,1.59649767154,2.22044604925e-16,2.22044604925e-16,0.184880323108,0.0676223183552,0.421378719009
contig_20818_9,4.23812059564,1.80517205477,4.2544910873,0.229945250946,0.00493038253014,1.12863780949,1.02549719518,0.45511935455,0.130604437356,2.15259222962,0.696331568507
contig_20818_8,0.142510145964,2.02776937958,2.22044604925e-16,0.0563754265475,0.296203368425,0.985730424038,0.710208593437,0.0819324918501,0.199807003314,5.25593401846,0.459948370024
contig_20799_15,0.000211355358525,0.527101111872,3.09450998867,2.22044604925e-16,1.85810967633,1.25815190085,1.03163361548,0.17035200722,0.796641602365,2.46002581054,0.276731983767
contig_20799_14,0.0120525116604,1.28066358752,0.229157501422,2.22044604925e-16,2.05465768508,0.843100887157,1.24669068666,0.134335009236,0.801540448812,0.000321570330259,1.16544134445
contig_20799_16,1.43371941375e-08,1.66068618442,3.31072061236,2.22044604925e-16,0.0338507092428,0.921745746174,0.840548314834,0.673486703165,0.311202065441,3.35887393592,0.474962737662
contig_20799_11,2.22044604925e-16,0.00982015507114,0.900193856129,0.0208057061641,2.22044604925e-16,0.672545835601,0.956244756466,0.532594676739,1.59209726168,8.15440975847,0.206874130664
contig_20799_10,2.15559853102e-07,0.467144858858,2.22044604925e-16,3.16214057782e-07,0.0221928010076,1.22175278519,1.07245018033,1.44800388011,1.32520449083,1.19811510502,0.528850866563
contig_20799_13,0.00628374079938,2.09745484317,1.63032940593e-05,2.22044604925e-16,0.409879868798,0.841041029521,0.924983463633,0.921098908991,0.756782022108,0.0258983948184,1.06038675988
contig_20799_12,4.52288011218e-16,2.22044604925e-16,0.260376639798,2.22044604925e-16,5.43394240979e-13,1.03582354519,1.0637916726,0.694120711661,1.43058738776,0.160813204259,0.795688021231
contig_21074_2,2.22044604925e-16,0.296082223455,6.1448865805,0.102450339458,2.22044604925e-16,0.849141265894,0.425674055826,2.22044604925e-16,0.488907223364,4.1330882828,3.33717452638e-10
contig_21074_3,2.22044604925e-16,1.95351269665,1.25505523627,2.22044604925e-16,2.22044604925e-16,0.655221982048,0.0723780463835,2.22044604925e-16,0.093362892813,1.28683477004,0.130843708039
contig_21074_1,2.22044604925e-16,1.66098169503,8.5242911385,2.22044604925e-16,2.22044604925e-16,0.0683395121715,0.0526571297934,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16
contig_20977_3,0.229223876861,9.45971425417e-07,3.08931028363,0.13161946492,1.10457526903,1.47770078464,0.980078053715,0.0360480717171,0.632994524808,0.991262145217,0.451580661518
contig_20977_2,2.05738893584,2.04092646194e-12,0.681445039274,0.238054501549,0.0796456499388,1.28774449536,0.728407126896,0.0376658287213,0.907877556839,1.60217894014,0.457775261302
contig_20977_1,2.22044604925e-16,2.49605878115,2.22044604925e-16,3.98744338764e-14,2.22044604925e-16,0.614758159686,0.205118758892,2.22044604925e-16,0.0961248015804,7.74048853095,0.412246315878
contig_21076_4,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,0.00187746741174,2.22044604925e-16,2.22044604925e-16,0.00145156542637,2.22044604925e-16,2.22044604925e-16
contig_20975_8,0.000188040836435,0.920746947185,4.11727216501e-05,0.528474649892,1.77571923971e-05,0.764795726179,1.16197454096,0.970411054544,1.44867489302,4.70703470974e-06,1.30616437989
contig_21076_1,3.79470262127,3.05296966853,2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,1.17412663186,0.803016072932,2.22044604925e-16,4.08465441576e-11,2.12934635643e-07,2.22044604925e-16
contig_21076_2,2.02284127236,1.18286614127,4.44219610235e-15,2.22044604925e-16,0.185015768651,1.17811592405,0.512904357308,2.22044604925e-16,0.303423025667,2.22044604925e-16,2.22044604925e-16
