,0,1
contig_20474_5,2.22044604925e-16,0.510810899525
contig_20474_4,2.22044604925e-16,0.504570385076
contig_20474_7,2.22044604925e-16,0.353726963452
contig_20474_6,2.22044604925e-16,0.420946798642
contig_20474_3,2.22044604925e-16,0.48380863017
contig_20474_2,2.22044604925e-16,0.334150248203
contig_20652_4,2.22044604925e-16,0.438315720186
contig_20472_7,2.22044604925e-16,0.713599289518
contig_20472_6,2.22044604925e-16,0.475337124264
contig_20472_5,2.22044604925e-16,0.446281215196
contig_20472_4,2.22044604925e-16,0.37477281254
contig_20472_3,2.22044604925e-16,1.67401256784
contig_20472_2,2.22044604925e-16,1.06457259851
contig_20472_1,2.22044604925e-16,0.77205330893
contig_20652_2,2.22044604925e-16,0.321553999258
contig_20470_1,2.22044604925e-16,0.304323035607
contig_20470_3,0.227476044164,0.827993028161
contig_20470_2,2.22044604925e-16,0.570347765349
contig_20470_5,2.22044604925e-16,0.634981933043
contig_20470_4,2.22044604925e-16,0.335521150082
contig_20470_7,2.22044604925e-16,0.356130596429
contig_20470_6,2.22044604925e-16,0.358380992222
contig_20478_1,2.22044604925e-16,0.304695972973
contig_20478_3,0.126194622508,0.925363695315
contig_20478_2,3.84534193131e-07,0.688986561055
contig_20478_5,2.22044604925e-16,0.470553400749
contig_20478_4,0.0239399114052,0.930974108155
contig_20478_7,2.22044604925e-16,0.787909622915
contig_20478_6,2.22044604925e-16,0.573179519053
contig_20433_2,2.22044604925e-16,0.312340244229
contig_20433_3,2.22044604925e-16,0.483407361803
contig_20433_1,2.22044604925e-16,0.324054603375
contig_20433_4,2.22044604925e-16,0.604631999931
contig_20433_5,0.0293311996239,0.602352421901
contig_20476_3,2.22044604925e-16,0.528632005122
contig_20476_2,2.22044604925e-16,0.895843081309
contig_20476_1,2.22044604925e-16,0.440780622747
contig_20476_4,0.656763499479,0.920949105604
contig_20705_2,2.22044604925e-16,0.550016859911
contig_20705_3,2.22044604925e-16,0.482216640499
contig_20705_1,2.22044604925e-16,0.630590835132
contig_20705_4,2.22044604925e-16,0.48055589396
contig_20506_1,2.22044604925e-16,0.386964989832
contig_20439_8,2.22044604925e-16,0.978723239504
contig_20439_4,2.22044604925e-16,0.44485686994
contig_20439_5,2.22044604925e-16,0.525792497717
contig_20439_6,2.22044604925e-16,0.576364951526
contig_20439_7,2.22044604925e-16,0.396542559613
contig_20578_2,2.22044604925e-16,0.32949430313
contig_20439_2,2.22044604925e-16,0.322987518963
contig_20439_3,2.22044604925e-16,0.766291672888
contig_20578_4,2.22044604925e-16,0.471743153827
contig_20578_5,2.22044604925e-16,0.461310412458
contig_20709_2,2.22044604925e-16,0.260174992841
contig_20709_3,2.22044604925e-16,0.126686850709
contig_20709_1,2.22044604925e-16,0.247140421696
contig_20702_1,2.22044604925e-16,0.287998663837
contig_20702_3,2.22044604925e-16,0.513528143215
contig_20702_2,0.0979492146105,0.602325829464
contig_20702_4,2.22044604925e-16,0.339464810554
contig_20748_3,2.22044604925e-16,0.431288779252
contig_20748_2,2.22044604925e-16,0.297010883652
contig_20740_3,2.22044604925e-16,0.211509305721
contig_20740_2,0.00156586340436,0.921583261041
contig_20740_1,2.22044604925e-16,0.375731799848
contig_20742_4,2.22044604925e-16,0.78032801555
contig_20742_3,2.22044604925e-16,0.733560810456
contig_20742_2,2.22044604925e-16,0.351901694698
contig_20579_1,2.22044604925e-16,0.378002339405
contig_20579_3,2.22044604925e-16,0.374739359263
contig_20744_4,2.22044604925e-16,0.730514446532
contig_20744_3,2.22044604925e-16,0.430101056149
contig_20744_2,0.0376501186293,0.825819898367
contig_20744_1,0.534219673743,0.817267567688
contig_20700_3,7.82490314355e-10,1.02386527316
contig_20700_2,2.22044604925e-16,1.15855585821
contig_20700_1,6.12105912116e-10,0.792360773254
contig_20746_1,2.22044604925e-16,0.676028726388
contig_20746_3,2.22044604925e-16,0.416564030275
contig_20746_2,2.22044604925e-16,0.815304675237
contig_20628_1,2.22044604925e-16,2.22044604925e-16
contig_20628_2,2.22044604925e-16,2.22044604925e-16
contig_20628_3,2.22044604925e-16,2.22044604925e-16
contig_20628_4,2.22044604925e-16,2.22044604925e-16
contig_20780_2,2.22044604925e-16,0.364159497931
contig_20780_1,2.22044604925e-16,0.394208351829
contig_20626_2,2.22044604925e-16,0.595308698484
contig_20626_3,0.582275145447,1.05666981073
contig_20626_1,2.22044604925e-16,0.391706114644
contig_20782_1,0.0632786527211,0.885973430641
contig_20782_2,1.99503760233,0.892417287278
contig_20784_3,2.22044604925e-16,0.515124737278
contig_20784_2,2.22044604925e-16,0.365200353728
contig_20784_1,2.22044604925e-16,0.492429495388
contig_20786_4,2.22044604925e-16,0.341445118214
contig_20786_1,2.22044604925e-16,0.809086369859
contig_20786_3,5.31773649551,3.26814567136
contig_20786_2,8.66073280608,3.33181398199
contig_20621_1,2.22044604925e-16,0.295185690976
contig_20621_3,2.22044604925e-16,0.385888215388
contig_20621_2,2.22044604925e-16,0.338461206738
contig_20549_4,2.22044604925e-16,0.41792814282
contig_20669_1,2.22044604925e-16,0.42824908773
contig_20669_3,2.22044604925e-16,0.392931149742
contig_20669_2,2.22044604925e-16,0.639750294451
contig_20549_2,2.22044604925e-16,0.392468193936
contig_20663_3,2.22044604925e-16,0.792191470026
contig_20663_2,0.134957244032,0.865303654251
contig_20663_1,2.22044604925e-16,0.394032250572
contig_20436_9,2.22044604925e-16,0.613144056106
contig_20663_4,2.22044604925e-16,0.346799158684
contig_20436_7,2.22044604925e-16,0.344855091792
contig_20436_6,2.22044604925e-16,0.491682555713
contig_20436_5,2.22044604925e-16,0.0385751537201
contig_20436_4,2.22044604925e-16,0.0695185787698
contig_20436_3,2.22044604925e-16,0.0864288815538
contig_20436_2,2.22044604925e-16,0.165705142388
contig_20436_1,2.22044604925e-16,0.531776391438
contig_20661_1,2.22044604925e-16,0.353058378677
contig_20661_2,2.22044604925e-16,0.432257960223
contig_20434_3,2.22044604925e-16,1.03121928519
contig_20434_2,0.956885497626,0.732468248299
contig_20667_3,2.22044604925e-16,0.558301106295
contig_20667_2,2.22044604925e-16,0.399471559661
contig_20667_1,2.22044604925e-16,0.561165318758
contig_20434_6,2.22044604925e-16,0.469318309079
contig_20434_8,2.22044604925e-16,0.89514159946
contig_20623_3,2.22044604925e-16,0.387988161398
contig_20623_2,2.22044604925e-16,0.327694074609
contig_20623_1,2.22044604925e-16,0.305290151259
contig_20665_1,0.750518571387,0.812764585253
contig_20665_2,0.356649699215,0.992320407037
contig_20506_3,2.22044604925e-16,0.322650585548
contig_20563_2,2.22044604925e-16,2.22044604925e-16
contig_20736_1,2.22044604925e-16,0.418331758766
contig_20668_4,0.337596307567,0.602989279037
contig_20563_4,2.22044604925e-16,2.22044604925e-16
contig_20668_2,0.0781413461478,0.677091079664
contig_20668_3,2.22044604925e-16,0.343313965806
contig_20586_3,2.22044604925e-16,0.475451858307
contig_20586_2,2.22044604925e-16,0.465987536159
contig_20586_1,2.22044604925e-16,0.593532754038
contig_20507_1,0.237586046131,0.672720784865
contig_20586_5,2.22044604925e-16,0.468927271864
contig_20586_4,2.22044604925e-16,0.391278181537
contig_20756_2,2.22044604925e-16,0.379136825496
contig_20560_5,2.22044604925e-16,0.320505143411
contig_20584_5,2.22044604925e-16,0.57235236129
contig_20584_4,0.20795650993,0.727811415223
contig_20560_4,2.22044604925e-16,0.365348552102
contig_20584_1,2.22044604925e-16,0.492536978006
contig_20505_1,2.22044604925e-16,0.264099911628
contig_20584_3,0.0551876046595,0.966581443702
contig_20584_2,2.22044604925e-16,0.946935335251
contig_20560_3,2.22044604925e-16,0.221757573823
contig_20503_4,2.22044604925e-16,0.340086521793
contig_20582_4,2.22044604925e-16,0.390015388825
contig_20582_3,2.22044604925e-16,0.697773244021
contig_20582_2,2.22044604925e-16,0.280527652607
contig_20582_1,2.22044604925e-16,0.485938613559
contig_20503_1,2.22044604925e-16,0.504258654207
contig_20400_12,7.70688887295e-16,0.915522105348
contig_20400_10,2.22044604925e-16,0.680310340195
contig_20400_11,2.22044604925e-16,0.789046242096
contig_20580_1,1.1509955589e-05,0.499137259465
contig_20501_1,2.22044604925e-16,0.342258403956
contig_20501_2,2.22044604925e-16,0.338893518284
contig_20501_3,6.74197537024e-12,0.70258516973
contig_20501_4,2.22044604925e-16,0.458011863412
contig_20501_5,2.22044604925e-16,0.416368620444
contig_20589_1,2.22044604925e-16,0.320585474873
contig_20589_2,2.22044604925e-16,0.488812943867
contig_20589_3,2.22044604925e-16,0.36887816691
contig_20589_4,2.22044604925e-16,0.588386703649
contig_20589_5,2.22044604925e-16,0.310955790477
contig_20542_3,2.22044604925e-16,0.308144380977
contig_20542_2,2.22044604925e-16,0.33284250551
contig_20542_1,2.22044604925e-16,0.307815503897
contig_20542_5,2.22044604925e-16,0.463572490935
contig_20542_4,2.22044604925e-16,0.570469589945
contig_20509_1,2.22044604925e-16,0.421089230985
contig_20509_2,2.22044604925e-16,0.622891049791
contig_20509_3,2.22044604925e-16,0.372367107844
contig_20509_4,2.22044604925e-16,0.203267737568
contig_20509_5,2.22044604925e-16,0.387318728544
contig_20540_5,2.22044604925e-16,0.751481636529
contig_20540_4,2.22044604925e-16,0.436677527149
contig_20540_1,2.22044604925e-16,0.438230860496
contig_20540_3,9.02430472562e-05,0.990545313716
contig_20540_2,1.00412699959e-05,1.16170924866
contig_20548_5,2.22044604925e-16,0.476825702774
contig_20548_4,0.00125137789372,0.674673054206
contig_20548_1,2.22044604925e-16,0.608420907578
contig_20548_3,2.22044604925e-16,0.438183485814
contig_20548_2,2.22044604925e-16,0.421642213218
contig_20664_3,2.22044604925e-16,0.471161075404
contig_20429_7,2.22044604925e-16,0.392525603827
contig_20429_6,2.22044604925e-16,0.410453548192
contig_20429_5,2.22044604925e-16,0.312479823367
contig_20429_4,2.22044604925e-16,0.373405078175
contig_20429_3,2.22044604925e-16,0.412671222693
contig_20429_2,2.22044604925e-16,0.393215785195
contig_20429_1,2.22044604925e-16,0.350352951783
contig_20429_9,2.22044604925e-16,0.29945026429
contig_20429_8,0.319678773156,0.71848392256
contig_20425_8,2.22044604925e-16,0.523900941034
contig_20425_3,2.22044604925e-16,0.551800144749
contig_20425_2,2.22044604925e-16,0.635609391427
contig_20425_1,2.22044604925e-16,0.396192000645
contig_20425_7,2.22044604925e-16,0.50373443413
contig_20425_6,2.22044604925e-16,0.488710473996
contig_20425_5,2.22044604925e-16,0.6216255735
contig_20425_4,2.22044604925e-16,0.407865816936
contig_20687_3,2.22044604925e-16,0.267513401464
contig_20427_5,2.22044604925e-16,0.319268804751
contig_20427_4,2.22044604925e-16,0.270883026306
contig_20427_7,2.22044604925e-16,0.371167554967
contig_20427_6,2.22044604925e-16,0.295482724907
contig_20427_1,2.22044604925e-16,0.550634112617
contig_20427_3,2.22044604925e-16,0.34095914809
contig_20427_2,2.22044604925e-16,0.558333963984
contig_20717_2,3.85045592265e-05,0.835253962352
contig_20717_1,0.394397975861,0.865652184052
contig_20715_1,2.22044604925e-16,0.576965876322
