,0,1,2,3,4,5
contig_21224_22,1.0,1.0,1.0,1.0,1.0,1.0
contig_21433_4,1.0,1.0,1.0,1.0,1.0,1.0
contig_21238_12,1.0,1.0,1.0,1.0,1.0,1.0
contig_21238_13,1.0,1.0,1.0,1.0,0.0,0.0
contig_21238_10,1.0,1.0,1.0,1.0,1.0,1.0
contig_21238_11,1.0,1.0,1.0,1.0,1.0,1.0
contig_21238_14,1.0,1.0,1.0,1.0,1.0,0.0
contig_21238_15,1.0,1.0,1.0,1.0,1.0,1.0
contig_21458_4,1.0,1.0,1.0,1.0,0.0,1.0
contig_21458_5,1.0,0.0,1.0,1.0,0.0,0.0
contig_21458_6,0.0,0.0,0.0,0.0,0.0,1.0
contig_21458_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21458_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21458_3,1.0,1.0,1.0,1.0,0.0,1.0
contig_21231_1,0.0,1.0,1.0,1.0,1.0,0.0
contig_22119_4,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_3,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_5,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_4,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_7,1.0,1.0,1.0,1.0,1.0,1.0
contig_21231_6,1.0,1.0,1.0,1.0,1.0,1.0
contig_21495_5,0.0,1.0,0.0,1.0,1.0,1.0
contig_21495_4,1.0,1.0,0.0,1.0,1.0,1.0
contig_21495_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21495_3,1.0,1.0,1.0,1.0,0.0,1.0
contig_21495_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21444_1,1.0,0.0,1.0,1.0,1.0,1.0
contig_21433_6,1.0,1.0,1.0,1.0,1.0,1.0
contig_22196_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_22196_3,1.0,1.0,1.0,1.0,1.0,1.0
contig_22196_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21966_1,0.0,1.0,1.0,0.0,1.0,1.0
contig_21556_3,1.0,1.0,1.0,1.0,1.0,1.0
contig_21556_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21556_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21556_4,1.0,1.0,1.0,1.0,1.0,1.0
contig_21595_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21511_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21511_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21511_3,0.0,1.0,1.0,1.0,0.0,1.0
contig_21554_1,0.0,1.0,1.0,1.0,1.0,1.0
contig_21381_6,0.0,1.0,1.0,1.0,1.0,1.0
contig_22094_4,1.0,0.0,1.0,1.0,0.0,1.0
contig_21517_4,1.0,1.0,1.0,1.0,1.0,1.0
contig_21268_10,1.0,1.0,1.0,1.0,0.0,1.0
contig_21517_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21517_3,1.0,1.0,1.0,1.0,1.0,1.0
contig_22094_3,1.0,1.0,1.0,1.0,1.0,1.0
contig_21517_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21550_1,1.0,1.0,1.0,1.0,1.0,1.0
contig_21550_3,1.0,1.0,1.0,1.0,0.0,1.0
contig_21550_2,1.0,1.0,1.0,1.0,1.0,1.0
contig_21550_4,0.0,1.0,1.0,1.0,1.0,1.0
contig_21231_9,1.0,1.0,1.0,1.0,0.0,1.0
contig_21231_8,1.0,0.0,1.0,1.0,0.0,1.0
contig_21559_1,0.0,0.0,1.0,1.0,1.0,1.0
