,0,1,2,3,4,5,6
contig_21729_6,2.22044604925e-16,0.646010578804,0.241438724137,0.0502384187705,2.22044604925e-16,0.353089185704,2.22044604925e-16
contig_22115_1,2.22044604925e-16,0.258562997953,2.22044604925e-16,0.0475920902297,2.22044604925e-16,0.618458410599,2.22044604925e-16
contig_22194_1,2.22044604925e-16,0.297179052652,2.22044604925e-16,0.0638188767637,2.22044604925e-16,0.501253359902,2.22044604925e-16
contig_22115_3,0.608514652683,6.97747686384,6.19601475998,0.191563587051,7.34609964092,0.883815826095,2.87548388124e-07
contig_22115_2,0.0296206606385,6.57808820697,0.0320585965088,0.596595360066,4.72275237747,0.890240028563,0.000446499601045
contig_21621_10,0.353445820856,3.02121219077,2.22044604925e-16,1.02079279161,2.22044604925e-16,0.58814835694,2.22044604925e-16
contig_21621_11,0.477955991407,1.27308267148,0.497970823158,1.14253261726,2.22044604925e-16,0.814214188491,2.22044604925e-16
contig_21621_12,2.22044604925e-16,4.85766559926,2.22044604925e-16,0.964805291974,2.04806493154,1.38412478765,2.22838278847e-06
contig_21621_13,2.22044604925e-16,1.75107424692,2.22044604925e-16,0.428221981781,0.580235802604,0.57869776176,0.000217207827872
contig_21961_2,0.305246761582,1.3099257415,2.22044604925e-16,0.871046195318,0.298273772076,0.796858008847,1.48936383633e-15
contig_22194_2,2.22044604925e-16,1.49031318737,0.0926169190254,0.0550295139605,1.23534988152,0.591396395502,0.167883981018
contig_21629_10,0.410218572317,7.67193026797,4.77735543278,0.155694496477,2.22044604925e-16,0.163609244797,2.85578221541
contig_22194_3,0.733099280485,7.43385167968,0.857021363745,2.22044604925e-16,2.22044604925e-16,0.462107029703,0.508810014136
contig_21629_11,2.22044604925e-16,0.507187111235,2.22044604925e-16,0.77732304169,2.22044604925e-16,0.492374621058,1.83048690506e-07
contig_21614_8,2.22044604925e-16,2.22044604925e-16,0.571521526675,2.22044604925e-16,0.164773742969,0.959017251677,2.22044604925e-16
contig_21665_8,2.22044604925e-16,2.1609985353,0.323484933825,0.946048791519,2.22044604925e-16,0.617658717752,2.22044604925e-16
contig_22190_1,2.22044604925e-16,1.70754977869,2.22044604925e-16,1.01376039126,0.763216527268,0.701291800436,1.84992642865e-10
contig_22190_2,2.22044604925e-16,5.37936630237e-07,2.22044604925e-16,0.807089694656,2.22044604925e-16,0.590761439563,1.50663374606
contig_21614_9,28.5947800606,2.22044604925e-16,31.6456298354,2.22044604925e-16,4.48000645776,7.08340030909,2.22044604925e-16
contig_21721_7,2.22044604925e-16,2.22044604925e-16,0.376016278864,0.86665342236,0.619515049697,0.599685531855,2.22044604925e-16
contig_21721_6,2.22044604925e-16,1.51623681111,0.234604345308,0.852303828857,2.29882883746e-11,0.648620662892,0.134811702049
contig_21721_5,2.22044604925e-16,1.23921899562,2.22044604925e-16,0.836385801053,1.23021426335,0.537398240849,0.0270816800525
contig_21721_4,2.22044604925e-16,2.7251582203,2.22044604925e-16,0.827901608514,2.22044604925e-16,0.639442263856,6.91247003238e-11
contig_21721_3,2.22044604925e-16,2.55452879888,0.322538025429,0.945007618469,2.22044604925e-16,0.67830933137,0.281912114202
