,0,1
contig_20474_5,1.0,1.0
contig_20474_4,1.0,1.0
contig_20474_7,1.0,1.0
contig_20474_6,1.0,1.0
contig_20474_3,1.0,0.0
contig_20474_2,1.0,0.0
contig_20652_4,1.0,1.0
contig_20472_7,1.0,1.0
contig_20472_6,1.0,1.0
contig_20472_5,1.0,1.0
contig_20472_4,1.0,1.0
contig_20472_3,1.0,1.0
contig_20472_2,1.0,1.0
contig_20472_1,1.0,1.0
contig_20652_2,1.0,1.0
contig_20470_1,1.0,0.0
contig_20470_3,1.0,1.0
contig_20470_2,1.0,1.0
contig_20470_5,1.0,1.0
contig_20470_4,1.0,1.0
contig_20470_7,1.0,0.0
contig_20470_6,1.0,0.0
contig_20478_1,1.0,0.0
contig_20478_3,1.0,1.0
contig_20478_2,1.0,1.0
contig_20478_5,1.0,1.0
contig_20478_4,1.0,1.0
contig_20478_7,1.0,1.0
contig_20478_6,1.0,1.0
contig_20433_2,1.0,0.0
contig_20433_3,1.0,1.0
contig_20433_1,1.0,1.0
contig_20433_4,1.0,1.0
contig_20433_5,1.0,1.0
contig_20476_3,1.0,1.0
contig_20476_2,1.0,1.0
contig_20476_1,1.0,1.0
contig_20476_4,1.0,1.0
contig_20705_2,1.0,1.0
contig_20705_3,1.0,1.0
contig_20705_1,1.0,1.0
contig_20705_4,1.0,1.0
contig_20506_1,1.0,1.0
contig_20439_8,1.0,1.0
contig_20439_4,0.0,1.0
contig_20439_5,0.0,1.0
contig_20439_6,1.0,1.0
contig_20439_7,1.0,1.0
contig_20578_2,1.0,0.0
contig_20439_2,1.0,1.0
contig_20439_3,1.0,1.0
contig_20578_4,1.0,1.0
contig_20578_5,1.0,1.0
contig_20709_2,1.0,0.0
contig_20709_3,1.0,0.0
contig_20709_1,1.0,1.0
contig_20702_1,1.0,0.0
contig_20702_3,1.0,1.0
contig_20702_2,1.0,1.0
contig_20702_4,1.0,0.0
contig_20748_3,1.0,1.0
contig_20748_2,1.0,0.0
contig_20740_3,1.0,0.0
contig_20740_2,1.0,1.0
contig_20740_1,1.0,1.0
contig_20742_4,1.0,1.0
contig_20742_3,1.0,1.0
contig_20742_2,1.0,0.0
contig_20579_1,1.0,1.0
contig_20579_3,1.0,1.0
contig_20744_4,1.0,1.0
contig_20744_3,1.0,1.0
contig_20744_2,1.0,1.0
contig_20744_1,1.0,1.0
contig_20700_3,1.0,1.0
contig_20700_2,1.0,1.0
contig_20700_1,1.0,1.0
contig_20746_1,1.0,1.0
contig_20746_3,1.0,1.0
contig_20746_2,1.0,1.0
contig_20628_1,0.0,0.0
contig_20628_2,0.0,0.0
contig_20628_3,0.0,0.0
contig_20628_4,0.0,0.0
contig_20780_2,1.0,1.0
contig_20780_1,1.0,1.0
contig_20626_2,1.0,1.0
contig_20626_3,1.0,1.0
contig_20626_1,1.0,1.0
contig_20782_1,1.0,1.0
contig_20782_2,1.0,1.0
contig_20784_3,1.0,1.0
contig_20784_2,1.0,1.0
contig_20784_1,1.0,1.0
contig_20786_4,0.0,1.0
contig_20786_1,1.0,1.0
contig_20786_3,1.0,1.0
contig_20786_2,1.0,1.0
contig_20621_1,1.0,0.0
contig_20621_3,1.0,1.0
contig_20621_2,1.0,1.0
contig_20549_4,1.0,1.0
contig_20669_1,1.0,1.0
contig_20669_3,1.0,1.0
contig_20669_2,1.0,1.0
contig_20549_2,1.0,1.0
contig_20663_3,1.0,1.0
contig_20663_2,1.0,1.0
contig_20663_1,1.0,1.0
contig_20436_9,1.0,1.0
contig_20663_4,1.0,1.0
contig_20436_7,1.0,1.0
contig_20436_6,1.0,1.0
contig_20436_5,1.0,0.0
contig_20436_4,1.0,0.0
contig_20436_3,1.0,0.0
contig_20436_2,1.0,0.0
contig_20436_1,1.0,1.0
contig_20661_1,1.0,1.0
contig_20661_2,1.0,0.0
contig_20434_3,1.0,1.0
contig_20434_2,1.0,1.0
contig_20667_3,1.0,1.0
contig_20667_2,0.0,1.0
contig_20667_1,1.0,1.0
contig_20434_6,1.0,1.0
contig_20434_8,1.0,1.0
contig_20623_3,1.0,1.0
contig_20623_2,1.0,0.0
contig_20623_1,1.0,0.0
contig_20665_1,1.0,1.0
contig_20665_2,1.0,1.0
contig_20506_3,1.0,0.0
contig_20563_2,0.0,0.0
contig_20736_1,1.0,1.0
contig_20668_4,1.0,1.0
contig_20563_4,0.0,0.0
contig_20668_2,1.0,1.0
contig_20668_3,1.0,1.0
contig_20586_3,1.0,1.0
contig_20586_2,1.0,1.0
contig_20586_1,1.0,1.0
contig_20507_1,1.0,1.0
contig_20586_5,1.0,1.0
contig_20586_4,1.0,0.0
contig_20756_2,1.0,1.0
contig_20560_5,1.0,0.0
contig_20584_5,1.0,1.0
contig_20584_4,1.0,1.0
contig_20560_4,0.0,1.0
contig_20584_1,1.0,1.0
contig_20505_1,1.0,1.0
contig_20584_3,1.0,1.0
contig_20584_2,1.0,1.0
contig_20560_3,1.0,0.0
contig_20503_4,1.0,1.0
contig_20582_4,1.0,0.0
contig_20582_3,1.0,1.0
contig_20582_2,1.0,0.0
contig_20582_1,1.0,1.0
contig_20503_1,1.0,1.0
contig_20400_12,1.0,1.0
contig_20400_10,1.0,1.0
contig_20400_11,1.0,1.0
contig_20580_1,1.0,0.0
contig_20501_1,1.0,1.0
contig_20501_2,1.0,1.0
contig_20501_3,1.0,1.0
contig_20501_4,1.0,1.0
contig_20501_5,1.0,1.0
contig_20589_1,1.0,0.0
contig_20589_2,1.0,1.0
contig_20589_3,0.0,1.0
contig_20589_4,1.0,1.0
contig_20589_5,1.0,0.0
contig_20542_3,1.0,0.0
contig_20542_2,1.0,0.0
contig_20542_1,1.0,0.0
contig_20542_5,1.0,1.0
contig_20542_4,1.0,1.0
contig_20509_1,0.0,1.0
contig_20509_2,1.0,1.0
contig_20509_3,1.0,0.0
contig_20509_4,1.0,0.0
contig_20509_5,0.0,1.0
contig_20540_5,1.0,1.0
contig_20540_4,1.0,1.0
contig_20540_1,1.0,1.0
contig_20540_3,1.0,1.0
contig_20540_2,1.0,1.0
contig_20548_5,1.0,1.0
contig_20548_4,1.0,1.0
contig_20548_1,1.0,1.0
contig_20548_3,0.0,1.0
contig_20548_2,1.0,1.0
contig_20664_3,1.0,0.0
contig_20429_7,1.0,1.0
contig_20429_6,1.0,1.0
contig_20429_5,1.0,0.0
contig_20429_4,1.0,0.0
contig_20429_3,0.0,1.0
contig_20429_2,1.0,1.0
contig_20429_1,1.0,1.0
contig_20429_9,1.0,1.0
contig_20429_8,1.0,1.0
contig_20425_8,1.0,1.0
contig_20425_3,1.0,1.0
contig_20425_2,1.0,1.0
contig_20425_1,1.0,1.0
contig_20425_7,1.0,1.0
contig_20425_6,1.0,1.0
contig_20425_5,1.0,1.0
contig_20425_4,1.0,1.0
contig_20687_3,1.0,1.0
contig_20427_5,1.0,0.0
contig_20427_4,1.0,0.0
contig_20427_7,1.0,0.0
contig_20427_6,1.0,0.0
contig_20427_1,1.0,1.0
contig_20427_3,1.0,1.0
contig_20427_2,1.0,1.0
contig_20717_2,1.0,1.0
contig_20717_1,1.0,1.0
contig_20715_1,1.0,1.0
contig_20715_3,1.0,0.0
contig_20715_2,1.0,0.0
contig_20464_4,1.0,1.0
contig_20464_5,0.0,1.0
contig_20464_2,1.0,1.0
contig_20464_3,1.0,1.0
contig_20464_1,1.0,1.0
contig_20466_1,1.0,1.0
contig_20466_2,1.0,1.0
contig_20466_3,1.0,1.0
contig_20466_4,1.0,0.0
contig_20468_2,0.0,0.0
contig_20468_3,0.0,0.0
contig_20468_1,0.0,0.0
contig_20468_6,0.0,0.0
contig_20468_4,0.0,0.0
contig_20468_5,0.0,0.0
contig_20719_1,1.0,1.0
contig_20719_2,1.0,1.0
contig_20754_1,1.0,1.0
contig_20754_2,1.0,0.0
contig_20754_3,1.0,0.0
contig_20710_1,1.0,1.0
contig_20710_2,1.0,1.0
contig_20710_3,1.0,1.0
contig_20460_2,1.0,1.0
contig_20460_3,1.0,1.0
contig_20460_1,1.0,1.0
contig_20460_6,1.0,1.0
contig_20460_7,1.0,1.0
contig_20460_4,1.0,1.0
contig_20460_5,0.0,1.0
contig_20462_4,1.0,1.0
contig_20462_5,1.0,1.0
contig_20462_1,1.0,1.0
contig_20462_2,1.0,0.0
contig_20462_3,0.0,1.0
contig_20541_4,1.0,1.0
contig_20541_5,1.0,1.0
contig_20541_1,1.0,1.0
contig_20541_2,1.0,1.0
contig_20541_3,1.0,1.0
contig_20752_2,0.0,1.0
contig_20752_3,1.0,1.0
contig_20752_1,1.0,0.0
contig_20547_4,1.0,1.0
contig_20547_5,1.0,0.0
contig_20547_2,1.0,1.0
contig_20547_3,1.0,1.0
contig_20547_1,1.0,1.0
contig_20750_1,1.0,1.0
contig_20750_2,1.0,1.0
contig_20750_3,1.0,1.0
contig_20714_1,1.0,1.0
contig_20714_2,1.0,1.0
contig_20714_3,1.0,1.0
contig_20545_1,1.0,1.0
contig_20545_2,1.0,1.0
contig_20545_3,1.0,1.0
contig_20545_4,1.0,1.0
contig_20756_3,1.0,1.0
contig_20756_1,1.0,1.0
contig_20712_4,1.0,1.0
contig_20712_2,1.0,1.0
contig_20712_3,1.0,1.0
contig_20712_1,1.0,1.0
contig_20431_7,1.0,1.0
contig_20431_1,1.0,1.0
contig_20431_2,1.0,1.0
contig_20651_1,1.0,1.0
contig_20651_2,1.0,1.0
contig_20651_3,1.0,0.0
contig_20571_1,1.0,0.0
contig_20571_4,1.0,1.0
contig_20610_5,1.0,1.0
contig_20610_4,1.0,1.0
contig_20426_6,1.0,1.0
contig_20426_7,0.0,1.0
contig_20610_1,1.0,1.0
contig_20426_1,1.0,0.0
contig_20426_2,1.0,1.0
contig_20426_3,1.0,1.0
contig_20657_2,1.0,1.0
contig_20657_3,1.0,1.0
contig_20657_1,1.0,1.0
contig_20657_4,1.0,0.0
contig_20420_6,1.0,1.0
contig_20420_4,1.0,1.0
contig_20420_5,1.0,1.0
contig_20420_2,1.0,1.0
contig_20420_3,1.0,1.0
contig_20616_1,1.0,1.0
contig_20420_1,1.0,1.0
contig_20655_4,1.0,1.0
contig_20655_5,1.0,1.0
contig_20655_2,1.0,1.0
contig_20655_3,1.0,1.0
contig_20422_8,1.0,1.0
contig_20422_1,1.0,1.0
contig_20422_2,1.0,1.0
contig_20422_3,1.0,1.0
contig_20422_4,1.0,1.0
contig_20422_5,1.0,1.0
contig_20422_6,1.0,1.0
contig_20422_7,1.0,1.0
contig_20435_2,1.0,1.0
contig_20658_1,1.0,1.0
contig_20658_2,1.0,0.0
contig_20435_4,1.0,1.0
contig_20435_5,1.0,1.0
contig_20435_7,1.0,1.0
contig_20693_2,1.0,1.0
contig_20693_3,1.0,1.0
contig_20612_1,1.0,1.0
contig_20693_1,1.0,1.0
contig_20693_4,1.0,0.0
contig_20596_1,1.0,1.0
contig_20619_4,1.0,1.0
contig_20619_5,1.0,0.0
contig_20619_1,1.0,1.0
contig_20619_2,1.0,1.0
contig_20619_3,1.0,1.0
contig_20699_1,1.0,0.0
contig_20699_2,1.0,1.0
contig_20699_3,1.0,1.0
contig_20590_2,1.0,1.0
contig_20590_3,1.0,1.0
contig_20590_1,1.0,1.0
contig_20590_4,1.0,1.0
contig_20615_1,1.0,1.0
contig_20615_2,1.0,1.0
contig_20615_3,0.0,1.0
contig_20615_4,1.0,1.0
contig_20598_2,1.0,1.0
contig_20598_3,1.0,1.0
contig_20598_1,1.0,0.0
contig_20598_4,1.0,1.0
contig_20598_5,1.0,1.0
contig_20597_1,1.0,1.0
contig_20597_3,1.0,1.0
contig_20597_2,1.0,1.0
contig_20597_5,1.0,0.0
contig_20597_4,1.0,1.0
contig_20597_6,1.0,1.0
contig_20558_4,1.0,1.0
contig_20558_2,1.0,1.0
contig_20558_3,1.0,1.0
contig_20558_1,1.0,0.0
contig_20554_2,1.0,1.0
contig_20554_3,1.0,1.0
