,0,1,2,3,4,5
Fa13.BD.MLB.DN.MAG5,0.266645072992,0.0224938551424,0.0326120960972,0.133552815299,0.517487035232,0.0272091252369
Fa13.BD.MLB.SN.MAG5,0.246540932484,0.0277484313115,0.0311492704645,0.167528840587,0.497161853866,0.0298706712872
Sp13.BD.MM15.SD.MAG5,0.0119691941376,0.0349966186716,0.181267218815,0.209932940083,0.507852392506,0.0539816357861
Su13.BD.MM15.SN.C.MAG5,0.0535856273363,0.19292063304,0.0144953827221,0.21627153371,0.45411696161,0.068609861581
Fa13.BD.MM15.DN.MAG5,0.0051102193685,0.248348094246,0.00754254655898,0.171017435066,0.53099193142,0.0369897733409
Fa13.BD.MM110.SN.MAG5,0.000103854992608,0.769562755622,0.00126421285684,0.040993631871,0.0551145491083,0.13296099555
Su13.BD.MM110.SD.MAG5,9.99999232697e-07,0.643646921204,0.00564969134373,0.113446513206,0.128101312775,0.109154561472
Su13.BD.MM110.SN.C.MAG5,0.0169995709753,0.628096837998,0.00600713400198,0.127004567067,0.0975581798885,0.124333710069
Su13.BD.MM15.DN.MAG5,0.0096986470417,0.0457185723122,0.0277583482255,0.228774568989,0.666097413483,0.0219524499489
Sp13.BD.MLB.SN.MAG5,0.0668114222943,0.0559787618405,0.398362658416,0.110173066083,0.296570172864,0.0721039185024
Sp13.BD.MM15.SN.MAG5,0.0389476884579,0.0227470312637,0.222775993314,0.190658492133,0.484717966362,0.0401528284689
Fa13.BD.MM110.DN.MAG5,0.00647561967178,0.0185096371757,0.0161307000347,0.269633864847,0.453842646158,0.235407532112
Fa13.BD.MM15.SN.MAG5,0.00904612658186,0.514923686213,0.0108782514569,0.120033148133,0.260181744426,0.0849370431898
Sp13.BD.MM110.SD.MAG5,0.00510087511462,0.0134623734593,0.0433758880279,0.25639816791,0.665576042308,0.0160866531809
Fa13.BD.MM15.SD.MAG5,0.00576016427885,0.640100032016,0.00664520179774,0.0782696878984,0.178225292342,0.0909996216668
Su13.BD.MLB.SD.C.MAG5,0.34010330683,0.0683980365447,0.0412390914264,0.154209784362,0.359628720211,0.0364210606259
Sp13.BD.MM110.DD.MAG5,0.00611416407698,0.00530834819792,0.0683952287688,0.230521091485,0.675516079993,0.0141450874788
Su13.BD.MM110.DCMD.MAG5,0.00224065079191,0.236758843872,0.000864690596492,0.331530779788,0.292925496623,0.135679538329
Sp13.BD.MM110.SN.MAG5,0.00470519517337,0.0182783442404,0.0370166284527,0.288860801054,0.636386371521,0.0147526595584
Su13.BD.MM15.SD.MAG5,0.0255957489538,0.325264507657,0.00642513904306,0.228716867372,0.350438746007,0.063558990967
Sp13.BD.MM15.DD.A.MAG5,0.0333333136988,0.0466725821868,0.187493279765,0.180545870306,0.487156216639,0.0647987374035
Fa13.BD.MM110.SD.MAG5,0.000327595836987,0.728671273109,0.0102727332585,0.0356718699794,0.107636382565,0.117420145251
Su13.BD.MLB.DD.MAG5,0.303971200676,0.0995198722116,0.0283086412954,0.148229387707,0.393001954522,0.0269689435883
