,0,1,2,3,4,5
Fa13.BD.MLB.DN.MAG5,0.263768531322,0.0266095208434,0.0401243650414,0.135610464008,0.511937527817,0.0219495909681
Fa13.BD.MLB.SN.MAG5,0.252510936386,0.0271544274102,0.0347732937038,0.162463016288,0.49673489047,0.0263634357422
Sp13.BD.MM15.SD.MAG5,0.0137116431852,0.0291395070017,0.171808909055,0.21546013998,0.518517582836,0.0513622179425
Su13.BD.MM15.SN.C.MAG5,0.0608534651316,0.198698243268,0.0185156223284,0.212793610665,0.445765802409,0.0633732561985
Fa13.BD.MM15.DN.MAG5,0.00425287065925,0.251755734491,0.00968432742849,0.175325394787,0.526022754213,0.0329589184206
Fa13.BD.MM110.SN.MAG5,0.000832912351463,0.766490345575,0.00247178567853,0.0396657409525,0.0571228518141,0.133416363629
Su13.BD.MM110.SD.MAG5,0.000375617936455,0.641309985937,0.00554434986773,0.124448204945,0.125343071257,0.102978770057
Su13.BD.MM110.SN.C.MAG5,0.00929781828627,0.643184610276,0.00934006363159,0.111713019393,0.104197994174,0.122266494239
Su13.BD.MM15.DN.MAG5,0.00963505583865,0.0415880594771,0.0274983491224,0.231115342812,0.667892544581,0.022270648169
Sp13.BD.MLB.SN.MAG5,0.0633206318834,0.061343284738,0.395507656301,0.112771476642,0.299154005036,0.0679029453991
Sp13.BD.MM15.SN.MAG5,0.0342261444768,0.0264410482446,0.216298027683,0.187572160693,0.490783669758,0.0446789491447
Fa13.BD.MM110.DN.MAG5,0.00819933020473,0.0147672856344,0.0215349710815,0.278031450727,0.449787440286,0.227679522066
Fa13.BD.MM15.SN.MAG5,0.0108161307793,0.515375902089,0.00909358660295,0.116815274872,0.260147466334,0.0877516393229
Sp13.BD.MM110.SD.MAG5,0.00424889065099,0.0107082105805,0.0437142433213,0.260719725137,0.666427955746,0.0141809745636
Fa13.BD.MM15.SD.MAG5,0.00330579390637,0.643346619967,0.00913363244473,0.0788367865741,0.171295772816,0.0940813942922
Su13.BD.MLB.SD.C.MAG5,0.336195356112,0.0630324078767,0.0510190996254,0.156721935192,0.358121238271,0.0349099629235
Sp13.BD.MM110.DD.MAG5,0.00603899144823,0.00533818954551,0.0660715162563,0.226323197449,0.682483302978,0.0137448023235
Su13.BD.MM110.DCMD.MAG5,0.0032242909268,0.259875608423,0.0029297433028,0.351527065169,0.244110930404,0.138332361774
Sp13.BD.MM110.SN.MAG5,0.00292217654632,0.0168838323352,0.0385432049635,0.289780895938,0.638636282644,0.0132336075729
Su13.BD.MM15.SD.MAG5,0.0331906275589,0.328080954264,0.00923721349491,0.225856922893,0.338113127377,0.0655211544133
Sp13.BD.MM15.DD.A.MAG5,0.0385628938074,0.043886157089,0.187963912009,0.178699016304,0.490646139304,0.0602418814863
Fa13.BD.MM110.SD.MAG5,0.000522078194305,0.721647264736,0.00736604980071,0.0368104842857,0.107071605149,0.126582517834
Su13.BD.MLB.DD.MAG5,0.301404144588,0.0963847785033,0.0312196805673,0.126196099486,0.411428181583,0.0333671152721
