bins	Fa13_BD_MLB_DN	Fa13_BD_MLB_SN	Fa13_BD_MM110_DN	Fa13_BD_MM110_SD	Fa13_BD_MM110_SN	Fa13_BD_MM15_DN	Fa13_BD_MM15_SD	Fa13_BD_MM15_SN	Sp13_BD_MLB_SN	Sp13_BD_MM110_DD	Sp13_BD_MM110_SD	Sp13_BD_MM110_SN	Sp13_BD_MM15_SD	Sp13_BD_MM15_SN	Su13_BD_MLB_DD	Su13_BD_MLB_SD_C	Su13_BD_MM110_DCMD	Su13_BD_MM110_SD	Su13_BD_MM110_SN_C	Su13_BD_MM15_DN	Su13_BD_MM15_SD	Su13_BD_MM15_SN_C
B21_Fa13.BD.MLB.SN_rebin4	11.3767490375	17.4573483483	6.88233277173	8.21580374501	6.12286882987	7.56855349322	7.71607133306	7.34737908007	6.41568892614	7.54462508976	8.01129964165	5.58912715547	4.52487233676	5.14741189969	4.2822646629	2.0836388529	1.16721694361	3.88333429708	3.4762527927	3.99104305459	2.83715254734	4.52844804993
B22_Fa13.BD.MLB.SN_rebin5	11.7379408362	19.6869046048	3.63674739247	2.35614351792	1.83302903913	2.88978096861	1.96434157267	2.23705486146	5.70406523374	3.22978373566	3.51769294056	2.50717853455	2.41501956966	3.25370988719	4.48743118296	8.76599538768	0.974383664182	1.89201789212	1.40862555954	2.3036182758	1.65001537146	2.84208064384
B28_Fa13.BD.MM110.DN_rebin2	9.8194796296	15.9526634063	28.9379453924	5.00297074184	4.05230068468	15.632440294	6.54638393095	9.27300802875	6.74211769078	44.3611908252	62.1648291554	48.9949752399	13.0970326834	11.1915184412	3.27679436366	2.99628620923	1.26381695188	5.63080363747	5.11951169548	7.69177384206	3.96896798427	7.21977544559
B2_Fa13.BD.MLB.DN_rebin10	37.1191228471	71.6755593066	1.73191593714	2.13993426027	1.56082981387	3.19389398813	2.49184402569	3.2172533371	1.5559863104	2.07462442196	2.46380867492	1.94293467546	1.53598100387	1.69255194143	2.17867772587	2.94513836605	0.862449345504	1.89674120623	1.20688662328	2.23212540112	2.13015679134	3.23838334669
B38_Sp13.BD.MM110.DD_rebin5	5.65575540154	7.30026729281	5.29750784562	3.48578867077	2.75671140078	8.60432845154	3.37391618177	4.09139389378	13.1681054031	21.7527951624	19.378253426	12.2343325251	5.87503324301	7.78694967515	2.75716045838	4.41660191373	1.30789486595	2.80173248095	2.3425349175	10.2448545075	2.79125671818	5.45021014891
B4_Fa13.BD.MLB.DN_rebin2	23.166765372	43.5630826615	6.83691995713	2.96234149776	2.42473573422	5.4662981941	3.47680984932	4.43559028167	8.20516450235	15.6669026615	15.976230078	10.5254332131	5.80462749546	6.85882849624	6.63039244491	7.32208803087	0.890705356474	3.69090232755	3.29323408249	4.69944018493	3.47795806219	6.57766800595
B52_Sp13.BD.MM15.SD_rebin1	7.25571645358	11.8688283766	20.64621407	2.6566859091	2.1497119103	9.37276140816	3.70860566785	4.77012017756	6.06955830965	49.6386854119	51.593827691	34.3241992408	13.3647925683	11.7625393208	3.12064667331	3.39074328532	1.06836822892	2.61182816447	2.3375976859	9.16467018687	3.46042375644	7.00145582897
B58_Su13.BD.MLB.SD.C_rebin3	13.9947559286	21.8848510064	5.31544435814	4.59414743922	3.86930045102	5.62800492399	4.28570505395	4.52016964329	18.2409696332	12.8762847216	12.0514714499	7.45817181672	8.48517003105	11.387756632	7.77368722143	34.8027963127	1.22717570536	3.91851183476	3.27800853656	6.53161663014	4.83444016396	9.8300403397
B63_Su13.BD.MM110.DCMD_rebin1	61.9469421048	106.365897714	139.18577025	242.707137489	215.774788213	201.039719768	219.656068539	212.555200666	49.5836537581	299.695415533	349.136331316	214.572040731	111.70381227	91.2371283717	34.3257329617	45.4983870384	23.6037046656	163.884742157	159.354119518	223.671499958	157.703107158	273.976249188
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined1	5.58111422145	8.19167820572	5.64938543169	4.81414895364	4.09120816819	7.60364024894	4.83305622829	5.00702396344	21.7009501348	35.6759246961	30.2427696099	12.799138343	18.3719204281	21.2689247958	3.34571931381	9.25012013703	1.90688177767	6.61953644057	5.45909176443	15.4984442006	8.96894805855	19.053839967
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined2	9.77573138496	16.5176022859	13.6483252467	8.20416223151	7.51197513073	11.6486946007	8.60648577826	8.85469136467	7.41314464252	30.2736352838	34.2256741195	23.3058155538	9.02611138923	8.8110335944	3.86580584117	3.97222335086	1.2926853101	12.0200714915	12.0061414979	11.0695507381	9.43726480069	17.6674426124
