gene_oid	gene_length	feature_type	start_coord	end_coord
2757595930	185	cleavage	25	26
2757595931	327	cleavage	28	29
2757595935	734	cleavage	27	28
2757595952	327	cleavage	24	25
2757595977	338	cleavage	28	29
2757596012	439	cleavage	33	34
2757596039	262	cleavage	20	21
2757596040	175	cleavage	18	19
2757596041	424	cleavage	23	24
2757596073	397	cleavage	24	25
2757596084	184	cleavage	32	33
2757596111	344	cleavage	24	25
2757596115	208	cleavage	30	31
2757596117	265	cleavage	25	26
2757596123	349	cleavage	31	32
2757596149	529	cleavage	25	26
2757596164	330	cleavage	27	28
2757596191	105	cleavage	33	34
2757596216	216	cleavage	20	21
2757596222	337	cleavage	32	33
2757596226	332	cleavage	33	34
2757596271	94	cleavage	19	20
2757596274	199	cleavage	22	23
2757596288	189	cleavage	21	22
2757596302	329	cleavage	23	24
2757596304	264	cleavage	32	33
2757596336	351	cleavage	45	46
2757596340	331	cleavage	32	33
2757596344	292	cleavage	23	24
2757596375	333	cleavage	24	25
2757596378	325	cleavage	27	28
2757596386	337	cleavage	38	39
2757596402	487	cleavage	31	32
2757596430	323	cleavage	27	28
2757596435	724	cleavage	21	22
2757596465	299	cleavage	37	38
2757596479	388	cleavage	25	26
2757596491	338	cleavage	35	36
2757596501	105	cleavage	24	25
2757596506	126	cleavage	21	22
2757596508	320	cleavage	23	24
2757596525	325	cleavage	22	23
2757596551	343	cleavage	23	24
2757596598	674	cleavage	29	30
2757596629	411	cleavage	23	24
2757596637	102	cleavage	22	23
2757596651	328	cleavage	26	27
2757596659	111	cleavage	23	24
2757596689	327	cleavage	29	30
2757596718	336	cleavage	27	28
2757596733	120	cleavage	22	23
2757596812	350	cleavage	22	23
2757596829	129	cleavage	27	28
2757596842	226	cleavage	17	18
2757596843	381	cleavage	27	28
2757596867	331	cleavage	24	25
2757596870	443	cleavage	28	29
2757596893	150	cleavage	22	23
2757596930	330	cleavage	24	25
2757596946	106	cleavage	27	28
2757596949	112	cleavage	27	28
2757596951	376	cleavage	28	29
2757596952	152	cleavage	30	31
2757596954	266	cleavage	21	22
2757596955	223	cleavage	33	34
2757596972	278	cleavage	25	26
2757597001	185	cleavage	27	28
2757597009	203	cleavage	27	28
2757597043	376	cleavage	27	28
2757597059	417	cleavage	27	28
2757597063	321	cleavage	22	23
2757597095	416	cleavage	20	21
2757597096	387	cleavage	33	34
2757597101	332	cleavage	31	32
2757597106	322	cleavage	24	25
2757597110	132	cleavage	35	36
2757597149	331	cleavage	32	33
2757597153	331	cleavage	29	30
2757597165	322	cleavage	21	22
2757597172	203	cleavage	33	34
2757597180	456	cleavage	28	29
2757597214	682	cleavage	31	32
2757597230	334	cleavage	23	24
2757597284	176	cleavage	25	26
2757597298	392	cleavage	29	30
2757597310	161	cleavage	21	22
2757597314	127	cleavage	24	25
2757597325	324	cleavage	24	25
2757597339	323	cleavage	23	24
2757597347	329	cleavage	33	34
2757597365	309	cleavage	27	28
2757597385	147	cleavage	21	22
2757597395	123	cleavage	18	19
2757597400	332	cleavage	22	23
2757597413	222	cleavage	22	23
2757597423	377	cleavage	20	21
2757597443	321	cleavage	22	23
2757597488	307	cleavage	29	30
2757597492	338	cleavage	39	40
2757597495	328	cleavage	31	32
2757597512	330	cleavage	29	30
2757597518	208	cleavage	22	23
2757597529	212	cleavage	23	24
2757597566	328	cleavage	28	29
2757597567	322	cleavage	21	22
2757597576	346	cleavage	25	26
2757597621	334	cleavage	25	26
2757597642	260	cleavage	23	24
2757597665	112	cleavage	26	27
2757597679	358	cleavage	24	25
2757597767	216	cleavage	32	33
2757597791	252	cleavage	20	21
2757597797	317	cleavage	21	22
2757597825	411	cleavage	22	23
2757597826	62	cleavage	30	31
2757597856	329	cleavage	28	29
2757597874	331	cleavage	31	32
2757597891	602	cleavage	18	19
2757597903	327	cleavage	25	26
2757597911	248	cleavage	20	21
2757597916	556	cleavage	34	35
2757597959	331	cleavage	23	24
2757597988	530	cleavage	29	30
2757597994	218	cleavage	22	23
2757598017	137	cleavage	27	28
2757598020	243	cleavage	34	35
2757598027	359	cleavage	26	27
2757598041	199	cleavage	22	23
2757598047	335	cleavage	27	28
2757598099	108	cleavage	34	35
2757598101	324	cleavage	25	26
2757598130	328	cleavage	29	30
2757598151	322	cleavage	21	22
2757598154	324	cleavage	25	26
2757598156	320	cleavage	24	25
2757598159	311	cleavage	19	20
2757598179	329	cleavage	30	31
2757598191	342	cleavage	27	28
2757598210	323	cleavage	22	23
2757598212	325	cleavage	25	26
2757598216	440	cleavage	46	47
2757598263	330	cleavage	27	28
2757598278	328	cleavage	26	27
2757598285	180	cleavage	20	21
2757598286	192	cleavage	23	24
2757598320	377	cleavage	22	23
2757598355	526	cleavage	26	27
2757598360	147	cleavage	24	25
2757598392	376	cleavage	29	30
2757598418	139	cleavage	21	22
2757598419	283	cleavage	19	20
2757598420	319	cleavage	19	20
2757598445	73	cleavage	18	19
2757598447	131	cleavage	19	20
2757598461	325	cleavage	27	28
2757598468	151	cleavage	21	22
2757598473	331	cleavage	30	31
2757598501	333	cleavage	32	33
2757598502	458	cleavage	24	25
2757598516	296	cleavage	20	21
2757598537	336	cleavage	20	21
2757598561	188	cleavage	21	22
2757598566	298	cleavage	19	20
2757598580	334	cleavage	34	35
2757598594	468	cleavage	24	25
2757598595	444	cleavage	23	24
2757598601	95	cleavage	21	22
2757598611	323	cleavage	21	22
2757598616	324	cleavage	21	22
