,Position,value
contig_19336_2,0,1.0
contig_19336_2,1,1.23082655656e-06
contig_19336_2,2,1.0
contig_19336_2,3,1.0
contig_19336_2,4,1.0
contig_19336_2,5,1.0
contig_19336_2,6,1.0
contig_19336_2,7,1.0
contig_19336_2,8,1.0
contig_19336_2,9,1.0
contig_19336_2,10,1.0
contig_19336_2,11,1.0
contig_19336_2,12,1.0
contig_19336_2,13,1.0
contig_19336_2,14,1.0
contig_19336_2,15,1.0
contig_19336_2,16,1.0
contig_19336_2,17,1.0
contig_19336_2,18,1.0
contig_19336_2,19,1.0
contig_19336_2,20,1.0
contig_19336_2,21,1.0
contig_19336_2,22,1.0
contig_19336_2,23,1.0
contig_19336_2,24,1.0
contig_19336_2,25,1.0
contig_19336_2,26,1.0
contig_19336_2,27,1.0
contig_19336_2,28,1.0
contig_19336_2,29,1.0
contig_19336_2,30,1.0
contig_19336_2,31,1.0
contig_19336_2,32,1.0
contig_19336_2,33,1.0
contig_19336_2,34,1.0
contig_19336_2,35,1.0
contig_19336_2,36,1.0
contig_19336_2,37,1.0
contig_19336_2,38,1.0
contig_19336_2,39,1.0
contig_19336_2,40,0.0643966724574
contig_19336_2,41,1.0
contig_19336_2,42,1.0
contig_19336_2,43,1.0
contig_19336_2,44,1.0
contig_19336_2,45,1.0
contig_19336_2,46,1.0
contig_19336_2,47,1.0
contig_19336_2,48,1.0
contig_19336_2,49,1.0
contig_19336_2,50,0.0864228600978
contig_19336_2,51,1.0
contig_19336_2,52,1.0
contig_19336_2,53,1.0
contig_19336_2,54,0.0547714301318
contig_19336_2,55,1.0
contig_19336_2,56,1.0
contig_19336_2,57,1.0
contig_19336_2,58,1.0
contig_19336_2,59,1.0
contig_19336_2,60,1.0
contig_19336_2,61,1.0
contig_19336_2,62,1.0
contig_19336_2,63,0.053001582913
contig_19336_2,64,1.0
contig_19336_2,65,1.0
contig_19336_2,66,0.200452883611
contig_19336_2,67,1.0
contig_19336_2,68,1.0
contig_19336_2,69,1.0
contig_19336_2,70,1.0
contig_19336_2,71,1.0
contig_19336_2,72,0.0
contig_19336_2,73,1.0
contig_19336_2,74,1.0
contig_19336_2,75,1.0
contig_19336_2,76,1.0
contig_19336_2,77,1.0
contig_19336_2,78,1.0
contig_19336_2,79,1.0
contig_19336_2,80,1.0
contig_19336_2,81,0.135714751573
contig_19336_2,82,1.0
contig_19336_2,83,1.0
contig_19336_2,84,0.259180713063
contig_19336_2,85,0.123933648483
contig_19336_2,86,1.0
contig_19336_2,87,0.0563433752948
contig_19336_2,88,1.0
contig_19336_2,89,1.0
contig_19336_2,90,1.0
contig_19336_2,91,1.0
contig_19336_2,92,1.0
contig_19336_2,93,1.0
contig_19336_2,94,1.0
