contig contig_geneID GC Genome
Ga0192656_1001 Ga0192656_10011 0.62 133053.assembled.gff
Ga0192656_1001 Ga0192656_10012 0.578 133053.assembled.gff
Ga0192656_1001 Ga0192656_10013 0.58 133053.assembled.gff
Ga0192656_1001 Ga0192656_10014 0.582 133053.assembled.gff
Ga0192656_1001 Ga0192656_10015 0.566 133053.assembled.gff
Ga0192656_1001 Ga0192656_10016 0.567 133053.assembled.gff
Ga0192656_1001 Ga0192656_10017 0.562 133053.assembled.gff
Ga0192656_1001 Ga0192656_10018 0.578 133053.assembled.gff
Ga0192656_1002 Ga0192656_10021 0.631 133053.assembled.gff
Ga0192656_1002 Ga0192656_10022 0.641 133053.assembled.gff
Ga0192656_1002 Ga0192656_10023 0.629 133053.assembled.gff
Ga0192656_1002 Ga0192656_10024 0.628 133053.assembled.gff
Ga0192656_1002 Ga0192656_10025 0.648 133053.assembled.gff
Ga0192656_1003 Ga0192656_10031 0.656 133053.assembled.gff
Ga0192656_1003 Ga0192656_10032 0.619 133053.assembled.gff
Ga0192656_1003 Ga0192656_10033 0.597 133053.assembled.gff
Ga0192656_1003 Ga0192656_10034 0.612 133053.assembled.gff
Ga0192656_1003 Ga0192656_10035 0.63 133053.assembled.gff
Ga0192656_1003 Ga0192656_10036 0.656 133053.assembled.gff
Ga0192656_1003 Ga0192656_10037 0.585 133053.assembled.gff
Ga0192656_1003 Ga0192656_10038 0.606 133053.assembled.gff
Ga0192656_1003 Ga0192656_10039 0.655 133053.assembled.gff
Ga0192656_1003 Ga0192656_100310 0.651 133053.assembled.gff
Ga0192656_1004 Ga0192656_10041 0.636 133053.assembled.gff
Ga0192656_1004 Ga0192656_10042 0.662 133053.assembled.gff
Ga0192656_1004 Ga0192656_10043 0.613 133053.assembled.gff
Ga0192656_1004 Ga0192656_10044 0.622 133053.assembled.gff
Ga0192656_1004 Ga0192656_10045 0.682 133053.assembled.gff
Ga0192656_1004 Ga0192656_10046 0.621 133053.assembled.gff
Ga0192656_1004 Ga0192656_10047 0.64 133053.assembled.gff
Ga0192656_1004 Ga0192656_10048 0.642 133053.assembled.gff
Ga0192656_1004 Ga0192656_10049 0.657 133053.assembled.gff
Ga0192656_1004 Ga0192656_100410 0.632 133053.assembled.gff
Ga0192656_1004 Ga0192656_100411 0.626 133053.assembled.gff
Ga0192656_1004 Ga0192656_100412 0.658 133053.assembled.gff
Ga0192656_1004 Ga0192656_100413 0.654 133053.assembled.gff
Ga0192656_1005 Ga0192656_10051 0.616 133053.assembled.gff
Ga0192656_1005 Ga0192656_10052 0.552 133053.assembled.gff
Ga0192656_1005 Ga0192656_10053 0.536 133053.assembled.gff
Ga0192656_1005 Ga0192656_10054 0.57 133053.assembled.gff
Ga0192656_1005 Ga0192656_10055 0.578 133053.assembled.gff
Ga0192656_1005 Ga0192656_10056 0.599 133053.assembled.gff
Ga0192656_1005 Ga0192656_10057 0.621 133053.assembled.gff
Ga0192656_1005 Ga0192656_10058 0.621 133053.assembled.gff
Ga0192656_1005 Ga0192656_10059 0.557 133053.assembled.gff
Ga0192656_1006 Ga0192656_10061 0.626 133053.assembled.gff
Ga0192656_1006 Ga0192656_10062 0.583 133053.assembled.gff
Ga0192656_1006 Ga0192656_10063 0.645 133053.assembled.gff
Ga0192656_1006 Ga0192656_10064 0.636 133053.assembled.gff
Ga0192656_1006 Ga0192656_10065 0.649 133053.assembled.gff
Ga0192656_1006 Ga0192656_10066 0.637 133053.assembled.gff
Ga0192656_1006 Ga0192656_10067 0.623 133053.assembled.gff
Ga0192656_1006 Ga0192656_10068 0.621 133053.assembled.gff
Ga0192656_1006 Ga0192656_10069 0.613 133053.assembled.gff
Ga0192656_1006 Ga0192656_100610 0.673 133053.assembled.gff
Ga0192656_1006 Ga0192656_100611 0.618 133053.assembled.gff
Ga0192656_1006 Ga0192656_100612 0.647 133053.assembled.gff
Ga0192656_1006 Ga0192656_100613 0.642 133053.assembled.gff
Ga0192656_1006 Ga0192656_100614 0.587 133053.assembled.gff
Ga0192656_1007 Ga0192656_10071 0.568 133053.assembled.gff
Ga0192656_1007 Ga0192656_10072 0.556 133053.assembled.gff
Ga0192656_1007 Ga0192656_10073 0.58 133053.assembled.gff
Ga0192656_1007 Ga0192656_10074 0.496 133053.assembled.gff
Ga0192656_1007 Ga0192656_10075 0.5 133053.assembled.gff
Ga0192656_1007 Ga0192656_10076 0.504 133053.assembled.gff
Ga0192656_1007 Ga0192656_10077 0.595 133053.assembled.gff
Ga0192656_1007 Ga0192656_10078 0.562 133053.assembled.gff
Ga0192656_1007 Ga0192656_10079 0.564 133053.assembled.gff
Ga0192656_1007 Ga0192656_100710 0.523 133053.assembled.gff
Ga0192656_1007 Ga0192656_100711 0.59 133053.assembled.gff
Ga0192656_1007 Ga0192656_100712 0.572 133053.assembled.gff
Ga0192656_1007 Ga0192656_100713 0.584 133053.assembled.gff
Ga0192656_1007 Ga0192656_100714 0.643 133053.assembled.gff
Ga0192656_1008 Ga0192656_10081 0.586 133053.assembled.gff
Ga0192656_1008 Ga0192656_10082 0.642 133053.assembled.gff
