contig contig_geneID GC Genome
Ga0194083_1001 Ga0194083_10011 0.634 133653.assembled.gff
Ga0194083_1001 Ga0194083_10012 0.607 133653.assembled.gff
Ga0194083_1001 Ga0194083_10013 0.592 133653.assembled.gff
Ga0194083_1001 Ga0194083_10014 0.584 133653.assembled.gff
Ga0194083_1001 Ga0194083_10015 0.606 133653.assembled.gff
Ga0194083_1002 Ga0194083_10021 0.558 133653.assembled.gff
Ga0194083_1002 Ga0194083_10022 0.535 133653.assembled.gff
Ga0194083_1002 Ga0194083_10023 0.542 133653.assembled.gff
Ga0194083_1002 Ga0194083_10024 0.565 133653.assembled.gff
Ga0194083_1002 Ga0194083_10025 0.617 133653.assembled.gff
Ga0194083_1003 Ga0194083_10031 0.604 133653.assembled.gff
Ga0194083_1003 Ga0194083_10032 0.583 133653.assembled.gff
Ga0194083_1003 Ga0194083_10033 0.584 133653.assembled.gff
Ga0194083_1003 Ga0194083_10034 0.587 133653.assembled.gff
Ga0194083_1003 Ga0194083_10035 0.578 133653.assembled.gff
Ga0194083_1004 Ga0194083_10041 0.59 133653.assembled.gff
Ga0194083_1004 Ga0194083_10042 0.6 133653.assembled.gff
Ga0194083_1004 Ga0194083_10043 0.64 133653.assembled.gff
Ga0194083_1004 Ga0194083_10044 0.652 133653.assembled.gff
Ga0194083_1004 Ga0194083_10045 0.622 133653.assembled.gff
Ga0194083_1004 Ga0194083_10046 0.59 133653.assembled.gff
Ga0194083_1005 Ga0194083_10051 0.667 133653.assembled.gff
Ga0194083_1005 Ga0194083_10052 0.604 133653.assembled.gff
Ga0194083_1005 Ga0194083_10053 0.625 133653.assembled.gff
Ga0194083_1005 Ga0194083_10054 0.597 133653.assembled.gff
Ga0194083_1005 Ga0194083_10055 0.589 133653.assembled.gff
Ga0194083_1005 Ga0194083_10056 0.534 133653.assembled.gff
Ga0194083_1005 Ga0194083_10057 0.541 133653.assembled.gff
Ga0194083_1005 Ga0194083_10058 0.575 133653.assembled.gff
Ga0194083_1005 Ga0194083_10059 0.571 133653.assembled.gff
Ga0194083_1005 Ga0194083_100510 0.593 133653.assembled.gff
Ga0194083_1005 Ga0194083_100511 0.579 133653.assembled.gff
Ga0194083_1006 Ga0194083_10061 0.631 133653.assembled.gff
Ga0194083_1006 Ga0194083_10062 0.586 133653.assembled.gff
Ga0194083_1006 Ga0194083_10063 0.528 133653.assembled.gff
Ga0194083_1007 Ga0194083_10071 0.63 133653.assembled.gff
Ga0194083_1007 Ga0194083_10072 0.654 133653.assembled.gff
Ga0194083_1008 Ga0194083_10081 0.644 133653.assembled.gff
Ga0194083_1008 Ga0194083_10082 0.571 133653.assembled.gff
Ga0194083_1008 Ga0194083_10083 0.629 133653.assembled.gff
Ga0194083_1008 Ga0194083_10084 0.628 133653.assembled.gff
Ga0194083_1008 Ga0194083_10085 0.625 133653.assembled.gff
Ga0194083_1008 Ga0194083_10086 0.605 133653.assembled.gff
Ga0194083_1009 Ga0194083_10091 0.671 133653.assembled.gff
Ga0194083_1009 Ga0194083_10092 0.588 133653.assembled.gff
Ga0194083_1009 Ga0194083_10094 0.594 133653.assembled.gff
Ga0194083_1009 Ga0194083_10095 0.631 133653.assembled.gff
Ga0194083_1010 Ga0194083_10101 0.617 133653.assembled.gff
Ga0194083_1010 Ga0194083_10102 0.59 133653.assembled.gff
Ga0194083_1010 Ga0194083_10103 0.569 133653.assembled.gff
Ga0194083_1010 Ga0194083_10104 0.63 133653.assembled.gff
Ga0194083_1010 Ga0194083_10105 0.568 133653.assembled.gff
Ga0194083_1011 Ga0194083_10111 0.625 133653.assembled.gff
Ga0194083_1011 Ga0194083_10112 0.592 133653.assembled.gff
Ga0194083_1011 Ga0194083_10113 0.608 133653.assembled.gff
Ga0194083_1011 Ga0194083_10114 0.574 133653.assembled.gff
Ga0194083_1011 Ga0194083_10115 0.631 133653.assembled.gff
Ga0194083_1012 Ga0194083_10121 0.615 133653.assembled.gff
Ga0194083_1012 Ga0194083_10122 0.64 133653.assembled.gff
Ga0194083_1012 Ga0194083_10123 0.575 133653.assembled.gff
Ga0194083_1012 Ga0194083_10124 0.609 133653.assembled.gff
Ga0194083_1012 Ga0194083_10125 0.608 133653.assembled.gff
Ga0194083_1012 Ga0194083_10126 0.616 133653.assembled.gff
Ga0194083_1013 Ga0194083_10131 0.678 133653.assembled.gff
Ga0194083_1013 Ga0194083_10132 0.61 133653.assembled.gff
