contig contig_geneID GC Genome
Ga0194089_1001 Ga0194089_10011 0.53 133659.assembled.gff
Ga0194089_1001 Ga0194089_10012 0.528 133659.assembled.gff
Ga0194089_1001 Ga0194089_10013 0.502 133659.assembled.gff
Ga0194089_1001 Ga0194089_10014 0.537 133659.assembled.gff
Ga0194089_1001 Ga0194089_10015 0.589 133659.assembled.gff
Ga0194089_1002 Ga0194089_10021 0.438 133659.assembled.gff
Ga0194089_1002 Ga0194089_10022 0.507 133659.assembled.gff
Ga0194089_1002 Ga0194089_10023 0.491 133659.assembled.gff
Ga0194089_1002 Ga0194089_10024 0.538 133659.assembled.gff
Ga0194089_1002 Ga0194089_10025 0.51 133659.assembled.gff
Ga0194089_1002 Ga0194089_10026 0.53 133659.assembled.gff
Ga0194089_1002 Ga0194089_10027 0.506 133659.assembled.gff
Ga0194089_1003 Ga0194089_10031 0.6 133659.assembled.gff
Ga0194089_1003 Ga0194089_10032 0.543 133659.assembled.gff
Ga0194089_1003 Ga0194089_10033 0.483 133659.assembled.gff
Ga0194089_1003 Ga0194089_10034 0.52 133659.assembled.gff
Ga0194089_1003 Ga0194089_10035 0.537 133659.assembled.gff
Ga0194089_1003 Ga0194089_10036 0.494 133659.assembled.gff
Ga0194089_1003 Ga0194089_10037 0.542 133659.assembled.gff
Ga0194089_1004 Ga0194089_10041 0.503 133659.assembled.gff
Ga0194089_1004 Ga0194089_10042 0.548 133659.assembled.gff
Ga0194089_1004 Ga0194089_10043 0.542 133659.assembled.gff
Ga0194089_1004 Ga0194089_10044 0.526 133659.assembled.gff
Ga0194089_1005 Ga0194089_10051 0.517 133659.assembled.gff
Ga0194089_1005 Ga0194089_10052 0.535 133659.assembled.gff
Ga0194089_1005 Ga0194089_10053 0.54 133659.assembled.gff
Ga0194089_1005 Ga0194089_10054 0.505 133659.assembled.gff
Ga0194089_1005 Ga0194089_10055 0.531 133659.assembled.gff
Ga0194089_1005 Ga0194089_10056 0.532 133659.assembled.gff
Ga0194089_1006 Ga0194089_10061 0.511 133659.assembled.gff
Ga0194089_1006 Ga0194089_10062 0.445 133659.assembled.gff
Ga0194089_1006 Ga0194089_10063 0.578 133659.assembled.gff
Ga0194089_1007 Ga0194089_10071 0.567 133659.assembled.gff
Ga0194089_1007 Ga0194089_10072 0.541 133659.assembled.gff
Ga0194089_1007 Ga0194089_10073 0.556 133659.assembled.gff
Ga0194089_1007 Ga0194089_10075 0.545 133659.assembled.gff
Ga0194089_1007 Ga0194089_10076 0.446 133659.assembled.gff
Ga0194089_1008 Ga0194089_10081 0.549 133659.assembled.gff
Ga0194089_1008 Ga0194089_10082 0.51 133659.assembled.gff
Ga0194089_1008 Ga0194089_10083 0.492 133659.assembled.gff
Ga0194089_1008 Ga0194089_10084 0.53 133659.assembled.gff
Ga0194089_1008 Ga0194089_10085 0.539 133659.assembled.gff
Ga0194089_1008 Ga0194089_10086 0.543 133659.assembled.gff
Ga0194089_1008 Ga0194089_10087 0.525 133659.assembled.gff
Ga0194089_1009 Ga0194089_10091 0.494 133659.assembled.gff
Ga0194089_1009 Ga0194089_10092 0.54 133659.assembled.gff
Ga0194089_1009 Ga0194089_10093 0.536 133659.assembled.gff
Ga0194089_1009 Ga0194089_10094 0.505 133659.assembled.gff
Ga0194089_1009 Ga0194089_10095 0.557 133659.assembled.gff
Ga0194089_1009 Ga0194089_10096 0.555 133659.assembled.gff
Ga0194089_1009 Ga0194089_10097 0.514 133659.assembled.gff
Ga0194089_1009 Ga0194089_10098 0.548 133659.assembled.gff
Ga0194089_1010 Ga0194089_10101 0.52 133659.assembled.gff
Ga0194089_1010 Ga0194089_10102 0.483 133659.assembled.gff
Ga0194089_1011 Ga0194089_10111 0.506 133659.assembled.gff
Ga0194089_1011 Ga0194089_10112 0.482 133659.assembled.gff
Ga0194089_1012 Ga0194089_10121 0.559 133659.assembled.gff
Ga0194089_1012 Ga0194089_10122 0.553 133659.assembled.gff
Ga0194089_1012 Ga0194089_10123 0.537 133659.assembled.gff
Ga0194089_1012 Ga0194089_10124 0.494 133659.assembled.gff
Ga0194089_1012 Ga0194089_10125 0.559 133659.assembled.gff
Ga0194089_1012 Ga0194089_10126 0.571 133659.assembled.gff
Ga0194089_1012 Ga0194089_10127 0.564 133659.assembled.gff
Ga0194089_1013 Ga0194089_10131 0.524 133659.assembled.gff
Ga0194089_1013 Ga0194089_10132 0.51 133659.assembled.gff
Ga0194089_1013 Ga0194089_10133 0.477 133659.assembled.gff
Ga0194089_1013 Ga0194089_10134 0.458 133659.assembled.gff
Ga0194089_1013 Ga0194089_10135 0.473 133659.assembled.gff
Ga0194089_1013 Ga0194089_10136 0.451 133659.assembled.gff
Ga0194089_1013 Ga0194089_10137 0.5 133659.assembled.gff
Ga0194089_1013 Ga0194089_10138 0.518 133659.assembled.gff
Ga0194089_1013 Ga0194089_10139 0.514 133659.assembled.gff
Ga0194089_1013 Ga0194089_101310 0.525 133659.assembled.gff
Ga0194089_1013 Ga0194089_101311 0.452 133659.assembled.gff
Ga0194089_1013 Ga0194089_101312 0.502 133659.assembled.gff
Ga0194089_1014 Ga0194089_10141 0.539 133659.assembled.gff
Ga0194089_1014 Ga0194089_10142 0.51 133659.assembled.gff
Ga0194089_1014 Ga0194089_10143 0.509 133659.assembled.gff
Ga0194089_1014 Ga0194089_10144 0.529 133659.assembled.gff
Ga0194089_1014 Ga0194089_10145 0.566 133659.assembled.gff
Ga0194089_1014 Ga0194089_10146 0.524 133659.assembled.gff
Ga0194089_1014 Ga0194089_10147 0.514 133659.assembled.gff
Ga0194089_1014 Ga0194089_10148 0.538 133659.assembled.gff
Ga0194089_1014 Ga0194089_10149 0.553 133659.assembled.gff
Ga0194089_1014 Ga0194089_101410 0.542 133659.assembled.gff
Ga0194089_1014 Ga0194089_101411 0.547 133659.assembled.gff
Ga0194089_1014 Ga0194089_101412 0.499 133659.assembled.gff
Ga0194089_1015 Ga0194089_10151 0.492 133659.assembled.gff
Ga0194089_1015 Ga0194089_10152 0.444 133659.assembled.gff
Ga0194089_1015 Ga0194089_10153 0.488 133659.assembled.gff
Ga0194089_1015 Ga0194089_10154 0.531 133659.assembled.gff
Ga0194089_1015 Ga0194089_10155 0.528 133659.assembled.gff
Ga0194089_1016 Ga0194089_10161 0.529 133659.assembled.gff
Ga0194089_1016 Ga0194089_10162 0.551 133659.assembled.gff
Ga0194089_1016 Ga0194089_10163 0.535 133659.assembled.gff
Ga0194089_1016 Ga0194089_10164 0.562 133659.assembled.gff
Ga0194089_1016 Ga0194089_10165 0.538 133659.assembled.gff
Ga0194089_1016 Ga0194089_10166 0.539 133659.assembled.gff
Ga0194089_1017 Ga0194089_10171 0.522 133659.assembled.gff
Ga0194089_1017 Ga0194089_10172 0.496 133659.assembled.gff
Ga0194089_1017 Ga0194089_10173 0.507 133659.assembled.gff
Ga0194089_1017 Ga0194089_10174 0.475 133659.assembled.gff
Ga0194089_1017 Ga0194089_10175 0.483 133659.assembled.gff
Ga0194089_1018 Ga0194089_10181 0.514 133659.assembled.gff
Ga0194089_1018 Ga0194089_10182 0.482 133659.assembled.gff
Ga0194089_1018 Ga0194089_10183 0.501 133659.assembled.gff
Ga0194089_1018 Ga0194089_10184 0.474 133659.assembled.gff
Ga0194089_1018 Ga0194089_10185 0.499 133659.assembled.gff
