,Position,value
contig_20045_1,0,1.0
contig_20045_1,1,1.0
contig_20045_1,2,1.0
contig_20045_1,3,1.0
contig_20045_1,4,1.0
contig_20045_1,5,1.0
contig_20045_1,6,1.0
contig_20045_1,7,0.0
contig_20045_1,8,1.0
contig_20045_1,9,0.480350976809
contig_20045_1,10,0.736128605951
contig_20045_1,11,1.0
contig_20045_1,12,1.0
contig_20045_1,13,1.92467074287e-11
contig_20045_1,14,1.0
contig_20045_1,15,1.0
contig_20045_1,16,0.0
contig_20045_1,17,1.0
contig_20045_1,18,0.000190017462682
contig_20045_1,19,1.0
contig_20045_1,20,1.0
contig_20045_1,21,1.0
contig_20045_1,22,0.332349902312
contig_20045_1,23,0.246348079281
contig_20045_1,24,1.0
contig_20045_1,25,8.87787812256e-06
contig_20045_1,26,1.0
contig_20045_1,27,1.0
contig_20045_1,28,1.0
contig_20045_1,29,1.0
contig_20045_1,30,1.0
contig_20045_1,31,1.0
contig_20045_1,32,1.0
contig_20045_1,33,1.0
contig_20045_1,34,0.0172347134117
contig_20045_1,35,1.0
contig_20045_1,36,0.76810998553
contig_20045_1,37,1.0749959428e-08
contig_20045_1,38,1.0
contig_20045_1,39,1.0
contig_20045_1,40,1.35660001578e-06
contig_20045_1,41,1.0
contig_20045_1,42,1.0
contig_20045_1,43,0.0
contig_20045_1,44,1.0
contig_20045_1,45,0.56838234287
contig_20045_1,46,1.2455843022e-09
contig_20045_1,47,1.0
contig_20045_1,48,0.000137832835654
contig_20045_1,49,1.89046014356e-14
contig_20045_1,50,1.0
contig_20045_1,51,1.0
contig_20045_1,52,0.0
contig_20045_1,53,0.0382944589981
contig_20045_1,54,1.0
contig_20045_1,55,3.82762827179e-06
contig_20045_1,56,1.0
contig_20045_1,57,1.0
contig_20045_1,58,0.0
contig_20045_1,59,1.0
contig_20045_1,60,1.0
contig_20045_1,61,0.042183426673
contig_20045_1,62,1.0
contig_20045_1,63,1.0
contig_20045_1,64,0.0
contig_20045_1,65,1.0
contig_20045_1,66,1.0
contig_20045_1,67,2.36419289704e-07
