,0,1,2,3
Fa13.BD.MM110.SN.MAG2,0.123512627858,0.139298472244,0.0595994942142,0.677589405684
Su13.BD.MM110.SN.C.MAG2,0.158653836446,0.159331835993,0.18230486287,0.499709464692
Su13.BD.MM15.DN.MAG2,0.0971377234309,0.13632629845,0.709703882878,0.0568320952413
Sp13.BD.MM15.DD.A.MAG2,0.148943075953,0.253264028904,0.529546499501,0.0682463956422
Sp13.BD.MM15.SD.MAG2,0.158234115916,0.266428674441,0.514180374589,0.0611568350544
Fa13.BD.MLB.SN.MAG2,0.0490760970607,0.856607799527,0.0735624586351,0.0207536447774
Sp13.BD.MM110.DD.MAG2,0.154928948428,0.0972171764267,0.728176911383,0.0196769637624
Fa13.BD.MM15.SN.MAG2,0.130626321876,0.158389188308,0.168882027512,0.542102462303
Fa13.BD.MM15.DN.MAG2,0.132713920018,0.156105114137,0.278360096174,0.432820869672
Su13.BD.MM15.SN.C.MAG2,0.140522430445,0.205044846948,0.290689054308,0.363743668299
Su13.BD.MM15.SD.MAG2,0.153875527397,0.278531377392,0.211513266507,0.356079828704
Su13.BD.MLB.SD.C.MAG2,0.130201317511,0.648402489488,0.151669616097,0.0697265769041
Fa13.BD.MM15.SD.MAG2,0.135855402424,0.127395676311,0.115272470333,0.621476450931
Su13.BD.MM110.SD.MAG2,0.130045035078,0.23178492078,0.16504958998,0.473120454163
Sp13.BD.MM110.SD.MAG2,0.160694232564,0.111305964566,0.708829456016,0.0191703468547
Su13.BD.MLB.DD.MAG2,0.0836798412172,0.785446071498,0.0861942282673,0.0446798590175
Sp13.BD.MM110.SN.MAG2,0.157135125174,0.106474002138,0.707151456829,0.0292394158586
Fa13.BD.MM110.DN.MAG2,0.194181171802,0.205435774697,0.527064826628,0.0733182268738
Fa13.BD.MM110.SD.MAG2,0.138027629868,0.161030699834,0.0822317803359,0.618709889962
Sp13.BD.MLB.SN.MAG2,0.181767566367,0.337766884045,0.358241174209,0.122224375379
Fa13.BD.MLB.DN.MAG2,0.051435520053,0.842043506831,0.0769378106669,0.0295831624492
Sp13.BD.MM15.SN.MAG2,0.16117475296,0.245676581003,0.513210965606,0.0799377004314
