,Position,value
contig_18674_1,0,0.0167408210233
contig_18674_1,1,1.0
contig_18674_1,2,1.0
contig_18674_1,3,4.99806529497e-10
contig_18674_1,4,1.0
contig_18674_1,5,1.0
contig_18674_1,6,1.0
contig_18674_1,7,1.0
contig_18674_1,8,0.0330038568764
contig_18674_1,9,1.0
contig_18674_1,10,1.0
contig_18674_1,11,1.0
contig_18674_1,12,1.0
contig_18674_1,13,1.0
contig_18674_1,14,1.0
contig_18674_1,15,1.0
contig_18674_1,16,1.0
contig_18674_1,17,1.0
contig_18674_1,18,1.0
contig_18674_1,19,1.0
contig_18674_1,20,1.0
contig_18674_1,21,1.0
contig_18674_1,22,1.0
contig_18674_1,23,1.0
contig_18674_1,24,1.0
contig_18674_1,25,1.0
contig_18674_1,26,1.0
contig_18674_1,27,1.0
contig_18674_1,28,1.0
contig_18674_1,29,1.0
contig_18674_1,30,1.0
contig_18674_1,31,1.0
contig_18674_1,32,1.0
contig_18674_1,33,1.0
contig_18674_1,34,1.0
contig_18674_1,35,1.0
contig_18674_1,36,1.0
contig_18674_1,37,1.0
contig_18674_1,38,1.0
contig_18674_1,39,1.0
contig_18674_1,40,1.0
contig_18674_1,41,1.0
contig_18674_1,42,0.134247075442
contig_18674_1,43,1.0
contig_18674_1,44,1.0
contig_18674_1,45,0.144339300108
contig_18674_1,46,0.0723564085411
contig_18674_1,47,1.0
contig_18674_1,48,1.0
contig_18674_1,49,1.0
contig_18674_1,50,1.0
contig_18674_1,51,1.0
contig_18674_1,52,1.0
contig_18674_1,53,1.0
contig_18674_1,54,0.200469566111
contig_18674_1,55,1.0
contig_18674_1,56,0.0906466189124
contig_18674_1,57,0.0999699448684
contig_18674_1,58,1.0
contig_18674_1,59,1.0
contig_18674_1,60,1.0
contig_18674_1,61,1.0
contig_18674_1,62,1.0
contig_18674_1,63,1.0
contig_18674_1,64,1.0
contig_18674_1,65,1.0
contig_18674_1,66,1.0
contig_18674_1,67,1.0
contig_18674_1,68,1.0
contig_18674_1,69,0.0791868128671
contig_18674_1,70,0.182490379196
contig_18674_1,71,1.0
contig_18674_1,72,1.0
contig_18674_1,73,0.223829023856
contig_18674_1,74,1.0
contig_18674_1,75,8.36073861382e-05
contig_18674_1,76,1.0
contig_18674_1,77,1.0
contig_18674_1,78,1.0
contig_18674_1,79,1.0
contig_18674_1,80,1.0
contig_18674_1,81,1.0
contig_18674_1,82,1.0
contig_18674_1,83,1.0
contig_18674_1,84,1.0
contig_18674_1,85,1.0
contig_18674_1,86,1.0
contig_18674_1,87,1.0
contig_18674_1,88,1.0
contig_18674_1,89,1.0
contig_18674_1,90,0.000157681771154
contig_18674_1,91,1.0
contig_18674_1,92,1.0
contig_18674_1,93,1.0
