,3,5,6
Fa13.BD.MM110.SD.MAG9,1.64372769919e-06,0.518844680918,0.00666364871293
Sp13.BD.MM110.SD.MAG9,0.596432405784,0.228192652316,0.0306590444941
Sp13.BD.MM15.SN.MAG9,0.251356048615,0.205934317948,0.32281407668
Su13.BD.MLB.DD.MAG9,0.0578032734283,0.433057061602,0.172715953674
Sp13.BD.MM15.DD.A.MAG9,0.246913165588,0.231294033833,0.310424621443
Sp13.BD.MM110.SN.MAG9,0.521182566925,0.240637073221,0.040091262537
Fa13.BD.MM15.DN.MAG9,0.281820820499,0.444083384975,0.00866273719403
Sp13.BD.MM110.DD.MAG9,0.558955965081,0.242375449219,0.0672051421052
Su13.BD.MM110.DCMD.MAG9,0.13972594652,0.67500744892,0.000433738420858
Su13.BD.MLB.SD.C.MAG9,0.0810983227373,0.30632079675,0.258204555819
Su13.BD.MM110.SD.MAG9,0.0250369676636,0.777387184546,0.0215430636209
Sp13.BD.MM15.SD.MAG9,0.272935913477,0.276176055246,0.259898315829
Sp13.BD.MLB.SN.MAG9,0.0862050574302,0.159487956318,0.48380095366
Fa13.BD.MM15.SN.MAG9,0.147974700488,0.499399260145,0.00932485476389
Fa13.BD.MLB.DN.MAG9,0.0698472775354,0.340147130301,0.217268213625
Su13.BD.MM15.SN.C.MAG9,0.0992318722297,0.692727088113,0.0647586030509
Fa13.BD.MM15.SD.MAG9,0.0669852346319,0.540299432718,0.00693580988211
Su13.BD.MM15.DN.MAG9,0.304525336663,0.5612392526,0.0077480841257
Fa13.BD.MLB.SN.MAG9,0.0780226283021,0.277888897371,0.254985350832
Su13.BD.MM110.SN.C.MAG9,0.0129112646573,0.756094263558,0.0262559072015
Fa13.BD.MM110.DN.MAG9,0.251576954088,0.293822821309,0.00716551225779
Fa13.BD.MM110.SN.MAG9,0.0204644829783,0.543980653927,0.00105264955386
Su13.BD.MM15.SD.MAG9,0.0417122542685,0.735345447235,0.0552313732854
