,0,1,2,3,4,5,6
Fa13.BD.MM110.SD.MAG9,0.399317209279,0.00328644348721,0.0605002456323,1.64372769919e-06,0.0113861282432,0.518844680918,0.00666364871293
Sp13.BD.MM110.SD.MAG9,0.0139653530321,0.0068550351208,0.120032393018,0.596432405784,0.00386311623486,0.228192652316,0.0306590444941
Sp13.BD.MM15.SN.MAG9,0.0579710209597,0.0947365291719,0.0497712016994,0.251356048615,0.0174168049264,0.205934317948,0.32281407668
Su13.BD.MLB.DD.MAG9,0.0690988588779,0.0410716588728,0.0544285373047,0.0578032734283,0.171824656241,0.433057061602,0.172715953674
Sp13.BD.MM15.DD.A.MAG9,0.0522283008494,0.0919746631924,0.0429609474302,0.246913165588,0.0242042676649,0.231294033833,0.310424621443
Sp13.BD.MM110.SN.MAG9,0.0236498557127,0.00863154938307,0.161038654437,0.521182566925,0.00476903778424,0.240637073221,0.040091262537
Fa13.BD.MM15.DN.MAG9,0.137806594546,0.0020021346507,0.114880336259,0.281820820499,0.0107439918766,0.444083384975,0.00866273719403
Sp13.BD.MM110.DD.MAG9,0.0177703050588,0.0137602217022,0.0959076628991,0.558955965081,0.00402525393439,0.242375449219,0.0672051421052
Su13.BD.MM110.DCMD.MAG9,0.044062824065,9.99999371359e-07,0.134458895421,0.13972594652,0.00631014665361,0.67500744892,0.000433738420858
Su13.BD.MLB.SD.C.MAG9,0.0876026370884,0.0495037524728,0.0245665937527,0.0810983227373,0.19270334138,0.30632079675,0.258204555819
Su13.BD.MM110.SD.MAG9,0.116336670875,0.0046062149086,0.0453185373374,0.0250369676636,0.00977136104782,0.777387184546,0.0215430636209
Sp13.BD.MM15.SD.MAG9,0.0469247698563,0.0758632815734,0.0483061111012,0.272935913477,0.0198955529176,0.276176055246,0.259898315829
Sp13.BD.MLB.SN.MAG9,0.0891571897448,0.126875354285,0.0284486581591,0.0862050574302,0.0260248304025,0.159487956318,0.48380095366
Fa13.BD.MM15.SN.MAG9,0.248733882757,0.00464782812793,0.0762062290316,0.147974700488,0.0137132446864,0.499399260145,0.00932485476389
Fa13.BD.MLB.DN.MAG9,0.0750460696294,0.0380073894139,0.0671627280585,0.0698472775354,0.192521191437,0.340147130301,0.217268213625
Su13.BD.MM15.SN.C.MAG9,0.0572098647123,0.0109363915872,0.0405303081867,0.0992318722297,0.0346058721202,0.692727088113,0.0647586030509
Fa13.BD.MM15.SD.MAG9,0.291737246069,0.00363582351776,0.0731088828519,0.0669852346319,0.0172975703301,0.540299432718,0.00693580988211
Su13.BD.MM15.DN.MAG9,0.0377795033528,0.00262188590957,0.0819918650389,0.304525336663,0.00409407231026,0.5612392526,0.0077480841257
Fa13.BD.MLB.SN.MAG9,0.0734244160578,0.0344168849122,0.0736563393691,0.0780226283021,0.207605483156,0.277888897371,0.254985350832
Su13.BD.MM110.SN.C.MAG9,0.124312272191,0.0048539674877,0.0545563126353,0.0129112646573,0.0210160122689,0.756094263558,0.0262559072015
Fa13.BD.MM110.DN.MAG9,0.0263334506162,0.00136238025326,0.398754113922,0.251576954088,0.0209847675534,0.293822821309,0.00716551225779
Fa13.BD.MM110.SN.MAG9,0.374154546012,0.00276306486352,0.0417368531858,0.0204644829783,0.0158477494788,0.543980653927,0.00105264955386
Su13.BD.MM15.SD.MAG9,0.0737697491455,0.0132817339895,0.0473873799939,0.0417122542685,0.0332720620824,0.735345447235,0.0552313732854
