,0,1,2,3,4,5,6
Fa13.BD.MM110.SD.MAG9,0.388980009876,0.00222186667968,0.0665406570255,0.000200758994207,0.0113912505235,0.520026645329,0.0106388115721
Sp13.BD.MM110.SD.MAG9,0.0149544370713,0.00628773396168,0.115964350799,0.597913397174,0.00458087929414,0.227676697206,0.032622504494
Sp13.BD.MM15.SN.MAG9,0.0631837550011,0.0933461178072,0.0471625639842,0.251687256416,0.0182664846013,0.203385235419,0.322968586771
Su13.BD.MLB.DD.MAG9,0.0663985656202,0.04064884971,0.0501271386107,0.0589236663317,0.174210235761,0.428748748584,0.180942795383
Sp13.BD.MM15.DD.A.MAG9,0.0544024314354,0.0891917911918,0.0412865470176,0.248736004499,0.0259208615064,0.229353299176,0.311109065174
Sp13.BD.MM110.SN.MAG9,0.0249460207986,0.00770831584836,0.161006870992,0.525831928516,0.00403546362109,0.233890726132,0.0425806740916
Fa13.BD.MM15.DN.MAG9,0.135595163808,0.00167895875251,0.119196350295,0.276211007501,0.0113668051655,0.443995052033,0.0119566624454
Sp13.BD.MM110.DD.MAG9,0.0192520706174,0.0134351649242,0.0934753709895,0.558738298122,0.00394055300628,0.242205992714,0.0689525496263
Su13.BD.MM110.DCMD.MAG9,0.0384882958175,0.000530047957338,0.143311812094,0.146867209826,0.00464387564832,0.663942975121,0.00221578353684
Su13.BD.MLB.SD.C.MAG9,0.0801289249743,0.0495294119118,0.0240808762251,0.0819276818303,0.205223872078,0.306794831353,0.252314401627
Su13.BD.MM110.SD.MAG9,0.116874394316,0.00340019877048,0.0474763112545,0.0192107514197,0.0116325456693,0.77659773645,0.0248080621197
Sp13.BD.MM15.SD.MAG9,0.0478313369111,0.0737125812264,0.0493276937419,0.276057881022,0.0205169801607,0.275076966032,0.257476560906
Sp13.BD.MLB.SN.MAG9,0.0967137001329,0.119498442663,0.0241267960264,0.0835250771932,0.0284674432212,0.154414789658,0.493253751105
Fa13.BD.MM15.SN.MAG9,0.24979910668,0.00363561509345,0.0700235707918,0.149164200521,0.014212714798,0.49695736681,0.0162074253062
Fa13.BD.MLB.DN.MAG9,0.0681321894424,0.0390776129201,0.0763106671306,0.0705663216726,0.1951098598,0.343362163184,0.207441185851
Su13.BD.MM15.SN.C.MAG9,0.0548163209686,0.0117747522595,0.0424551198967,0.0991012536108,0.0360045027445,0.69291294325,0.0629351072697
Fa13.BD.MM15.SD.MAG9,0.294921403254,0.0020761153549,0.0754391656127,0.0628587022927,0.0175832134088,0.536923325134,0.0101980749437
Su13.BD.MM15.DN.MAG9,0.0382201755157,0.0021752955028,0.0772027015146,0.308814045137,0.0051727191624,0.558539217711,0.00987584545681
Fa13.BD.MLB.SN.MAG9,0.0658685056393,0.0371559803084,0.0733884054865,0.0741244736514,0.213428383499,0.292908403563,0.243125847853
Su13.BD.MM110.SN.C.MAG9,0.126812517121,0.00534084043901,0.0628426609503,0.00772418994038,0.021779932869,0.750163621126,0.0253362375541
Fa13.BD.MM110.DN.MAG9,0.0253330806329,0.00331033229383,0.399039264958,0.261902431247,0.0183510127208,0.286572847077,0.0054910310704
Fa13.BD.MM110.SN.MAG9,0.365340130741,0.00297131821193,0.0427221097401,0.0226672973195,0.0159215939405,0.544520034601,0.00585751544675
Su13.BD.MM15.SD.MAG9,0.0738996088295,0.0116796542646,0.0438970311807,0.0506586939365,0.0329530513048,0.732033441383,0.0548785191007
