,0,2,4
Su13.BD.MM15.DN.MAG10,0.110530616585,0.455918432939,0.369960649152
Su13.BD.MLB.DD.MAG10,0.224660566719,0.339140074881,0.0545173447218
Sp13.BD.MM110.DD.MAG10,0.333102018687,0.364879037867,0.190479460919
Fa13.BD.MM110.DN.MAG10,0.477869728795,0.310438667539,0.130155077934
Sp13.BD.MLB.SN.MAG10,0.147183849001,0.380021291229,0.060406660641
Fa13.BD.MLB.DN.MAG10,0.263987773356,0.314534489345,0.0523121024268
Fa13.BD.MM110.SN.MAG10,0.00490421027109,0.676042259689,0.288467920244
Sp13.BD.MM15.SN.MAG10,0.245982810018,0.379035677257,0.14995784748
Fa13.BD.MM15.SD.MAG10,0.0269935863026,0.55168290463,0.378827690354
Fa13.BD.MM15.DN.MAG10,0.139501391102,0.528641394372,0.266615940493
Su13.BD.MM110.DCMD.MAG10,0.100174905118,0.490677954279,0.375234199826
Sp13.BD.MM15.SD.MAG10,0.222507544466,0.430821649405,0.193184718291
Sp13.BD.MM15.DD.A.MAG10,0.238133079269,0.426759366093,0.143382435089
Sp13.BD.MM110.SN.MAG10,0.389387947655,0.387044229709,0.14666346882
Fa13.BD.MM15.SN.MAG10,0.0826485397438,0.48596147435,0.382458819509
Fa13.BD.MM110.SD.MAG10,0.0104013231053,0.506213825287,0.44167692787
Su13.BD.MM110.SN.C.MAG10,9.99999000101e-07,0.809689133793,0.165193854824
Su13.BD.MM15.SN.C.MAG10,0.0477150837919,0.726400949545,0.166126358654
Su13.BD.MLB.SD.C.MAG10,0.0967564585529,0.327395091445,0.0783811794942
Su13.BD.MM110.SD.MAG10,0.0006392697022,0.792320738049,0.188012084608
Fa13.BD.MLB.SN.MAG10,0.349756488056,0.262714023955,0.00684293830416
Su13.BD.MM15.SD.MAG10,0.0145705728238,0.70803938941,0.21569784969
Sp13.BD.MM110.SD.MAG10,0.358872039217,0.398969236535,0.154308002644
