gene_oid	gene_length	feature_type	start_coord	end_coord
2737821821	108	cleavage	25	26
2737821829	170	cleavage	42	43
2737821832	104	cleavage	31	32
2737821852	204	cleavage	27	28
2737821854	94	cleavage	22	23
2737821857	196	cleavage	22	23
2737821860	286	cleavage	26	27
2737821870	677	cleavage	22	23
2737821895	331	cleavage	33	34
2737821896	141	cleavage	26	27
2737821898	126	cleavage	23	24
2737821904	63	cleavage	48	49
2737821905	370	cleavage	21	22
2737821917	234	cleavage	20	21
2737821987	215	cleavage	19	20
2737822025	75	cleavage	22	23
2737822036	321	cleavage	22	23
2737822038	328	cleavage	29	30
2737822050	380	cleavage	26	27
2737822051	227	cleavage	20	21
2737822071	317	cleavage	22	23
2737822091	326	cleavage	25	26
2737822126	168	cleavage	23	24
2737822134	317	cleavage	19	20
2737822136	330	cleavage	29	30
2737822138	347	cleavage	21	22
2737822141	330	cleavage	32	33
2737822146	327	cleavage	28	29
2737822177	123	cleavage	18	19
2737822193	121	cleavage	67	68
2737822198	319	cleavage	19	20
2737822205	325	cleavage	25	26
2737822209	242	cleavage	29	30
2737822218	190	cleavage	15	16
2737822228	291	cleavage	19	20
2737822231	325	cleavage	25	26
2737822234	296	cleavage	21	22
2737822235	337	cleavage	24	25
2737822240	300	cleavage	23	24
2737822278	327	cleavage	24	25
2737822310	227	cleavage	15	16
2737822314	524	cleavage	37	38
2737822323	181	cleavage	22	23
2737822325	209	cleavage	25	26
2737822331	321	cleavage	22	23
2737822344	299	cleavage	29	30
2737822347	326	cleavage	26	27
2737822366	323	cleavage	24	25
2737822369	330	cleavage	30	31
2737822383	339	cleavage	24	25
2737822389	106	cleavage	23	24
2737822412	141	cleavage	19	20
2737822423	322	cleavage	23	24
2737822424	280	cleavage	29	30
2737822426	279	cleavage	24	25
2737822430	330	cleavage	27	28
2737822446	519	cleavage	21	22
2737822457	158	cleavage	23	24
2737822459	325	cleavage	26	27
2737822461	335	cleavage	35	36
2737822465	318	cleavage	19	20
2737822478	269	cleavage	24	25
2737822479	178	cleavage	23	24
2737822508	319	cleavage	23	24
2737822532	324	cleavage	23	24
2737822576	377	cleavage	20	21
2737822614	320	cleavage	35	36
2737822615	326	cleavage	26	27
2737822619	276	cleavage	28	29
2737822626	353	cleavage	22	23
2737822636	328	cleavage	21	22
2737822642	285	cleavage	32	33
2737822650	422	cleavage	26	27
2737822672	429	cleavage	19	20
2737822682	397	cleavage	24	25
2737822690	393	cleavage	29	30
2737822701	101	cleavage	25	26
2737822707	188	cleavage	21	22
2737822753	327	cleavage	23	24
2737822765	328	cleavage	29	30
2737822768	321	cleavage	22	23
2737822771	319	cleavage	18	19
2737822812	439	cleavage	30	31
2737822849	192	cleavage	23	24
2737822859	322	cleavage	21	22
2737822868	65	cleavage	22	23
2737822871	331	cleavage	22	23
2737822881	337	cleavage	38	39
2737822885	328	cleavage	29	30
2737822886	290	cleavage	21	22
2737822898	323	cleavage	24	25
2737822908	610	cleavage	23	24
2737822930	247	cleavage	22	23
2737822941	323	cleavage	22	23
2737822958	152	cleavage	30	31
2737822960	266	cleavage	21	22
2737822961	217	cleavage	27	28
2737822964	531	cleavage	25	26
2737822982	324	cleavage	27	28
2737822987	325	cleavage	27	28
2737822992	209	cleavage	37	38
2737822994	387	cleavage	29	30
2737822999	339	cleavage	33	34
2737823000	325	cleavage	25	26
2737823008	208	cleavage	22	23
2737823038	322	cleavage	22	23
2737823045	330	cleavage	31	32
2737823075	323	cleavage	23	24
2737823078	305	cleavage	32	33
2737823090	326	cleavage	21	22
2737823110	320	cleavage	21	22
2737823143	518	cleavage	24	25
2737823160	339	cleavage	38	39
2737823168	281	cleavage	24	25
2737823173	339	cleavage	25	26
2737823181	297	cleavage	21	22
2737823184	102	cleavage	18	19
2737823194	322	cleavage	26	27
2737823205	157	cleavage	39	40
2737823219	180	cleavage	35	36
2737823272	458	cleavage	24	25
2737823286	298	cleavage	22	23
2737823288	321	cleavage	22	23
2737823301	77	cleavage	52	53
2737823302	369	cleavage	22	23
2737823303	108	cleavage	19	20
2737823340	346	cleavage	21	22
2737823353	324	cleavage	23	24
2737823374	412	cleavage	30	31
2737823426	331	cleavage	29	30
2737823444	327	cleavage	24	25
2737823451	326	cleavage	25	26
2737823485	323	cleavage	22	23
2737823489	185	cleavage	20	21
2737823492	157	cleavage	20	21
2737823502	261	cleavage	24	25
2737823534	277	cleavage	22	23
2737823539	541	cleavage	26	27
2737823558	450	cleavage	20	21
2737823559	468	cleavage	22	23
2737823562	199	cleavage	26	27
2737823571	162	cleavage	25	26
2737823582	325	cleavage	29	30
2737823607	327	cleavage	27	28
2737823616	401	cleavage	28	29
2737823637	353	cleavage	19	20
2737823663	336	cleavage	34	35
2737823670	531	cleavage	29	30
2737823686	404	cleavage	29	30
2737823738	473	cleavage	25	26
2737823787	252	cleavage	20	21
2737823801	258	cleavage	25	26
2737823822	149	cleavage	21	22
2737823852	192	cleavage	26	27
2737823861	613	cleavage	26	27
2737823919	719	cleavage	26	27
2737823933	229	cleavage	21	22
2737823947	253	cleavage	27	28
2737823948	325	cleavage	22	23
2737823965	385	cleavage	24	25
