,0,1,2
Fa13.BD.MLB.SN.MAG4,0.315872896653,0.113277731665,0.570849371682
Su13.BD.MLB.DD.MAG4,0.257592608844,0.22930002526,0.513107365896
Su13.BD.MM15.SN.C.MAG4,0.127528303699,0.362475801549,0.509995894752
Sp13.BD.MM110.DD.MAG4,0.0395969350428,0.221588068733,0.738814996224
Fa13.BD.MM15.SD.MAG4,0.0909611532458,0.345298305487,0.563740541267
Su13.BD.MM110.DN.MAG4,0.00440777830108,0.0926738916905,0.902918330008
Fa13.BD.MM15.SN.MAG4,0.105720953702,0.297983672249,0.596295374049
Su13.BD.MLB.SD.C.MAG4,0.312086026878,0.21798668482,0.469927288302
Fa13.BD.MM110.SD.MAG4,0.0837970765872,0.374496079455,0.541706843958
Sp13.BD.MM110.SN.MAG4,0.0297261641132,0.190609057346,0.779664778541
Su13.BD.MM110.DCMD.MAG4,0.0662875631759,0.229515597909,0.704196838915
Su13.BD.MM15.DN.MAG4,0.0787192766126,0.315465898851,0.605814824536
Fa13.BD.MM110.SN.MAG4,0.0799413450227,0.369627034931,0.550431620046
Sp13.BD.MM15.SN.MAG4,0.0999897856358,0.227155589444,0.67285462492
Fa13.BD.MM15.DN.MAG4,0.0627660680493,0.265084159158,0.672149772793
Sp13.BD.MM15.DD.A.MAG4,0.0875773086635,0.239281798231,0.673140893106
Sp13.BD.MM15.SD.MAG4,0.0643551406852,0.254457882365,0.68118697695
Su13.BD.MM110.SD.MAG4,0.0818357674326,0.489432300642,0.428731931925
Fa13.BD.MM110.DN.MAG4,0.015368565251,0.087120749391,0.897510685358
Sp13.BD.MLB.SN.MAG4,0.223888509326,0.235907322368,0.540204168307
Su13.BD.MM15.SD.MAG4,0.125798533757,0.397130071394,0.477071394849
Su13.BD.MM110.SN.C.MAG4,0.0823725704111,0.503362293029,0.41426513656
Sp13.BD.MM110.SD.MAG4,0.035459946346,0.211397562216,0.753142491438
Fa13.BD.MLB.DN.MAG4,0.277929343307,0.119230320252,0.602840336441
