,Position,value
contig_18057_68,0,1.0
contig_18057_68,1,1.0
contig_18057_68,2,1.0
contig_18057_68,3,1.0
contig_18057_68,4,1.0
contig_18057_68,5,1.0
contig_18057_68,6,1.0
contig_18057_68,7,1.0
contig_18057_68,8,1.0
contig_18057_68,9,1.0
contig_18057_68,10,1.0
contig_18057_68,11,1.0
contig_18057_68,12,1.0
contig_18057_68,13,1.0
contig_18057_68,14,1.0
contig_18057_68,15,0.000145990723729
contig_18057_68,16,1.0
contig_18057_68,17,1.0
contig_18057_68,18,1.0
contig_18057_68,19,1.0
contig_18057_68,20,1.0
contig_18057_68,21,0.023949133972
contig_18057_68,22,1.0
contig_18057_68,23,1.0
contig_18057_68,24,1.0
contig_18057_68,25,1.0
contig_18057_68,26,1.0
contig_18057_68,27,0.0249491730781
contig_18057_68,28,1.0
contig_18057_68,29,1.0
contig_18057_68,30,1.0
contig_18057_68,31,1.0
contig_18057_68,32,1.0
contig_18057_68,33,0.0234834966721
contig_18057_68,34,1.0
contig_18057_68,35,1.0
contig_18057_68,36,1.0
contig_18057_68,37,1.0
contig_18057_68,38,1.0
contig_18057_68,39,0.0273493270606
contig_18057_68,40,1.0
contig_18057_68,41,1.0
contig_18057_68,42,1.77164526175e-06
contig_18057_68,43,1.0
contig_18057_68,44,1.0
contig_18057_68,45,0.0196069029509
contig_18057_68,46,1.0
contig_18057_68,47,1.0
contig_18057_68,48,1.52391105008e-09
contig_18057_68,49,1.0
contig_18057_68,50,1.0
contig_18057_68,51,1.52391105008e-09
contig_18057_68,52,1.0
contig_18057_68,53,1.0
contig_18057_68,54,9.02350642127e-08
contig_18057_68,55,1.0
contig_18057_68,56,1.0
contig_18057_68,57,1.0
contig_18057_68,58,1.0
contig_18057_68,59,1.0
contig_18057_68,60,1.0
contig_18057_68,61,1.0
contig_18057_68,62,1.0
contig_18057_68,63,4.08207432893e-06
contig_18057_68,64,1.0
contig_18057_68,65,1.0
contig_18057_68,66,1.0
contig_18057_68,67,1.0
contig_18057_68,68,1.0
contig_18057_68,69,8.49475409006e-08
contig_18057_68,70,1.0
contig_18057_68,71,1.0
contig_18057_68,72,4.04005004221e-09
contig_18057_68,73,1.0
contig_18057_68,74,1.0
contig_18057_68,75,1.0
contig_18057_68,76,1.0
contig_18057_68,77,1.0
contig_18057_68,78,1.0
contig_18057_68,79,1.0
contig_18057_68,80,1.0
contig_18057_68,81,1.0
contig_18057_68,82,1.0
contig_18057_68,83,1.14193849825e-06
contig_18057_68,84,1.0
contig_18057_68,85,1.0
contig_18057_68,86,1.0
contig_18057_68,87,0.0131504594424
contig_18057_68,88,1.0
contig_18057_68,89,1.0
contig_18057_68,90,1.0
contig_18057_68,91,1.0
contig_18057_68,92,1.0
contig_18057_68,93,1.0
contig_18057_68,94,1.0
contig_18057_68,95,1.0
contig_18057_68,96,1.32120545777e-10
contig_18057_68,97,1.0
contig_18057_68,98,1.0
contig_18057_68,99,1.0
contig_18057_68,100,1.0
contig_18057_68,101,1.0
contig_18057_68,102,1.0
contig_18057_68,103,1.0
contig_18057_68,104,1.0
contig_18057_68,105,1.0
contig_18057_68,106,1.0
