gene_oid	gene_length	feature_type	start_coord	end_coord
2757598645	315	cleavage	25	26
2757598649	91	cleavage	21	22
2757598724	334	cleavage	27	28
2757598734	272	cleavage	20	21
2757598739	596	cleavage	27	28
2757598759	341	cleavage	22	23
2757598766	355	cleavage	21	22
2757598768	67	cleavage	22	23
2757598804	322	cleavage	23	24
2757598807	225	cleavage	29	30
2757598824	274	cleavage	25	26
2757598845	288	cleavage	26	27
2757598894	116	cleavage	20	21
2757598926	343	cleavage	29	30
2757598934	395	cleavage	36	37
2757598938	282	cleavage	23	24
2757598947	588	cleavage	21	22
2757598948	170	cleavage	32	33
2757598968	155	cleavage	19	20
2757598974	732	cleavage	28	29
2757598984	210	cleavage	22	23
2757599034	181	cleavage	23	24
2757599049	330	cleavage	24	25
2757599081	147	cleavage	19	20
2757599087	323	cleavage	18	19
2757599090	439	cleavage	29	30
2757599097	99	cleavage	26	27
2757599109	347	cleavage	23	24
2757599113	333	cleavage	25	26
2757599118	133	cleavage	17	18
2757599125	184	cleavage	24	25
2757599131	334	cleavage	25	26
2757599142	399	cleavage	29	30
2757599150	326	cleavage	28	29
2757599156	368	cleavage	23	24
2757599179	374	cleavage	28	29
2757599203	423	cleavage	24	25
2757599205	220	cleavage	19	20
2757599223	234	cleavage	25	26
2757599253	391	cleavage	26	27
2757599254	394	cleavage	24	25
2757599258	420	cleavage	37	38
2757599263	376	cleavage	23	24
2757599302	332	cleavage	24	25
2757599310	79	cleavage	20	21
2757599311	139	cleavage	22	23
2757599323	331	cleavage	31	32
2757599329	325	cleavage	24	25
2757599331	271	cleavage	24	25
2757599336	440	cleavage	21	22
2757599339	599	cleavage	22	23
2757599346	262	cleavage	23	24
2757599348	411	cleavage	24	25
2757599371	411	cleavage	20	21
2757599441	417	cleavage	21	22
2757599442	508	cleavage	22	23
2757599443	306	cleavage	19	20
2757599459	695	cleavage	24	25
2757599495	260	cleavage	23	24
2757599498	288	cleavage	27	28
2757599524	209	cleavage	29	30
2757599537	484	cleavage	26	27
2757599538	139	cleavage	29	30
2757599557	300	cleavage	22	23
2757599629	358	cleavage	36	37
2757599656	364	cleavage	18	19
2757599666	300	cleavage	47	48
2757599667	437	cleavage	23	24
2757599698	170	cleavage	23	24
2757599699	765	cleavage	26	27
2757599709	152	cleavage	22	23
2757599720	77	cleavage	18	19
2757599730	233	cleavage	19	20
2757599739	384	cleavage	24	25
2757599748	290	cleavage	19	20
2757599750	637	cleavage	35	36
2757599790	187	cleavage	22	23
2757599798	221	cleavage	23	24
2757599803	226	cleavage	22	23
2757599805	618	cleavage	24	25
2757599806	111	cleavage	25	26
2757599816	316	cleavage	21	22
2757599819	333	cleavage	27	28
2757599826	332	cleavage	32	33
2757599844	405	cleavage	26	27
2757599864	326	cleavage	24	25
2757599872	144	cleavage	25	26
2757599873	243	cleavage	21	22
2757599891	364	cleavage	25	26
2757599954	179	cleavage	32	33
2757599957	153	cleavage	34	35
2757599958	372	cleavage	40	41
2757599967	273	cleavage	27	28
2757599969	309	cleavage	25	26
2757599978	196	cleavage	32	33
2757599980	348	cleavage	27	28
2757600000	316	cleavage	26	27
2757600025	181	cleavage	20	21
2757600034	210	cleavage	25	26
2757600037	120	cleavage	25	26
2757600058	248	cleavage	20	21
2757600066	402	cleavage	24	25
2757600089	344	cleavage	26	27
2757600112	102	cleavage	21	22
2757600115	218	cleavage	27	28
2757600141	595	cleavage	28	29
2757600182	203	cleavage	21	22
2757600204	378	cleavage	34	35
2757600216	251	cleavage	20	21
2757600221	53	cleavage	21	22
2757600232	153	cleavage	23	24
2757600272	327	cleavage	28	29
2757600285	311	cleavage	21	22
2757600308	1404	cleavage	23	24
2757600314	333	cleavage	35	36
2757600332	339	cleavage	25	26
2757600347	460	cleavage	25	26
2757600371	479	cleavage	37	38
2757600434	395	cleavage	28	29
2757600445	395	cleavage	26	27
2757600448	338	cleavage	21	22
2757600465	150	cleavage	33	34
2757600466	400	cleavage	22	23
2757600493	163	cleavage	23	24
2757600506	83	cleavage	21	22
2757600507	234	cleavage	32	33
2757600514	318	cleavage	30	31
2757600525	111	cleavage	23	24
2757600527	138	cleavage	25	26
2757600534	303	cleavage	22	23
2757600558	213	cleavage	38	39
2757600636	369	cleavage	27	28
2757600660	198	cleavage	31	32
2757600662	372	cleavage	31	32
2757600666	339	cleavage	27	28
2757600698	80	cleavage	18	19
2757600699	187	cleavage	28	29
2757600726	423	cleavage	19	20
2757600729	281	cleavage	28	29
2757600750	262	cleavage	24	25
2757600778	378	cleavage	16	17
2757600781	376	cleavage	32	33
2757600785	453	cleavage	23	24
2757600824	130	cleavage	20	21
2757600830	419	cleavage	35	36
2757600845	483	cleavage	29	30
2757600860	264	cleavage	29	30
2757600917	464	cleavage	14	15
2757600947	244	cleavage	30	31
2757601012	342	cleavage	18	19
2757601055	730	cleavage	20	21
2757601056	123	cleavage	22	23
2757601081	729	cleavage	29	30
2757601099	160	cleavage	28	29
2757601100	132	cleavage	20	21
2757601105	624	cleavage	40	41
2757601120	608	cleavage	28	29
2757601122	342	cleavage	25	26
2757601128	394	cleavage	19	20
2757601149	346	cleavage	25	26
2757601162	918	cleavage	20	21
2757601169	146	cleavage	25	26
2757601186	267	cleavage	19	20
2757601211	342	cleavage	22	23
2757601239	101	cleavage	29	30
2757601262	760	cleavage	19	20
2757601278	199	cleavage	40	41
2757601279	117	cleavage	29	30
