----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                                                 Marker lineage          # genomes   # markers   # marker sets    0     1    2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Chitinophaga_niabensis_2636416022                                p__Bacteroidetes (UID2591)       364         303           203         0    302   1    0   0   0       100.00           0.49               0.00          
  Limnohabitans_sp_Rim47_2684622883                               o__Burkholderiales (UID4000)      193         427           214         1    422   4    0   0   0       99.97            0.73              25.00          
  Limnohabitans_sp_63ED37-2_NZ_CP011774_1                         o__Burkholderiales (UID4000)      193         427           214         1    424   1    1   0   0       99.97            0.53              25.00          
  Limnohabitans_sp_2KL-3_NZ_CXON00000000_1                        o__Burkholderiales (UID4000)      193         427           214         2    423   2    0   0   0       99.94            0.50              50.00          
  Limnohabitans_sp_Rim28_NZ_ALKN00000000_1                        o__Burkholderiales (UID4000)      193         427           214         2    423   2    0   0   0       99.94            0.93              50.00          
  Limnohabitans_sp_DM1_NZ_CXOO00000000_1                          o__Burkholderiales (UID4000)      193         427           214         2    420   5    0   0   0       99.81            1.10              20.00          
  Limnohabitans_sp_2KL-27_NZ_CXOP00000000_1                       o__Burkholderiales (UID4000)      193         427           214         2    423   2    0   0   0       99.81            0.50              50.00          
  Limnohabitans_sp_Rim11_NZ_CXOP00000000_1                        o__Burkholderiales (UID4000)      193         427           214         2    421   4    0   0   0       99.38            1.17               0.00          
  Limnohabitans_planktonicus_II-D5_NZ_LFYT00000000_1              o__Burkholderiales (UID4000)      193         427           214         3    423   1    0   0   0       99.35            0.03               0.00          
  Limnohabitans_sp_103DPR2_NZ_CP011834_1                          o__Burkholderiales (UID4000)      193         427           214         3    417   7    0   0   0       99.22            1.95               0.00          
  Polynucleobacter_sp_AP-Melu-1000-B4_2710724120                  o__Burkholderiales (UID4001)      108         549           242         3    546   0    0   0   0       99.12            0.00               0.00          
  Limnohabitans_Bin_CoolingWater_2724679690                       o__Burkholderiales (UID4000)      193         427           214         2    425   0    0   0   0       99.07            0.00               0.00          
  Polynucleobacter_sp_UB-Domo-W1_2710724123                       o__Burkholderiales (UID4001)      108         549           242         6    541   2    0   0   0       98.96            0.52               0.00          
  Polynucleobacter_sp_QWL-P1DMWA-1_640427129                      o__Burkholderiales (UID4001)      108         549           242         6    543   0    0   0   0       98.63            0.00               0.00          
  Polynucleobacter_sp_VK13_2708742530                             o__Burkholderiales (UID4001)      108         570           250         14   553   3    0   0   0       97.07            0.60               0.00          
  bin15_Fa13.BD.MLB.SN.fa-contigs_2737471681                      o__Burkholderiales (UID4000)      193         427           214         16   403   7    0   1   0       97.04            2.99              15.38          
  Polynucleobacter_necessarius_STIR1_2503982034                   o__Burkholderiales (UID4001)      108         552           243         29   522   1    0   0   0       92.78            0.21               0.00          
  bin31_Fa13.BD.MM110.DN.fa-contigs_2737471683                    o__Burkholderiales (UID4000)      193         427           214         26   396   5    0   0   0       89.81            0.59              40.00          
  bin13_Fa13.BD.MLB.SN.fa-contigs_2737471682                      o__Burkholderiales (UID4000)      193         427           214         65   355   7    0   0   0       82.03            1.29              28.57          
  Fa13.BD.MLB.DN.fa_MC-contigs_2737471806                         o__Burkholderiales (UID4000)      193         427           214        140   258   28   1   0   0       66.22            7.69              19.35          
  Su13.BD.MM110.DCMD_bin2.fa-contigs_2737471805                   o__Burkholderiales (UID4000)      193         427           214        141   282   4    0   0   0       66.14            0.31              25.00          
  Sp13.BD.MM110.DD.fa_MC-contigs_2737471802                       o__Burkholderiales (UID4000)      193         427           214        117   257   48   5   0   0       65.59           13.20              15.87          
  Su13.BD.MM15.SN.C_bin1_bin2_bin6_bin10_MC2-contigs_2737471793   o__Burkholderiales (UID4000)      193         427           214        131   292   4    0   0   0       62.38            1.11              50.00          
  bin19_Fa13.BD.MLB.SN.fa-contigs_2737471797                      p__Proteobacteria (UID3887)       1487        259           162        103   151   5    0   0   0       61.38            1.85              20.00                   
  Su13.BD.MM15.SN.C_bin1_bin2_bin6_bin10_MC1-contigs_2737471795   o__Burkholderiales (UID4000)      193         427           214        153   272   2    0   0   0       60.30            0.53               0.00          
  bin37_Sp13.BD.MM15.SD.fa-contigs_2737471794                     o__Burkholderiales (UID4000)      193         427           214        194   232   1    0   0   0       45.68            0.03               0.00          
  Su13.BD.MLB.SD.C_bin2.fa-contigs_2737471804                     o__Burkholderiales (UID4000)      193         427           214        244   182   1    0   0   0       39.44            0.23              100.00         
  bin63_Sp13.BD.MM110.SD.fa-contigs_2737471799                    o__Burkholderiales (UID4000)      193         427           214        240   183   4    0   0   0       35.48            1.20               0.00          
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
