,0,1,2,3,4,5
Su13.BD.MM15.DN.MAG10,0.109874418048,0.0270153316033,0.460409624146,0.0115329689605,0.364998431554,0.0261692256879
Su13.BD.MLB.DD.MAG10,0.210985746839,0.0489488517242,0.349584482717,0.254958960789,0.0525536493996,0.082968308531
Sp13.BD.MM110.DD.MAG10,0.33454249631,0.0672819672743,0.369110248504,0.0207089879821,0.186530056063,0.0218262438666
Fa13.BD.MM110.DN.MAG10,0.467912262595,0.036399766682,0.327635123199,0.00697240685025,0.123806532959,0.0372739077148
Sp13.BD.MLB.SN.MAG10,0.152699344084,0.276626417121,0.369909022914,0.0871035725981,0.0721341836471,0.0415274596352
Fa13.BD.MLB.DN.MAG10,0.273706570929,0.055172905193,0.311119460826,0.282111083989,0.0467383375919,0.0311516414708
Fa13.BD.MM110.SN.MAG10,0.00402924405992,0.00588868557745,0.659404160543,2.06833048682e-05,0.306617314551,0.0240399119637
Sp13.BD.MM15.SN.MAG10,0.249501793795,0.163193916718,0.361322509606,0.0297074599841,0.164508225434,0.0317660944636
Fa13.BD.MM15.SD.MAG10,0.0323715224532,0.00670823893416,0.551342899367,0.0137111546167,0.37136038807,0.024505796559
Fa13.BD.MM15.DN.MAG10,0.142256744489,0.0113106112203,0.517049747391,0.00438626076014,0.276187340994,0.0488092951455
Su13.BD.MM110.DCMD.MAG10,0.102722944168,0.0150352011781,0.527302076784,0.00225931866816,0.335771472747,0.0169089864544
Sp13.BD.MM15.SD.MAG10,0.226764033149,0.0929638542102,0.42464743382,0.0370670204803,0.191493985889,0.0270636724522
Sp13.BD.MM15.DD.A.MAG10,0.25216377986,0.131779374055,0.426058340672,0.0203078279725,0.133534075236,0.0361566022033
Sp13.BD.MM110.SN.MAG10,0.398542659356,0.0496055980652,0.387924768879,0.0174590362794,0.135938191704,0.0105297457169
Fa13.BD.MM15.SN.MAG10,0.0823153957852,0.00823893556597,0.489242681157,0.00727319389815,0.374367003876,0.0385627897171
Fa13.BD.MM110.SD.MAG10,0.00565827941649,0.00148501450976,0.507305037837,2.75299843296e-05,0.44624477705,0.0392793612017
Su13.BD.MM110.SN.C.MAG10,0.00050892623878,0.00401709029611,0.81662461558,0.00364528133704,0.15757268358,0.0176314029679
Su13.BD.MM15.SN.C.MAG10,0.0408484206347,0.00812916705103,0.713688511043,0.0252988785501,0.185191390281,0.0268436324396
Su13.BD.MLB.SD.C.MAG10,0.118862724807,0.0170499801763,0.324595630632,0.329632472067,0.0696444178098,0.140214774508
Su13.BD.MM110.SD.MAG10,0.000104495287094,0.000125854782158,0.788275889607,0.000262713992331,0.192134366683,0.0190966796488
Fa13.BD.MLB.SN.MAG10,0.348294448084,0.0328119217826,0.251173717231,0.332454972705,0.0108665942239,0.0243983459729
Su13.BD.MM15.SD.MAG10,0.0198801725729,0.0114606275312,0.716062115057,0.0164704894795,0.206190531759,0.0299360635994
Sp13.BD.MM110.SD.MAG10,0.359614805271,0.0519257418633,0.407774687464,0.0120385670673,0.147934271763,0.0207119265706
