,Position,value
contig_20765_2,0,1.0
contig_20765_2,1,1.0
contig_20765_2,2,1.0
contig_20765_2,3,1.0
contig_20765_2,4,1.0
contig_20765_2,5,1.0
contig_20765_2,6,1.0
contig_20765_2,7,1.0
contig_20765_2,8,1.0
contig_20765_2,9,1.0
contig_20765_2,10,1.0
contig_20765_2,11,1.0
contig_20765_2,12,1.0
contig_20765_2,13,1.0
contig_20765_2,14,1.0
contig_20765_2,15,1.0
contig_20765_2,16,1.0
contig_20765_2,17,1.0
contig_20765_2,18,1.0
contig_20765_2,19,1.0
contig_20765_2,20,1.0
contig_20765_2,21,1.0
contig_20765_2,22,1.0
contig_20765_2,23,1.0
contig_20765_2,24,1.0
contig_20765_2,25,1.0
contig_20765_2,26,1.0
contig_20765_2,27,1.0
contig_20765_2,28,1.0
contig_20765_2,29,1.0
contig_20765_2,30,1.0
contig_20765_2,31,1.0
contig_20765_2,32,1.0
contig_20765_2,33,1.0
contig_20765_2,34,1.0
contig_20765_2,35,1.0
contig_20765_2,36,1.0
contig_20765_2,37,1.0
contig_20765_2,38,1.0
contig_20765_2,39,1.0
contig_20765_2,40,1.0
contig_20765_2,41,1.0
contig_20765_2,42,1.0
contig_20765_2,43,1.0
contig_20765_2,44,1.0
contig_20765_2,45,1.0
contig_20765_2,46,1.0
contig_20765_2,47,1.0
contig_20765_2,48,1.0
contig_20765_2,49,1.0
contig_20765_2,50,1.0
contig_20765_2,51,1.0
contig_20765_2,52,1.0
contig_20765_2,53,1.0
contig_20765_2,54,1.0
contig_20765_2,55,1.0
contig_20765_2,56,1.0
contig_20765_2,57,1.0
contig_20765_2,58,1.0
contig_20765_2,59,1.0
contig_20765_2,60,1.0
contig_20765_2,61,1.0
contig_20765_2,62,1.0
contig_20765_2,63,1.0
contig_20765_2,64,1.0
contig_20765_2,65,1.0
contig_20765_2,66,1.0
contig_20765_2,67,1.0
contig_20765_2,68,1.0
contig_20765_2,69,1.0
contig_20765_2,70,1.0
contig_20765_2,71,1.0
contig_20765_2,72,1.0
contig_20765_2,73,1.0
contig_20765_2,74,1.0
contig_20765_2,75,1.0
contig_20765_2,76,1.0
contig_20765_2,77,1.0
contig_20765_2,78,1.0
contig_20765_2,79,1.0
contig_20765_2,80,1.0
contig_20765_2,81,1.0
contig_20765_2,82,1.0
contig_20765_2,83,1.0
contig_20765_2,84,1.0
contig_20765_2,85,1.0
contig_20765_2,86,1.0
contig_20765_2,87,1.0
contig_20765_2,88,1.0
contig_20765_2,89,1.0
contig_20765_2,90,1.0
contig_20765_2,91,1.0
contig_20765_2,92,1.0
contig_20765_2,93,1.0
contig_20765_2,94,1.0
contig_20765_2,95,1.0
contig_20765_2,96,1.0
contig_20765_2,97,1.0
contig_20765_2,98,1.0
contig_20765_2,99,1.0
contig_20765_2,100,1.0
contig_20765_2,101,1.0
contig_20765_2,102,1.0
contig_20765_2,103,1.0
contig_20765_2,104,1.0
contig_20765_2,105,1.0
contig_20765_2,106,1.0
contig_20765_2,107,1.0
contig_20765_2,108,1.0
contig_20765_2,109,1.0
contig_20765_2,110,1.0
contig_20765_2,111,1.0
contig_20765_2,112,1.0
contig_20765_2,113,1.0
contig_20765_2,114,1.0
contig_20765_2,115,1.0
contig_20765_2,116,1.0
contig_20765_2,117,1.0
contig_20765_2,118,1.0
contig_20765_2,119,1.0
contig_20765_2,120,1.0
contig_20765_2,121,1.0
contig_20765_2,122,1.0
contig_20765_2,123,1.0
contig_20765_2,124,1.0
contig_20765_2,125,1.0
contig_20765_2,126,1.0
contig_20765_2,127,1.0
contig_20765_2,128,1.0
contig_20765_2,129,1.0
contig_20765_2,130,1.0
contig_20765_2,131,1.0
contig_20765_2,132,1.0
contig_20765_2,133,1.0
contig_20765_2,134,1.0
contig_20765_2,135,1.0
contig_20765_2,136,1.0
contig_20765_2,137,1.0
contig_20765_2,138,1.0
contig_20765_2,139,1.0
contig_20765_2,140,1.0
contig_20765_2,141,1.0
contig_20765_2,142,1.0
contig_20765_2,143,1.0
contig_20765_2,144,1.0
contig_20765_2,145,1.0
contig_20765_2,146,1.0
contig_20765_2,147,1.0
contig_20765_2,148,1.0
contig_20765_2,149,1.0
contig_20765_2,150,1.0
contig_20765_2,151,1.0
contig_20765_2,152,1.0
contig_20765_2,153,1.0
contig_20765_2,154,1.0
contig_20765_2,155,1.0
contig_20765_2,156,1.0
contig_20765_2,157,1.0
contig_20765_2,158,1.0
contig_20765_2,159,1.0
contig_20765_2,160,1.0
contig_20765_2,161,1.0
contig_20765_2,162,1.0
contig_20765_2,163,1.0
contig_20765_2,164,1.0
contig_20765_2,165,1.0
contig_20765_2,166,1.0
contig_20765_2,167,1.0
contig_20765_2,168,1.0
contig_20765_2,169,1.0
contig_20765_2,170,1.0
contig_20765_2,171,1.0
contig_20765_2,172,1.0
contig_20765_2,173,1.0
contig_20765_2,174,1.0
contig_20765_2,175,1.0
contig_20765_2,176,1.0
contig_20765_2,177,1.0
contig_20765_2,178,1.0
contig_20765_2,179,1.0
contig_20765_2,180,1.0
contig_20765_2,181,1.0
contig_20765_2,182,1.0
contig_20765_2,183,1.0
contig_20765_2,184,1.0
contig_20765_2,185,1.0
contig_20765_2,186,1.0
contig_20765_2,187,1.0
contig_20765_2,188,1.0
contig_20765_2,189,1.0
contig_20765_2,190,1.0
contig_20765_2,191,1.0
contig_20765_2,192,1.0
contig_20765_2,193,1.0
contig_20765_2,194,1.0
contig_20765_2,195,1.0
contig_20765_2,196,1.0
contig_20765_2,197,1.0
contig_20765_2,198,1.0
contig_20765_2,199,1.0
contig_20765_2,200,1.0
contig_20765_2,201,1.0
contig_20765_2,202,1.0
contig_20765_2,203,1.0
contig_20765_2,204,1.0
contig_20765_2,205,1.0
contig_20765_2,206,1.0
contig_20765_2,207,1.0
contig_20765_2,208,1.0
contig_20765_2,209,1.0
contig_20765_2,210,1.0
contig_20765_2,211,1.0
contig_20765_2,212,1.0
contig_20765_2,213,1.0
contig_20765_2,214,1.0
contig_20765_2,215,1.0
contig_20765_2,216,1.0
contig_20765_2,217,1.0
contig_20765_2,218,1.0
contig_20765_2,219,1.0
contig_20765_2,220,1.0
contig_20765_2,221,1.0
contig_20765_2,222,1.0
contig_20765_2,223,1.0
contig_20765_2,224,1.0
contig_20765_2,225,1.0
contig_20765_2,226,1.0
contig_20765_2,227,1.0
contig_20765_2,228,1.0
contig_20765_2,229,1.0
contig_20765_2,230,1.0
contig_20765_2,231,1.0
contig_20765_2,232,1.0
contig_20765_2,233,1.0
contig_20765_2,234,1.0
contig_20765_2,235,1.0
contig_20765_2,236,1.0
contig_20765_2,237,1.0
contig_20765_2,238,1.0
contig_20765_2,239,1.0
contig_20765_2,240,1.0
contig_20765_2,241,1.0
contig_20765_2,242,1.0
contig_20765_2,243,1.0
contig_20765_2,244,1.0
contig_20765_2,245,1.0
contig_20765_2,246,1.0
contig_20765_2,247,1.0
contig_20765_2,248,1.0
contig_20765_2,249,1.0
contig_20765_2,250,1.0
contig_20765_2,251,1.0
contig_20765_2,252,1.0
contig_20765_2,253,1.0
contig_20765_2,254,1.0
contig_20765_2,255,1.0
contig_20765_2,256,1.0
contig_20765_2,257,1.0
contig_20765_2,258,1.0
contig_20765_2,259,1.0
contig_20765_2,260,1.0
contig_20765_2,261,1.0
contig_20765_2,262,1.0
contig_20765_2,263,1.0
contig_20765_2,264,1.0
contig_20765_2,265,1.0
contig_20765_2,266,1.0
contig_20765_2,267,1.0
contig_20765_2,268,1.0
contig_20765_2,269,1.0
contig_20765_2,270,1.0
contig_20765_2,271,1.0
contig_20765_2,272,1.0
contig_20765_2,273,1.0
contig_20765_2,274,1.0
contig_20765_2,275,1.0
contig_20765_2,276,1.0
contig_20765_2,277,1.0
contig_20765_2,278,1.0
contig_20765_2,279,1.0
contig_20765_3,0,1.0
contig_20765_3,1,1.0
contig_20765_3,2,1.0
contig_20765_3,3,1.0
contig_20765_3,4,1.0
contig_20765_3,5,1.0
contig_20765_3,6,1.0
contig_20765_3,7,1.0
contig_20765_3,8,1.0
contig_20765_3,9,1.0
contig_20765_3,10,1.0
contig_20765_3,11,1.0
contig_20765_3,12,1.0
contig_20765_3,13,1.0
contig_20765_3,14,1.0
contig_20765_3,15,1.0
contig_20765_3,16,1.0
contig_20765_3,17,1.0
contig_20765_3,18,1.0
contig_20765_3,19,1.0
contig_20765_3,20,1.0
contig_20765_3,21,1.0
contig_20765_3,22,1.0
contig_20765_3,23,1.0
contig_20765_3,24,1.0
