,0,1,2,3
Fa13.BD.MM110.SN.MAG2,0.124540034594,0.135224558786,0.061917090428,0.678318316192
Su13.BD.MM110.SN.C.MAG2,0.151085775555,0.165662255504,0.182903137933,0.500348831007
Su13.BD.MM15.DN.MAG2,0.0952514021376,0.130433187998,0.717503839961,0.0568115699034
Sp13.BD.MM15.DD.A.MAG2,0.15496700632,0.251741984805,0.517599429233,0.0756915796415
Sp13.BD.MM15.SD.MAG2,0.157198288559,0.263638965836,0.516048907807,0.0631138377985
Fa13.BD.MLB.SN.MAG2,0.0482102242463,0.857240702961,0.0734149265876,0.0211341462047
Sp13.BD.MM110.DD.MAG2,0.156137444011,0.0967388955084,0.730049367904,0.0170742925765
Fa13.BD.MM15.SN.MAG2,0.130812293543,0.155897841853,0.170500126612,0.542789737991
Fa13.BD.MM15.DN.MAG2,0.130495709812,0.16091198508,0.276175982617,0.432416322491
Su13.BD.MM15.SN.C.MAG2,0.137395049503,0.198770487948,0.296585893635,0.367248568914
Su13.BD.MM15.SD.MAG2,0.148313146837,0.257365789096,0.23304204708,0.361279016987
Su13.BD.MLB.SD.C.MAG2,0.12290039401,0.663361843002,0.145706391983,0.0680313710054
Fa13.BD.MM15.SD.MAG2,0.13526960215,0.128149905369,0.114815167087,0.621765325393
Su13.BD.MM110.SD.MAG2,0.132918826942,0.239795835996,0.159964848591,0.46732048847
Sp13.BD.MM110.SD.MAG2,0.163438623694,0.111849281085,0.705887303489,0.0188247917319
Su13.BD.MLB.DD.MAG2,0.0844090473729,0.779872190908,0.085634607787,0.0500841539322
Sp13.BD.MM110.SN.MAG2,0.159094269873,0.108032229679,0.709316244001,0.0235572564469
Fa13.BD.MM110.DN.MAG2,0.193845426868,0.194392274249,0.535552485765,0.0762098131173
Fa13.BD.MM110.SD.MAG2,0.13344783634,0.155399555037,0.0834325307894,0.627720077834
Sp13.BD.MLB.SN.MAG2,0.17625320583,0.330896910865,0.371478313041,0.121371570264
Fa13.BD.MLB.DN.MAG2,0.0527459212139,0.837864039125,0.0782818753557,0.0311081643054
Sp13.BD.MM15.SN.MAG2,0.163404069552,0.246895902235,0.512920249718,0.0767797784949
