,0,1,2,3,4,5,6
Fa13.BD.MM110.SD.MAG9,0.0328776881412,0.0135207513796,0.384064014507,0.022577421565,0.52629380723,0.00478804037253,0.0158782768049
Sp13.BD.MM110.SD.MAG9,0.00460515745297,0.606667392414,0.257599401806,0.0263877480856,0.0496263742508,0.00535331128145,0.0497606147097
Sp13.BD.MM15.SN.MAG9,0.0218561283774,0.248172438462,0.222900785754,0.301605516444,0.0473958084654,0.0680221596346,0.0900471628627
Su13.BD.MLB.DD.MAG9,0.0578291162929,0.0658927908554,0.413887238825,0.139022432707,0.100599500164,0.197302860868,0.0254660602875
Sp13.BD.MM15.DD.A.MAG9,0.0246511175192,0.251047408342,0.246492242933,0.285162152548,0.0372978839049,0.0783104839451,0.0770387108073
Sp13.BD.MM110.SN.MAG9,0.00541528364752,0.537713326264,0.242067154744,0.0392779735162,0.110591121533,0.0028903509909,0.0620447893043
Fa13.BD.MM15.DN.MAG9,0.0141167645609,0.277172601346,0.384004880741,0.0152572039243,0.267195518041,0.00965079391133,0.0326022374757
Sp13.BD.MM110.DD.MAG9,0.00443489811049,0.561793609309,0.270325386108,0.0609340183754,0.0454620708133,0.00967484287297,0.0473751744106
Su13.BD.MM110.DCMD.MAG9,0.00958961714853,0.159169952842,0.592133186591,0.0115841991683,0.202968010556,9.99999000209e-07,0.0245540336947
Su13.BD.MLB.SD.C.MAG9,0.0648913553525,0.0830831831508,0.283017568813,0.21661182928,0.071988598645,0.259874294928,0.0205331698311
Su13.BD.MM110.SD.MAG9,0.0220286018036,0.0455550005566,0.709346531324,0.0242668787324,0.178323973335,0.00515592615683,0.0153230880913
Sp13.BD.MM15.SD.MAG9,0.0206208654904,0.285733463344,0.28395279055,0.238459733503,0.042551719879,0.056320532475,0.0723608947584
Sp13.BD.MLB.SN.MAG9,0.0243130806821,0.0838662389384,0.160313758853,0.457196770031,0.061168438107,0.102210565509,0.11093114788
Fa13.BD.MM15.SN.MAG9,0.0232896998324,0.173232219007,0.386869106891,0.0242974016389,0.363449207728,0.0139735554257,0.0148888094771
Fa13.BD.MLB.DN.MAG9,0.0644495472714,0.0738774683835,0.314862006878,0.162802557141,0.116727077088,0.240580413222,0.0267009300165
Su13.BD.MM15.SN.C.MAG9,0.0201386395339,0.10942356482,0.656189800512,0.0621346597853,0.0948264310126,0.0413095719475,0.0159773323889
Fa13.BD.MM15.SD.MAG9,0.0260097232812,0.0870112610851,0.432777023467,0.0148227222298,0.416065265272,0.00800614292825,0.0153078617363
Su13.BD.MM15.DN.MAG9,0.00611405467035,0.320580608903,0.54812227478,0.0160331218599,0.0803118838717,0.00222576794705,0.0266122879683
Fa13.BD.MLB.SN.MAG9,0.0641850848392,0.0695268701432,0.27470726981,0.185344775938,0.115616788082,0.271406925333,0.0192122858542
Su13.BD.MM110.SN.C.MAG9,0.0237920159573,0.0461071210681,0.672360600214,0.0255147684666,0.202092712134,0.0118626879148,0.0182700942457
Fa13.BD.MM110.DN.MAG9,0.0107288510922,0.241051762856,0.202330096322,0.00500170472821,0.426061905181,9.99999000005e-07,0.114824679821
Fa13.BD.MM110.SN.MAG9,0.0314943133659,0.0505281044193,0.393570772297,0.0146297725237,0.496963247288,0.00621731788413,0.00659647222155
Su13.BD.MM15.SD.MAG9,0.0204697888778,0.0661240349206,0.692860357962,0.054062509268,0.109456148324,0.0409447654603,0.0160823951876
