gene_oid	gene_length	feature_type	start_coord	end_coord
2757589950	168	cleavage	22	23
2757589951	234	cleavage	27	28
2757589965	238	cleavage	24	25
2757590000	325	cleavage	25	26
2757590033	272	cleavage	28	29
2757590043	116	cleavage	21	22
2757590070	89	cleavage	27	28
2757590082	488	cleavage	33	34
2757590084	273	cleavage	22	23
2757590102	442	cleavage	28	29
2757590103	131	cleavage	25	26
2757590112	138	cleavage	23	24
2757590157	669	cleavage	25	26
2757590167	141	cleavage	29	30
2757590171	200	cleavage	22	23
2757590179	180	cleavage	31	32
2757590187	782	cleavage	34	35
2757590188	106	cleavage	27	28
2757590191	332	cleavage	26	27
2757590198	161	cleavage	23	24
2757590221	68	cleavage	24	25
2757590224	337	cleavage	40	41
2757590259	46	cleavage	26	27
2757590275	477	cleavage	44	45
2757590289	323	cleavage	29	30
2757590293	325	cleavage	21	22
2757590311	326	cleavage	24	25
2757590330	150	cleavage	22	23
2757590358	346	cleavage	30	31
2757590376	332	cleavage	31	32
2757590386	320	cleavage	23	24
2757590419	208	cleavage	24	25
2757590426	290	cleavage	28	29
2757590429	251	cleavage	25	26
2757590442	426	cleavage	30	31
2757590443	159	cleavage	21	22
2757590482	461	cleavage	39	40
2757590492	208	cleavage	28	29
2757590505	528	cleavage	25	26
2757590508	384	cleavage	23	24
2757590539	682	cleavage	37	38
2757590590	241	cleavage	25	26
2757590601	314	cleavage	24	25
2757590622	314	cleavage	20	21
2757590639	437	cleavage	22	23
2757590643	327	cleavage	23	24
2757590646	426	cleavage	28	29
2757590655	357	cleavage	32	33
2757590664	325	cleavage	23	24
2757590667	401	cleavage	26	27
2757590691	410	cleavage	22	23
2757590708	298	cleavage	22	23
2757590719	199	cleavage	26	27
2757590723	322	cleavage	24	25
2757590724	324	cleavage	24	25
2757590727	162	cleavage	19	20
2757590731	344	cleavage	26	27
2757590768	284	cleavage	25	26
2757590771	328	cleavage	19	20
2757590790	343	cleavage	42	43
2757590827	627	cleavage	19	20
2757590887	205	cleavage	25	26
2757590904	72	cleavage	21	22
2757590909	324	cleavage	23	24
2757590911	131	cleavage	27	28
2757590926	125	cleavage	22	23
2757590934	207	cleavage	23	24
2757590941	394	cleavage	25	26
2757590961	329	cleavage	29	30
2757590964	249	cleavage	26	27
2757590991	315	cleavage	22	23
2757590995	377	cleavage	22	23
2757591002	391	cleavage	24	25
2757591016	400	cleavage	26	27
2757591043	133	cleavage	23	24
2757591061	456	cleavage	29	30
2757591072	429	cleavage	27	28
2757591093	112	cleavage	26	27
2757591122	388	cleavage	24	25
2757591126	322	cleavage	24	25
2757591127	324	cleavage	24	25
2757591142	176	cleavage	24	25
2757591146	415	cleavage	30	31
2757591147	164	cleavage	18	19
2757591202	116	cleavage	21	22
2757591208	120	cleavage	32	33
