,0,1
Fa13.BD.MM110.SN.MAG7,0.400191027797,0.599808972203
Fa13.BD.MLB.SN.MAG7,0.153058497514,0.846941502486
Su13.BD.MM15.DN.MAG7,0.458653434053,0.541346565947
Fa13.BD.MM15.DN.MAG7,0.442770307098,0.557229692902
Fa13.BD.MM110.SD.MAG7,0.41382694174,0.58617305826
Fa13.BD.MM15.SD.MAG7,0.492323259962,0.507676740038
Fa13.BD.MM110.DN.MAG7,0.521371956417,0.478628043583
Sp13.BD.MM15.SD.MAG7,0.458704695068,0.541295304932
Su13.BD.MM15.SN.C.MAG7,0.274980239293,0.725019760707
Sp13.BD.MLB.SN.MAG7,0.402450867889,0.597549132111
Sp13.BD.MM110.DD.MAG7,0.59583914515,0.40416085485
Su13.BD.MLB.SD.C.MAG7,0.0709169380993,0.929083061901
Fa13.BD.MM15.SN.MAG7,0.445207829526,0.554792170474
Sp13.BD.MM110.SN.MAG7,0.656979037896,0.343020962104
Sp13.BD.MM15.SN.MAG7,0.404363033487,0.595636966513
Su13.BD.MLB.DD.MAG7,0.121911006556,0.878088993444
Sp13.BD.MM110.SD.MAG7,0.621554917468,0.378445082532
Sp13.BD.MM15.DD.A.MAG7,0.405484349627,0.594515650373
Su13.BD.MM110.SN.C.MAG7,0.555221745285,0.444778254715
Fa13.BD.MLB.DN.MAG7,0.153055698773,0.846944301227
Su13.BD.MM110.SD.MAG7,0.490441875708,0.509558124292
Su13.BD.MM15.SD.MAG7,0.283884448415,0.716115551585
