gene_oid	gene_length	feature_type	start_coord	end_coord
2737694511	155	cleavage	19	20
2737694517	732	cleavage	28	29
2737694527	210	cleavage	22	23
2737694577	181	cleavage	23	24
2737694592	330	cleavage	24	25
2737694624	147	cleavage	19	20
2737694630	323	cleavage	18	19
2737694633	439	cleavage	29	30
2737694639	144	cleavage	20	21
2737694659	405	cleavage	26	27
2737694679	326	cleavage	24	25
2737694687	144	cleavage	25	26
2737694688	243	cleavage	21	22
2737694695	316	cleavage	26	27
2737694720	181	cleavage	20	21
2737694729	210	cleavage	25	26
2737694732	120	cleavage	25	26
2737694835	417	cleavage	21	22
2737694836	508	cleavage	22	23
2737694837	306	cleavage	19	20
2737694853	695	cleavage	24	25
2737694888	760	cleavage	19	20
2737694892	651	cleavage	21	22
2737694920	460	cleavage	25	26
2737694947	311	cleavage	21	22
2737694963	376	cleavage	23	24
2737694978	360	cleavage	26	27
2737694988	175	cleavage	24	25
2737695002	344	cleavage	26	27
2737695008	368	cleavage	23	24
2737695038	251	cleavage	20	21
2737695043	53	cleavage	21	22
2737695054	153	cleavage	23	24
2737695086	378	cleavage	16	17
2737695089	376	cleavage	32	33
2737695093	453	cleavage	23	24
2737695124	80	cleavage	18	19
2737695125	187	cleavage	28	29
2737695152	423	cleavage	19	20
2737695155	281	cleavage	28	29
2737695172	364	cleavage	25	26
2737695208	315	cleavage	25	26
2737695212	91	cleavage	21	22
2737695277	102	cleavage	21	22
2737695280	218	cleavage	27	28
2737695289	150	cleavage	33	34
2737695290	400	cleavage	22	23
2737695317	163	cleavage	23	24
2737695386	170	cleavage	23	24
2737695387	765	cleavage	26	27
2737695397	152	cleavage	22	23
2737695420	300	cleavage	22	23
2737695439	213	cleavage	38	39
2737695521	102	cleavage	28	29
2737695522	155	cleavage	29	30
2737695523	173	cleavage	21	22
2737695524	477	cleavage	29	30
2737695525	472	cleavage	24	25
2737695526	135	cleavage	29	30
2737695527	152	cleavage	28	29
2737695532	101	cleavage	25	26
2737695539	308	cleavage	28	29
2737695599	395	cleavage	28	29
2737695609	79	cleavage	20	21
2737695610	139	cleavage	22	23
2737695622	331	cleavage	31	32
2737695628	325	cleavage	24	25
2737695630	271	cleavage	24	25
2737695635	440	cleavage	21	22
2737695643	322	cleavage	23	24
2737695646	225	cleavage	29	30
2737695668	364	cleavage	18	19
2737695678	300	cleavage	47	48
2737695679	437	cleavage	23	24
2737695699	262	cleavage	23	24
2737695701	411	cleavage	24	25
2737695704	599	cleavage	22	23
2737695711	272	cleavage	20	21
2737695716	596	cleavage	27	28
2737695736	341	cleavage	22	23
2737695743	355	cleavage	21	22
2737695745	67	cleavage	22	23
2737695782	288	cleavage	26	27
2737695861	343	cleavage	29	30
2737695869	395	cleavage	36	37
2737695875	99	cleavage	26	27
2737695895	374	cleavage	28	29
2737695919	423	cleavage	24	25
2737695921	220	cleavage	19	20
2737695931	101	cleavage	29	30
2737695955	254	cleavage	22	23
2737695966	262	cleavage	24	25
2737695975	419	cleavage	35	36
2737695980	346	cleavage	25	26
2737696008	1404	cleavage	23	24
2737696014	333	cleavage	35	36
2737696071	729	cleavage	29	30
2737696089	160	cleavage	28	29
2737696090	132	cleavage	20	21
2737696095	624	cleavage	40	41
2737696110	608	cleavage	28	29
2737696112	342	cleavage	25	26
2737696118	394	cleavage	19	20
2737696124	519	cleavage	36	37
2737696131	340	cleavage	34	35
2737696140	255	cleavage	24	25
2737696165	149	cleavage	22	23
2737696177	491	cleavage	19	20
2737696183	192	cleavage	31	32
2737696185	97	cleavage	18	19
2737696212	464	cleavage	14	15
2737696223	358	cleavage	36	37
2737696240	339	cleavage	25	26
2737696295	334	cleavage	21	22
2737696299	188	cleavage	21	22
2737696301	145	cleavage	20	21
2737696312	77	cleavage	18	19
2737696319	918	cleavage	20	21
2737696337	83	cleavage	21	22
2737696338	234	cleavage	32	33
2737696345	199	cleavage	40	41
2737696346	117	cleavage	29	30
2737696384	247	cleavage	19	20
2737696388	441	cleavage	33	34
2737696395	764	cleavage	30	31
2737696396	431	cleavage	21	22
2737696414	158	cleavage	23	24
2737696429	224	cleavage	30	31
2737696430	229	cleavage	32	33
2737696431	211	cleavage	28	29
2737696432	253	cleavage	31	32
2737696458	260	cleavage	23	24
2737696461	288	cleavage	27	28
2737696487	209	cleavage	29	30
2737696500	484	cleavage	26	27
2737696501	139	cleavage	29	30
2737696518	198	cleavage	31	32
2737696520	372	cleavage	31	32
2737696524	339	cleavage	27	28
2737696540	483	cleavage	29	30
2737696555	264	cleavage	29	30
2737696559	696	cleavage	24	25
2737696568	155	cleavage	28	29
2737696584	267	cleavage	19	20
2737696609	342	cleavage	22	23
2737696615	167	cleavage	21	22
2737696633	370	cleavage	43	44
2737696660	248	cleavage	20	21
2737696668	402	cleavage	24	25
2737696698	316	cleavage	21	22
2737696701	333	cleavage	27	28
2737696711	730	cleavage	20	21
2737696718	479	cleavage	37	38
2737696736	342	cleavage	18	19
2737696771	334	cleavage	25	26
2737696782	399	cleavage	29	30
2737696790	326	cleavage	28	29
2737696825	332	cleavage	24	25
2737696835	666	cleavage	23	24
2737696872	595	cleavage	28	29
2737696900	437	cleavage	28	29
2737696901	103	cleavage	20	21
2737696902	437	cleavage	31	32
2737696916	347	cleavage	23	24
2737696920	333	cleavage	25	26
2737696925	133	cleavage	17	18
2737696932	184	cleavage	24	25
2737696936	101	cleavage	20	21
2737696957	163	cleavage	24	25
2737696963	328	cleavage	24	25
2737696970	282	cleavage	23	24
2737696979	588	cleavage	21	22
2737696980	170	cleavage	32	33
2737696998	153	cleavage	34	35
2737696999	372	cleavage	40	41
2737697006	318	cleavage	30	31
2737697017	111	cleavage	23	24
2737697027	290	cleavage	19	20
2737697029	637	cleavage	35	36
2737697055	130	cleavage	20	21
2737697062	125	cleavage	19	20
2737697069	334	cleavage	29	30
2737697099	274	cleavage	25	26
2737697123	369	cleavage	27	28
2737697145	209	cleavage	20	21
2737697149	127	cleavage	26	27
2737697167	332	cleavage	32	33
2737697169	146	cleavage	25	26
2737697200	234	cleavage	25	26
2737697223	411	cleavage	20	21
2737697254	334	cleavage	27	28
2737697269	378	cleavage	34	35
2737697282	273	cleavage	27	28
2737697284	309	cleavage	25	26
2737697293	196	cleavage	32	33
2737697295	348	cleavage	27	28
2737697313	395	cleavage	26	27
2737697316	338	cleavage	21	22
2737697338	244	cleavage	30	31
2737697356	391	cleavage	26	27
2737697357	394	cleavage	24	25
2737697361	420	cleavage	37	38
2737697382	223	cleavage	21	22
2737697395	80	cleavage	30	31
2737697421	327	cleavage	28	29
2737697437	315	cleavage	22	23
2737697438	137	cleavage	21	22
2737697439	176	cleavage	31	32
2737697441	215	cleavage	29	30
2737697442	265	cleavage	19	20
2737697444	154	cleavage	32	33
2737697445	369	cleavage	29	30
2737697449	431	cleavage	32	33
2737697450	107	cleavage	24	25
2737697486	187	cleavage	22	23
2737697494	221	cleavage	23	24
2737697499	226	cleavage	22	23
2737697501	618	cleavage	24	25
2737697502	111	cleavage	25	26
2737697507	203	cleavage	21	22
2737697567	179	cleavage	32	33
2737697574	275	cleavage	24	25
2737697591	303	cleavage	22	23
2737697604	233	cleavage	19	20
2737697613	384	cleavage	24	25
