,Position,value
contig_20881_1,0,0.0
contig_20881_1,1,0.0
contig_20881_1,2,0.0
contig_20881_1,3,0.00108264164562
contig_20881_1,4,0.0
contig_20881_1,5,0.0
contig_20881_1,6,0.00646478394012
contig_20881_1,7,0.00134770889488
contig_20881_1,8,0.00100569896078
contig_20881_1,9,0.00195950359242
contig_20881_1,10,0.0110067983166
contig_20881_1,11,0.000319386777387
contig_20881_1,12,0.0153556878721
contig_20881_1,13,0.000309214594929
contig_20881_1,14,0.000308261405672
contig_20881_1,15,0.000917992656059
contig_20881_1,16,0.000603136308806
contig_20881_1,17,0.000297796307326
contig_20881_1,18,0.00441956393636
contig_20881_1,19,0.297455396315
contig_20881_1,20,0.00348533255881
contig_20881_1,21,0.0367499282228
contig_20881_1,22,0.000283687943262
contig_20881_1,23,0.000279955207167
contig_20881_1,24,0.413630041725
contig_20881_1,25,0.000829416643627
contig_20881_1,26,0.000548095368594
contig_20881_1,27,0.0169765561843
contig_20881_1,28,0.000533475593492
contig_20881_1,29,0.000265111346766
contig_20881_1,30,0.000261028452101
contig_20881_1,31,0.000519480519481
contig_20881_1,32,0.00466562986003
contig_20881_1,33,0.0524683380719
contig_20881_1,34,0.00846370864324
contig_20881_1,35,0.000753958280975
contig_20881_1,36,0.0223955712129
contig_20881_1,37,0.000500500500501
contig_20881_1,38,0.000249563264287
contig_20881_1,39,0.000492610837438
contig_20881_1,40,0.000491038546526
contig_20881_1,41,0.00466257668712
contig_20881_1,42,0.0824242424242
contig_20881_1,43,0.000482509047045
contig_20881_1,44,0.00192539109507
contig_20881_1,45,0.00847058823529
contig_20881_1,46,0.00046490004649
contig_20881_1,47,0.000231267345051
contig_20881_1,48,0.0144960883571
contig_20881_1,49,0.00296127562642
contig_20881_1,50,0.00226603217766
contig_20881_1,51,0.0110987791343
contig_20881_1,52,0.000860585197935
contig_20881_1,53,0.00192595762893
contig_20881_1,54,0.0215122470714
contig_20881_1,55,0.0012782275245
contig_20881_1,56,0.000423370025402
contig_20881_1,57,0.00188245137001
contig_20881_1,58,0.0002079002079
contig_20881_1,59,0.00206568890725
contig_20881_1,60,0.00267599835323
contig_20881_1,61,0.00536746490504
contig_20881_1,62,0.000399281293671
contig_20881_1,63,0.0158196559225
contig_20881_1,64,0.000391619345996
contig_20881_1,65,0.000388424936881
contig_20881_1,66,0.00716776443239
contig_20881_1,67,0.000193012931866
contig_20881_1,68,0.00019267822736
contig_20881_1,69,0.000191424196018
contig_20881_1,70,0.000190839694656
contig_20881_1,71,0.000380662352493
contig_20881_1,72,0.000379434642383
contig_20881_1,73,0.0130830489192
contig_20881_1,74,0.000945894816496
contig_20881_1,75,0.00264650283554
contig_20881_1,76,0.000375234521576
contig_20881_1,77,0.00113314447592
contig_20881_1,78,0.0194302961705
contig_20881_1,79,0.000188786105343
contig_20881_1,80,0.000377857547705
contig_20881_1,81,0.00453257790368
contig_20881_1,82,0.000376151965394
contig_20881_1,83,0.000753863550697
contig_20881_1,84,0.0215800337774
contig_20881_1,85,0.0215378802192
contig_20881_1,86,0.000942862530643
contig_20881_1,87,0.00507137490609
contig_20881_1,88,0.000751314800902
contig_20881_1,89,0.000187687687688
contig_20881_1,90,0.0712143928036
contig_20881_1,91,0.000377145012257
