,Position,value
contig_20881_1,0,1.0
contig_20881_1,1,1.0
contig_20881_1,2,1.0
contig_20881_1,3,1.0
contig_20881_1,4,1.0
contig_20881_1,5,1.0
contig_20881_1,6,2.10942374679e-15
contig_20881_1,7,1.0
contig_20881_1,8,1.0
contig_20881_1,9,1.0
contig_20881_1,10,0.0
contig_20881_1,11,1.0
contig_20881_1,12,0.0
contig_20881_1,13,1.0
contig_20881_1,14,1.0
contig_20881_1,15,1.0
contig_20881_1,16,1.0
contig_20881_1,17,1.0
contig_20881_1,18,2.22238766279e-08
contig_20881_1,19,0.0
contig_20881_1,20,8.73150230749e-05
contig_20881_1,21,0.0
contig_20881_1,22,1.0
contig_20881_1,23,1.0
contig_20881_1,24,0.0
contig_20881_1,25,1.0
contig_20881_1,26,1.0
contig_20881_1,27,0.0
contig_20881_1,28,1.0
contig_20881_1,29,1.0
contig_20881_1,30,1.0
contig_20881_1,31,1.0
contig_20881_1,32,7.90937870754e-10
contig_20881_1,33,0.0
contig_20881_1,34,0.0
contig_20881_1,35,1.0
contig_20881_1,36,0.0
contig_20881_1,37,1.0
contig_20881_1,38,1.0
contig_20881_1,39,1.0
contig_20881_1,40,1.0
contig_20881_1,41,1.77413639335e-13
contig_20881_1,42,0.0
contig_20881_1,43,1.0
contig_20881_1,44,1.0
contig_20881_1,45,0.0
contig_20881_1,46,1.0
contig_20881_1,47,1.0
contig_20881_1,48,0.0
contig_20881_1,49,1.0
contig_20881_1,50,1.0
contig_20881_1,51,0.0
contig_20881_1,52,1.0
contig_20881_1,53,1.0
contig_20881_1,54,0.0
contig_20881_1,55,1.0
contig_20881_1,56,1.0
contig_20881_1,57,1.0
contig_20881_1,58,1.0
contig_20881_1,59,1.0
contig_20881_1,60,1.0
contig_20881_1,61,0.0
contig_20881_1,62,1.0
contig_20881_1,63,0.0
contig_20881_1,64,1.0
contig_20881_1,65,1.0
contig_20881_1,66,0.0
contig_20881_1,67,1.0
contig_20881_1,68,1.0
contig_20881_1,69,1.0
contig_20881_1,70,1.0
contig_20881_1,71,1.0
contig_20881_1,72,1.0
contig_20881_1,73,0.0
contig_20881_1,74,1.0
contig_20881_1,75,1.0
contig_20881_1,76,1.0
contig_20881_1,77,1.0
contig_20881_1,78,0.0
contig_20881_1,79,1.0
contig_20881_1,80,1.0
contig_20881_1,81,3.92352816903e-13
contig_20881_1,82,1.0
contig_20881_1,83,1.0
contig_20881_1,84,0.0
contig_20881_1,85,0.0
contig_20881_1,86,1.0
contig_20881_1,87,0.0
contig_20881_1,88,1.0
contig_20881_1,89,1.0
contig_20881_1,90,0.0
contig_20881_1,91,1.0
contig_20881_1,92,1.0
contig_20881_1,93,0.0
contig_20881_1,94,1.0
contig_20881_1,95,1.0
contig_20881_1,96,0.0
contig_20881_1,97,1.0
contig_20881_1,98,1.0
contig_20881_1,99,0.0
contig_20881_1,100,1.0
contig_20881_1,101,1.0
contig_20881_1,102,0.0
contig_20881_1,103,0.0
contig_20881_1,104,1.0
contig_20881_1,105,0.0
contig_20881_1,106,1.0
contig_20881_1,107,1.0
contig_20881_1,108,0.0
contig_20881_1,109,1.0
contig_20881_1,110,1.0
contig_20881_1,111,0.0
contig_20881_1,112,0.0
contig_20881_1,113,1.0
contig_20881_1,114,0.0
contig_20881_1,115,1.0
contig_20881_1,116,1.0
contig_20881_1,117,0.0
contig_20881_1,118,1.0
contig_20881_1,119,1.0
contig_20881_1,120,0.0
contig_20881_1,121,1.0
contig_20881_1,122,1.0
contig_20881_1,123,0.0
contig_20881_1,124,1.0
contig_20881_1,125,1.0
contig_20881_1,126,0.0
contig_20881_1,127,1.0
contig_20881_1,128,1.0
contig_20881_1,129,0.0
contig_20881_1,130,1.0
contig_20881_1,131,1.0
contig_20881_1,132,0.0
contig_20881_1,133,1.0
contig_20881_1,134,1.0
contig_20881_1,135,0.0
contig_20881_1,136,1.0
contig_20881_1,137,1.0
contig_20881_1,138,0.0
contig_20881_1,139,1.0
contig_20881_1,140,1.0
contig_20881_1,141,0.0
contig_20881_1,142,1.0
contig_20881_1,143,1.0
contig_20881_1,144,0.0
contig_20881_1,145,1.0
contig_20881_1,146,1.0
contig_20881_1,147,0.0
contig_20881_1,148,1.0
contig_20881_1,149,1.0
contig_20881_1,150,0.0
contig_20881_1,151,1.0
contig_20881_1,152,0.0
contig_20881_1,153,0.0
contig_20881_1,154,1.0
contig_20881_1,155,1.0
contig_20881_1,156,0.0
contig_20881_1,157,1.0
contig_20881_1,158,1.0
contig_20881_1,159,0.0
contig_20881_1,160,1.0
contig_20881_1,161,1.0
contig_20881_1,162,0.0
contig_20881_1,163,1.0
contig_20881_1,164,1.0
contig_20881_1,165,0.0
contig_20881_1,166,0.0
contig_20881_1,167,1.0
contig_20881_1,168,1.0
contig_20881_1,169,0.0
contig_20881_1,170,1.0
contig_20881_1,171,0.0
contig_20881_1,172,1.0
contig_20881_1,173,1.0
contig_20881_1,174,0.0
contig_20881_1,175,1.0
contig_20881_1,176,1.0
contig_20881_1,177,0.0
contig_20881_1,178,1.0
contig_20881_1,179,1.0
contig_20881_1,180,0.0
contig_20881_1,181,1.0
contig_20881_1,182,1.0
contig_20881_1,183,0.0
contig_20881_1,184,1.0
contig_20881_1,185,1.0
contig_20881_1,186,0.0
contig_20881_1,187,1.0
contig_20881_1,188,1.0
contig_20881_1,189,0.0
contig_20881_1,190,1.0
contig_20881_1,191,1.0
contig_20881_1,192,0.0
contig_20881_1,193,1.0
contig_20881_1,194,1.0
contig_20881_1,195,0.0
contig_20881_1,196,1.0
contig_20881_1,197,1.0
contig_20881_1,198,0.0
contig_20881_1,199,1.0
contig_20881_1,200,0.0
