,0,1,2,3,4,5,6,7,8,9,10
Su13.BD.MM110.SD.MAG8,0.000948844564989,0.0108717377322,0.00921175907351,0.00874621701837,0.00276266725559,0.401875988376,0.0144941043597,0.000174184419079,0.093768127909,0.0443660506264,0.412780318665
Sp13.BD.MM15.SD.MAG8,0.0112131643833,0.0887813743045,0.0157405526598,0.0183498907258,0.0425946256754,0.134957807494,0.284337407883,0.0775806712716,0.231100044307,0.00595413253551,0.0893903287611
Fa13.BD.MLB.DN.MAG8,0.0178919972228,0.0131070726123,0.00419186922366,0.0995219079769,0.0557471631987,0.0359260884927,0.551778552267,0.181203418801,0.0002912065643,0.0079801710048,0.0323605526356
Fa13.BD.MM110.SN.MAG8,0.000328708161668,0.00661730810609,0.00505665923357,0.00285200658944,0.000719710627612,0.537203318569,4.84408554868e-06,0.00062756534167,0.0790938355385,0.0388219680276,0.32867407572
Sp13.BD.MM110.SN.MAG8,0.00332933398907,0.143417380196,0.024202162451,0.0012894816655,0.00582729570129,0.200349424245,0.239473262022,0.000136465789433,0.312158001461,0.00211645705601,0.0677007354228
Sp13.BD.MM110.DD.MAG8,0.00477213448013,0.134907878045,0.0198292351499,0.00242269508569,0.0112785210523,0.182466539902,0.314304992483,0.00352252797421,0.316929257474,0.00268020222914,0.00688601612517
Sp13.BD.MM110.SD.MAG8,0.00359497751385,0.137438387601,0.0213917487984,0.00128014201875,0.00724606579628,0.18690284524,0.274138134252,0.00116017429875,0.309428941984,0.00243253826163,0.0549860442357
Su13.BD.MLB.DD.MAG8,0.0214962376129,0.00609047129915,0.00148857612907,0.142369356743,0.115541557853,0.0317185487371,0.313974712299,0.354827815344,2.46093239986e-05,0.0109304482058,0.0015376664516
Su13.BD.MM15.SN.C.MAG8,0.00723667583819,0.0229160825099,0.00802268541324,0.0607997995066,0.0216468164058,0.308658743912,0.0750020278406,0.0498586712085,0.136269125426,0.0359099226356,0.273679449304
Fa13.BD.MM15.SN.MAG8,0.00136284120064,0.0166905105795,0.00691421593874,0.00634155754465,0.0028743652017,0.438767429813,0.0659897864465,0.00236002091388,0.13050945641,0.0374829795772,0.290706836374
Fa13.BD.MLB.SN.MAG8,0.0200075835299,0.00845103903816,0.00242838423327,0.104939495145,0.056054859429,0.00964765407766,0.542271400522,0.18984078265,0.0403579658819,0.00780230171608,0.0181985337769
Su13.BD.MM110.DCMD.MAG8,0.00374224829291,0.100580042194,0.0359316106499,0.00264842211849,0.00960679768414,0.368073139376,0.0565917452464,0.0104656671142,0.235667896862,0.0147552735426,0.161937156919
Fa13.BD.MM110.DN.MAG8,0.00198692520064,0.105234092089,0.0460576034328,0.000329283057341,0.00387347329088,0.263807784616,0.0990009994751,0.019078923569,0.331938234706,0.00282570534835,0.125866975215
Su13.BD.MM15.SD.MAG8,0.00723721386381,0.0190615508269,0.00859072116194,0.0500640906045,0.0200718188785,0.30751848682,0.0763198429322,0.0368876867961,0.128640672172,0.0403566127239,0.30525130322
Su13.BD.MM15.DN.MAG8,0.00371330050005,0.0609564033305,0.0172047594809,0.0111382013704,0.00752599256994,0.316470070197,0.1452287992,0.00543413173439,0.225681921477,0.0150554528758,0.191590967264
Sp13.BD.MLB.SN.MAG8,0.0415773320504,0.0295363493945,0.00888759760802,0.0428468538654,0.172869782246,0.041326037193,0.0944030677437,0.283728757057,0.154143381295,0.012497060773,0.118183780774
Fa13.BD.MM15.DN.MAG8,0.00228088397905,0.0340165074295,0.0134077824269,0.00769311169984,0.00334580294398,0.381252767248,0.118151049349,0.00235736892161,0.159908204455,0.0279433977348,0.249643123813
Sp13.BD.MM15.SN.MAG8,0.0197422292961,0.0710839233302,0.0134079550925,0.0312975458887,0.0749482912983,0.0899474801749,0.276496808914,0.125531149967,0.193519228838,0.00655875026693,0.0974666369336
Fa13.BD.MM15.SD.MAG8,0.0012744713277,0.0122939326975,0.00720182356017,0.00695418821964,0.00134132939258,0.490631782228,0.0280202417262,0.00145297022376,0.10131393588,0.0395329225773,0.309982402168
Sp13.BD.MM15.DD.A.MAG8,0.0183845318656,0.076040401474,0.014409699401,0.0307168012581,0.064660703867,0.108908448285,0.288649268296,0.109551469178,0.202568048257,0.00773667283609,0.0783739552819
Su13.BD.MM110.DN.MAG8,0.000355436607394,0.0779102390219,0.0210591903523,0.000286149383545,0.00342688824514,0.325688945818,0.142366904454,0.00365734435141,0.377406223545,0.0192306075526,0.028612070669
Fa13.BD.MM110.SD.MAG8,0.000657932738635,0.00686374837344,0.00579403022144,0.00364993954836,0.000640675896969,0.53217952302,0.00438881749278,0.000811347814017,0.0726331111522,0.0387109992097,0.333669874532
Su13.BD.MLB.SD.C.MAG8,0.0278213144066,0.00513062176059,0.00306426420136,0.27288807861,0.0921740399997,0.0116656745081,0.236074020472,0.315239741394,0.00129873152409,0.0138169463066,0.0208265668172
Su13.BD.MM110.SN.C.MAG8,0.000943974810823,0.0109109538206,0.00846918757932,0.00732619858555,0.00151386544155,0.429625123565,0.0102442104011,0.00202652731315,0.0995880768886,0.0382703573836,0.39108152421
