,0,1
Su13.BD.MLB.DD.MAG1,0.900756079263,0.0992439207374
Sp13.BD.MM15.DD.A.MAG1,0.806301777178,0.193698222822
Fa13.BD.MLB.SN.MAG1,0.963368414038,0.0366315859621
Sp13.BD.MM110.DD.MAG1,0.638344746796,0.361655253204
Su13.BD.MM110.SN.C.MAG1,0.41744594673,0.58255405327
Fa13.BD.MM15.DN.MAG1,0.763647914775,0.236352085225
Su13.BD.MM15.DN.MAG1,0.679105343573,0.320894656427
Sp13.BD.MM110.SD.MAG1,0.541179007864,0.458820992136
Su13.BD.MM110.SD.MAG1,0.397716013079,0.602283986921
Fa13.BD.MM15.SD.MAG1,0.711743269621,0.288256730379
Fa13.BD.MM110.SN.MAG1,0.62608462845,0.37391537155
Su13.BD.MM15.SN.C.MAG1,0.75419529498,0.24580470502
Fa13.BD.MM110.SD.MAG1,0.547524221187,0.452475778813
Fa13.BD.MM110.DN.MAG1,0.485787106942,0.514212893058
Sp13.BD.MM15.SD.MAG1,0.763351313297,0.236648686703
Sp13.BD.MLB.SN.MAG1,0.835768858974,0.164231141026
Sp13.BD.MM15.SN.MAG1,0.735146834068,0.264853165932
Fa13.BD.MLB.DN.MAG1,0.958718096113,0.0412819038867
Su13.BD.MLB.SD.C.MAG1,0.898347413677,0.101652586323
Su13.BD.MM15.SD.MAG1,0.677454829885,0.322545170115
Sp13.BD.MM110.SN.MAG1,0.506775468462,0.493224531538
Fa13.BD.MM15.SN.MAG1,0.798391516481,0.201608483519
