,0,1
Sp13.BD.MM110.DD.MAG3,0.593124260991,0.406875739009
Su13.BD.MM110.SD.MAG3,0.420665551179,0.579334448821
Fa13.BD.MM110.DN.MAG3,0.443659257832,0.556340742168
Sp13.BD.MM110.SN.MAG3,0.560565703532,0.439434296468
Sp13.BD.MM110.SD.MAG3,0.547874441225,0.452125558775
Fa13.BD.MLB.DN.MAG3,0.0854288074066,0.914571192593
Sp13.BD.MM15.SN.MAG3,0.379899851253,0.620100148747
Fa13.BD.MM110.SN.MAG3,0.440163239031,0.559836760969
Su13.BD.MM15.DN.MAG3,0.410397438927,0.589602561073
Fa13.BD.MM15.SN.MAG3,0.367745772808,0.632254227192
Su13.BD.MM110.SN.C.MAG3,0.482891476987,0.517108523013
Fa13.BD.MLB.SN.MAG3,0.0678603463789,0.932139653621
Su13.BD.MLB.DD.MAG3,0.139169845394,0.860830154606
Su13.BD.MLB.SD.C.MAG3,0.156694528974,0.843305471026
Sp13.BD.MM15.DD.A.MAG3,0.358683450433,0.641316549567
Su13.BD.MM15.SN.C.MAG3,0.332074194016,0.667925805984
Su13.BD.MM110.DCMD.MAG3,0.327885453946,0.672114546054
Su13.BD.MM15.SD.MAG3,0.369630182481,0.630369817519
Sp13.BD.MM15.SD.MAG3,0.431474880342,0.568525119658
Fa13.BD.MM15.DN.MAG3,0.376030089374,0.623969910626
Sp13.BD.MLB.SN.MAG3,0.429852293953,0.570147706047
Fa13.BD.MM110.SD.MAG3,0.46218352674,0.53781647326
Fa13.BD.MM15.SD.MAG3,0.430758579152,0.569241420848
