contig_1     c_000000000007  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_2     c_000000000012  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_3     c_000000000023  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_4     c_000000000038  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_5     c_000000000045  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_6     c_000000000060  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_7     c_000000000067  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_8     c_000000000070  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_9     c_000000000077  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_10    c_000000000089  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_11    c_000000000104  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_12    c_000000000109  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_13    c_000000000114  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_14    c_000000000154  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_15    c_000000000166  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_16    c_000000000177  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_17    c_000000000198  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_18    c_000000000204  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_19    c_000000000245  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_20    c_000000000270  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_21    c_000000000277  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_22    c_000000000279  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_23    c_000000000316  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_24    c_000000000323  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_25    c_000000000346  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_26    c_000000000359  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_27    c_000000000404  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_28    c_000000000420  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_29    c_000000000474  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_30    c_000000000475  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_31    c_000000000476  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_32    c_000000000481  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_33    c_000000000530  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_34    c_000000000536  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_35    c_000000000537  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_36    c_000000000550  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_37    c_000000000553  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_38    c_000000000555  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_39    c_000000000567  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_40    c_000000000568  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_41    c_000000000606  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_42    c_000000000684  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_43    c_000000000689  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_44    c_000000000709  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_45    c_000000000716  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_46    c_000000000733  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_47    c_000000000744  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_48    c_000000000753  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_49    c_000000000758  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_50    c_000000000772  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_51    c_000000000816  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_52    c_000000000841  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_53    c_000000000927  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_54    c_000000000946  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_55    c_000000000991  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_56    c_000000000992  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_57    c_000000001036  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_58    c_000000001044  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_59    c_000000001071  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_60    c_000000001128  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_61    c_000000001132  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_62    c_000000001160  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_63    c_000000001183  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_64    c_000000001197  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_65    c_000000001215  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_66    c_000000001258  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_67    c_000000001297  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_68    c_000000001421  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_69    c_000000001442  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_70    c_000000001500  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_71    c_000000001512  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_72    c_000000001546  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_73    c_000000001608  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_74    c_000000001622  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_75    c_000000001723  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_76    c_000000001736  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_77    c_000000001801  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_78    c_000000001871  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_79    c_000000001958  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_80    c_000000001999  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_81    c_000000002166  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_82    c_000000002207  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_83    c_000000002217  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_84    c_000000002226  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_85    c_000000002246  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_86    c_000000002272  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_87    c_000000002297  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_88    c_000000002299  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_89    c_000000002324  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_90    c_000000002432  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_91    c_000000002452  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_92    c_000000002699  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_93    c_000000002709  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_94    c_000000002800  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_95    c_000000002922  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_96    c_000000002942  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_97    c_000000002988  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_98    c_000000003171  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_99    c_000000003481  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_100   c_000000003638  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_101   c_000000003965  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_102   c_000000004155  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_103   c_000000004167  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_104   c_000000004421  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_105   c_000000004926  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_106   c_000000004981  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_107   c_000000005005  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_108   c_000000005011  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_109   c_000000005081  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_110   c_000000005217  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_111   c_000000005510  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_112   c_000000005513  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_113   c_000000005873  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_114   c_000000006243  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_115   c_000000006431  B21_Fa13.BD.MLB.SN_rebin4.fa
contig_116   c_000000006438  B21_Fa13.BD.MLB.SN_rebin4.fa
