gene_oid	gene_length	feature_type	start_coord	end_coord
2757604400	328	cleavage	29	30
2757604402	331	cleavage	29	30
2757604408	215	cleavage	20	21
2757604410	377	cleavage	24	25
2757604414	353	cleavage	25	26
2757604420	261	cleavage	24	25
2757604427	208	cleavage	22	23
2757604455	320	cleavage	25	26
2757604465	319	cleavage	23	24
2757604478	76	cleavage	18	19
2757604520	344	cleavage	19	20
2757604530	187	cleavage	19	20
2757604557	337	cleavage	19	20
2757604574	81	cleavage	25	26
2757604607	182	cleavage	21	22
2757604614	334	cleavage	23	24
2757604621	324	cleavage	25	26
2757604644	276	cleavage	23	24
2757604663	277	cleavage	22	23
2757604689	321	cleavage	22	23
2757604693	322	cleavage	23	24
2757604694	280	cleavage	26	27
2757604707	326	cleavage	25	26
2757604731	262	cleavage	28	29
2757604782	378	cleavage	26	27
2757604794	321	cleavage	22	23
2757604796	254	cleavage	29	30
2757604814	276	cleavage	28	29
2757604914	111	cleavage	30	31
2757604932	342	cleavage	24	25
2757604939	41	cleavage	25	26
2757604955	324	cleavage	23	24
2757604969	79	cleavage	22	23
2757604985	339	cleavage	33	34
2757604986	325	cleavage	25	26
2757604989	247	cleavage	22	23
2757604991	215	cleavage	21	22
2757605002	330	cleavage	23	24
2757605017	339	cleavage	22	23
2757605030	44	cleavage	17	18
2757605034	126	cleavage	23	24
2757605047	327	cleavage	24	25
2757605064	360	cleavage	22	23
2757605094	326	cleavage	24	25
2757605105	336	cleavage	35	36
2757605123	331	cleavage	30	31
2757605140	326	cleavage	25	26
2757605146	324	cleavage	23	24
2757605182	42	cleavage	19	20
2757605183	334	cleavage	27	28
2757605196	326	cleavage	21	22
2757605198	325	cleavage	24	25
2757605204	290	cleavage	24	25
2757605217	320	cleavage	21	22
2757605220	327	cleavage	27	28
2757605222	325	cleavage	26	27
2757605252	343	cleavage	27	28
2757605260	389	cleavage	24	25
2757605263	159	cleavage	24	25
2757605282	198	cleavage	21	22
2757605311	380	cleavage	26	27
2757605312	227	cleavage	20	21
2757605326	365	cleavage	24	25
2757605329	102	cleavage	20	21
2757605332	102	cleavage	22	23
2757605342	110	cleavage	18	19
2757605349	245	cleavage	27	28
2757605355	196	cleavage	22	23
2757605376	269	cleavage	24	25
2757605377	180	cleavage	23	24
2757605383	625	cleavage	21	22
2757605395	518	cleavage	31	32
2757605404	458	cleavage	24	25
2757605437	320	cleavage	22	23
2757605466	348	cleavage	26	27
2757605477	413	cleavage	26	27
2757605499	336	cleavage	27	28
2757605513	329	cleavage	22	23
2757605527	159	cleavage	22	23
2757605557	106	cleavage	21	22
2757605571	221	cleavage	21	22
2757605576	339	cleavage	24	25
2757605622	306	cleavage	30	31
2757605628	473	cleavage	25	26
2757605636	123	cleavage	18	19
2757605644	575	cleavage	21	22
2757605645	121	cleavage	21	22
2757605649	109	cleavage	20	21
2757605666	224	cleavage	31	32
2757605669	238	cleavage	22	23
2757605670	320	cleavage	22	23
2757605697	252	cleavage	20	21
2757605713	326	cleavage	26	27
2757605730	187	cleavage	36	37
2757605739	142	cleavage	27	28
2757605753	323	cleavage	24	25
2757605759	199	cleavage	22	23
2757605764	323	cleavage	22	23
2757605796	215	cleavage	20	21
2757605797	195	cleavage	27	28
2757605800	163	cleavage	30	31
2757605801	213	cleavage	30	31
2757605829	156	cleavage	23	24
2757605831	325	cleavage	26	27
2757605844	404	cleavage	29	30
2757605850	464	cleavage	22	23
2757605903	223	cleavage	29	30
2757605934	149	cleavage	21	22
2757605948	395	cleavage	25	26
2757605958	524	cleavage	37	38
2757605964	401	cleavage	25	26
2757605972	322	cleavage	22	23
2757606015	323	cleavage	22	23
2757606025	192	cleavage	23	24
2757606033	730	cleavage	37	38
2757606045	195	cleavage	19	20
2757606046	203	cleavage	26	27
2757606051	270	cleavage	31	32
2757606056	335	cleavage	29	30
2757606058	314	cleavage	36	37
2757606060	282	cleavage	22	23
2757606072	272	cleavage	20	21
2757606073	265	cleavage	22	23
2757606089	153	cleavage	27	28
2757606151	158	cleavage	33	34
2757606188	387	cleavage	25	26
2757606203	77	cleavage	52	53
2757606204	369	cleavage	22	23
2757606205	108	cleavage	19	20
2757606209	148	cleavage	23	24
2757606214	402	cleavage	27	28
2757606231	286	cleavage	29	30
2757606234	251	cleavage	26	27
2757606243	321	cleavage	22	23
2757606254	197	cleavage	22	23
2757606262	329	cleavage	29	30
2757606265	326	cleavage	24	25
2757606269	325	cleavage	25	26
2757606288	330	cleavage	27	28
2757606295	171	cleavage	24	25
2757606303	377	cleavage	20	21
2757606331	385	cleavage	22	23
2757606356	240	cleavage	26	27
2757606404	449	cleavage	14	15
2757606433	179	cleavage	25	26
2757606434	556	cleavage	34	35
2757606438	154	cleavage	19	20
2757606489	298	cleavage	22	23
2757606493	327	cleavage	29	30
2757606507	158	cleavage	21	22
2757606522	281	cleavage	24	25
2757606528	377	cleavage	21	22
2757606536	388	cleavage	23	24
2757606568	191	cleavage	22	23
2757606569	187	cleavage	25	26
2757606578	143	cleavage	21	22
2757606579	328	cleavage	29	30
2757606597	346	cleavage	28	29
2757606613	127	cleavage	20	21
2757606614	487	cleavage	19	20
2757606647	224	cleavage	27	28
2757606655	353	cleavage	22	23
2757606690	334	cleavage	32	33
2757606693	108	cleavage	25	26
2757606732	83	cleavage	28	29
2757606739	338	cleavage	39	40
