,Position,value
contig_21633_8,0,0.0
contig_21633_8,1,0.419747226227
contig_21633_8,2,1.0
contig_21633_8,3,1.0
contig_21633_8,4,1.0
contig_21633_8,5,1.0
contig_21633_8,6,0.0427459691338
contig_21633_8,7,1.0
contig_21633_8,8,1.0
contig_21633_8,9,0.0
contig_21633_8,10,1.0
contig_21633_8,11,1.0
contig_21633_8,12,0.0432332069679
contig_21633_8,13,0.962380106366
contig_21633_8,14,1.0
contig_21633_8,15,0.0
contig_21633_8,16,0.404711003965
contig_21633_8,17,1.0
contig_21633_8,18,0.0434982502296
contig_21633_8,19,1.0
contig_21633_8,20,1.0
contig_21633_8,21,0.0014227351515
contig_21633_8,22,1.0
contig_21633_8,23,1.0
contig_21633_8,24,0.656222866603
contig_21633_8,25,1.0
contig_21633_8,26,1.0
contig_21633_8,27,0.0
contig_21633_8,28,1.23176482428e-09
contig_21633_8,29,1.0
contig_21633_8,30,0.0
contig_21633_8,31,1.0
contig_21633_8,32,1.0
contig_21633_8,33,0.770607939695
contig_21633_8,34,0.0282615581196
contig_21633_8,35,1.0
contig_21633_8,36,0.0432212959968
contig_21633_8,37,0.0520433599826
contig_21633_8,38,0.37110157522
contig_21633_8,39,0.0039572135344
contig_21633_8,40,1.0
contig_21633_8,41,1.0
contig_21633_8,42,0.0
contig_21633_8,43,0.0
contig_21633_8,44,0.0
contig_21633_8,45,1.0
contig_21633_8,46,0.0
contig_21633_8,47,1.0
contig_21633_8,48,0.00178962613654
contig_21633_8,49,0.000599268429225
contig_21633_8,50,1.0
contig_21633_8,51,0.0
contig_21633_8,52,1.0
contig_21633_8,53,1.0
contig_21633_8,54,0.0
contig_21633_8,55,1.0
contig_21633_8,56,1.0
contig_21633_8,57,0.0328119077667
contig_21633_8,58,0.00168878230847
contig_21633_8,59,1.0
contig_21633_8,60,0.0
contig_21633_8,61,1.0
contig_21633_8,62,1.0
contig_21633_8,63,1.18960926993e-09
contig_21633_8,64,1.0
contig_21633_8,65,1.0
contig_21633_8,66,0.517568972177
contig_21633_8,67,0.0343328052393
contig_21633_8,68,1.0
contig_21633_8,69,0.0670912436469
contig_21633_8,70,1.0
contig_21633_8,71,1.0
contig_21633_8,72,1.71788609499e-15
contig_21633_8,73,0.0
contig_21633_8,74,0.0
contig_21633_8,75,0.0
contig_21633_8,76,1.0
contig_21633_8,77,1.0
contig_21633_8,78,3.41543670756e-15
contig_21633_8,79,1.0
contig_21633_8,80,1.0
contig_21633_8,81,7.10317750167e-13
contig_21633_8,82,0.0763187776453
contig_21633_8,83,0.0418585143416
contig_21633_8,84,0.0
contig_21633_8,85,1.0
contig_21633_8,86,0.134612796247
contig_21633_8,87,5.53335511775e-11
contig_21633_8,88,1.0
contig_21633_8,89,1.0
contig_21633_8,90,1.0
contig_21633_8,91,0.0
contig_21633_8,92,1.0
contig_21633_8,93,1.0
contig_21633_8,94,1.0
contig_21633_8,95,1.0
contig_21633_8,96,6.40955038694e-06
contig_21633_8,97,1.0
contig_21633_8,98,1.0
contig_21633_8,99,0.0
contig_21633_8,100,1.0
contig_21633_8,101,0.00330484328435
contig_21633_8,102,3.60217646992e-14
contig_21633_8,103,1.0
contig_21633_8,104,1.0
contig_21633_8,105,8.77899315821e-05
contig_21633_8,106,0.000825166978924
contig_21633_8,107,0.710162341176
contig_21633_8,108,1.0
contig_21633_8,109,1.0
contig_21633_8,110,1.0
contig_21633_8,111,0.0
contig_21633_8,112,0.0
contig_21633_8,113,1.0
contig_21633_8,114,1.0
contig_21633_8,115,1.0
contig_21633_8,116,1.0
contig_21633_8,117,0.0
contig_21633_8,118,1.0
contig_21633_8,119,1.0
contig_21633_8,120,0.0
contig_21633_8,121,1.0
contig_21633_8,122,1.0
contig_21633_8,123,1.17458745229e-10
contig_21633_8,124,1.0
contig_21633_8,125,0.838649440894
contig_21633_8,126,0.0
contig_21633_8,127,1.0
contig_21633_8,128,1.0
contig_21633_8,129,0.00295346358341
contig_21633_8,130,1.0
contig_21633_8,131,1.0
contig_21633_8,132,0.0
contig_21633_8,133,0.0
contig_21633_8,134,1.0
contig_21633_8,135,1.0
contig_21633_8,136,0.0
contig_21633_8,137,1.0
contig_21633_8,138,0.0
contig_21633_8,139,1.0
contig_21633_8,140,1.0
contig_21633_8,141,0.0
contig_21633_8,142,1.0
contig_21633_8,143,0.00536469721867
contig_21633_8,144,2.2630137772e-05
contig_21633_8,145,1.0
contig_21633_8,146,1.0
contig_21633_8,147,0.0
contig_21633_8,148,1.0
contig_21633_8,149,1.0
contig_21633_8,150,0.0
contig_21633_8,151,1.0
contig_21633_8,152,1.0
contig_21633_8,153,5.77631187641e-16
contig_21633_8,154,0.0126406039459
contig_21633_8,155,1.0
contig_21633_8,156,0.0
contig_21633_8,157,1.0
contig_21633_8,158,1.0
contig_21633_8,159,0.0
contig_21633_8,160,1.0
contig_21633_8,161,1.0
contig_21633_8,162,0.0
contig_21633_8,163,1.0
contig_21633_8,164,1.0
contig_21633_8,165,0.0
contig_21633_8,166,1.0
contig_21633_8,167,1.0
contig_21633_8,168,0.0
contig_21633_8,169,1.0
contig_21633_8,170,1.0
contig_21633_8,171,0.0
contig_21633_8,172,1.0
contig_21633_8,173,1.0
contig_21633_8,174,5.87968945994e-08
contig_21633_8,175,0.0413823654716
contig_21633_8,176,1.0
contig_21633_8,177,0.0
contig_21633_8,178,0.0
contig_21633_8,179,1.0
contig_21633_8,180,0.0
contig_21633_8,181,1.0
contig_21633_8,182,1.0
contig_21633_8,183,0.0
contig_21633_8,184,1.0
contig_21633_8,185,1.0
contig_21633_8,186,0.0
contig_21633_8,187,1.0
contig_21633_8,188,1.0
contig_21633_8,189,0.0
contig_21633_8,190,1.0
contig_21633_8,191,1.0
contig_21633_8,192,0.0
