515|HE600664.2.1467,515|HE600664.2.1467,100,1466,0,0,1,1466,1,1466,0,2708
515|HE600664.2.1467,183|HE600664.2.1467,99.386,1465,9,0,2,1466,1,1465,0,2656
515|HE600664.2.1467,177|HE979801.1.1511,99.25,1466,11,0,1,1466,45,1510,0,2647
515|HE600664.2.1467,84|HE600664.2.1467,99.25,1466,11,0,1,1466,1,1466,0,2647
515|HE600664.2.1467,650|HE600664.2.1467,99.181,1466,12,0,1,1466,1,1466,0,2641
515|HE600664.2.1467,99|HE979801.1.1511,99.181,1465,12,0,1,1465,42,1506,0,2639
515|HE600664.2.1467,351|HE600664.2.1467,99.044,1464,14,0,2,1465,1,1464,0,2627
515|HE600664.2.1467,144|HE600664.2.1467,99.04,1459,14,0,8,1466,1,1459,0,2617
515|HE600664.2.1467,69|HE600664.2.1467,98.363,1466,24,0,1,1466,1,1466,0,2575
515|HE600664.2.1467,237|HE600664.2.1467,97.681,1466,32,2,2,1466,1,1465,0,2518
515|HE600664.2.1467,269|JQ906014.1.1393,99.331,1345,9,0,1,1345,49,1393,0,2435
515|HE600664.2.1467,152|JQ906014.1.1393,99.33,1344,9,0,1,1344,45,1388,0,2433
515|HE600664.2.1467,6|JQ906014.1.1393,99.33,1344,9,0,1,1344,48,1391,0,2433
515|HE600664.2.1467,222|JQ906014.1.1393,99.329,1342,9,0,1,1342,48,1389,0,2429
515|HE600664.2.1467,2508|FN668020.1.1490_m01,96.955,1445,41,3,1,1443,43,1486,0,2422
515|HE600664.2.1467,23|HF968499.1.1413,97.38,1412,36,1,33,1443,1,1412,0,2401
515|HE600664.2.1467,658|AB753869.1.1453,96.987,1427,43,0,1,1427,10,1436,0,2398
515|HE600664.2.1467,54|JN626652.1.1352,99.246,1327,10,0,1,1327,18,1344,0,2396
515|HE600664.2.1467,96|JQ906014.1.1393,98.661,1344,18,0,1,1344,48,1391,0,2383
515|HE600664.2.1467,10|JN626652.1.1352,98.567,1326,19,0,1,1326,24,1349,0,2344
515|HE600664.2.1467,368|HM856514.1.1453,96.294,1430,45,6,1,1426,8,1433,0,2340
515|HE600664.2.1467,19|JN626652.1.1352,98.417,1327,21,0,1,1327,23,1349,0,2335
515|HE600664.2.1467,1949|JQ906014.1.1393,97.842,1344,29,0,1,1344,48,1391,0,2322
515|HE600664.2.1467,197|KF650383.1.1485,95.649,1448,55,7,1,1446,43,1484,0,2318
515|HE600664.2.1467,433|HM856514.1.1453,95.81,1432,52,6,1,1428,22,1449,0,2305
515|HE600664.2.1467,477|HM856514.1.1453,95.81,1432,52,6,1,1428,23,1450,0,2305
515|HE600664.2.1467,113|HM856514.1.1453,95.81,1432,52,6,1,1428,24,1451,0,2305
515|HE600664.2.1467,472|EU801289.1.1497,96.105,1412,53,2,38,1448,87,1497,0,2302
515|HE600664.2.1467,1008|HM856497.1.1453,95.752,1436,45,10,1,1428,23,1450,0,2300
515|HE600664.2.1467,64|HM856514.1.1453,95.74,1432,53,6,1,1428,26,1453,0,2300
515|HE600664.2.1467,442|HM856514.1.1453,95.667,1431,54,6,1,1427,25,1451,0,2292
515|HE600664.2.1467,530|HM856497.1.1453,95.613,1436,47,10,1,1428,23,1450,0,2289
515|HE600664.2.1467,600|HM856497.1.1453,95.616,1437,45,12,1,1428,8,1435,0,2289
515|HE600664.2.1467,134|HM856497.1.1453,95.613,1436,47,10,1,1428,25,1452,0,2289
515|HE600664.2.1467,1079|HM856514.1.1453,95.477,1437,47,12,1,1428,12,1439,0,2278
515|HE600664.2.1467,858|KF650383.1.1485,95.1,1449,63,7,1,1447,40,1482,0,2276
515|HE600664.2.1467,266|EU801573.1.1497,95.124,1415,61,6,38,1449,78,1487,0,2224
515|HE600664.2.1467,622|HM856514.1.1453,94.623,1432,67,8,1,1427,26,1452,0,2209
515|HE600664.2.1467,538|HM856514.1.1453,94.564,1435,60,12,1,1426,16,1441,0,2202
515|HE600664.2.1467,68|JN941783.1.1447,94.596,1425,69,6,7,1428,1,1420,0,2198
515|HE600664.2.1467,262|EU801573.1.1497,94.652,1421,58,11,38,1450,83,1493,0,2187
515|HE600664.2.1467,766|EU801573.1.1497,94.558,1415,69,6,38,1449,83,1492,0,2180
515|HE600664.2.1467,672|EU801867.1.1488,93.466,1454,83,8,1,1450,43,1488,0,2148
515|HE600664.2.1467,45|JN003052.1.1286,97.526,1253,31,0,38,1290,33,1285,0,2143
515|HE600664.2.1467,133|EU801867.1.1488,93.388,1452,82,10,1,1447,42,1484,0,2137
472|EU801289.1.1497,472|EU801289.1.1497,100,1497,0,0,1,1497,1,1497,0,2765
472|EU801289.1.1497,858|KF650383.1.1485,97.315,1490,32,5,7,1496,1,1482,0,2523
472|EU801289.1.1497,197|KF650383.1.1485,97.051,1492,36,5,4,1495,1,1484,0,2505
472|EU801289.1.1497,2508|FN668020.1.1490_m01,96.577,1490,46,4,4,1492,1,1486,0,2464
472|EU801289.1.1497,658|AB753869.1.1453,96.812,1443,36,8,37,1476,1,1436,0,2401
472|EU801289.1.1497,99|HE979801.1.1511,95.719,1495,56,7,5,1497,1,1489,0,2399
472|EU801289.1.1497,266|EU801573.1.1497,95.772,1490,57,4,10,1497,1,1486,0,2398
472|EU801289.1.1497,177|HE979801.1.1511,95.533,1500,55,10,2,1497,1,1492,0,2388
472|EU801289.1.1497,766|EU801573.1.1497,95.184,1495,66,4,5,1497,1,1491,0,2357
472|EU801289.1.1497,600|HM856497.1.1453,96.183,1441,47,6,39,1477,1,1435,0,2350
472|EU801289.1.1497,64|HM856514.1.1453,95.822,1460,51,8,21,1477,1,1453,0,2350
472|EU801289.1.1497,237|HE600664.2.1467,96.671,1412,45,2,87,1497,37,1447,0,2346
472|EU801289.1.1497,442|HM856514.1.1453,95.748,1458,52,8,22,1476,1,1451,0,2340
472|EU801289.1.1497,650|HE600664.2.1467,96.603,1413,44,4,87,1497,38,1448,0,2340
472|EU801289.1.1497,1079|HM856514.1.1453,95.986,1445,50,6,35,1477,1,1439,0,2340
