,0,1
Su13.BD.MLB.DD.MAG1,0.899889737512,0.100110262488
Sp13.BD.MM15.DD.A.MAG1,0.798408546326,0.201591453674
Fa13.BD.MLB.SN.MAG1,0.963982625503,0.0360173744967
Sp13.BD.MM110.DD.MAG1,0.637328573193,0.362671426807
Su13.BD.MM110.SN.C.MAG1,0.422798509592,0.577201490408
Fa13.BD.MM15.DN.MAG1,0.759389508212,0.240610491788
Su13.BD.MM15.DN.MAG1,0.67480212504,0.32519787496
Sp13.BD.MM110.SD.MAG1,0.548205542964,0.451794457036
Su13.BD.MM110.SD.MAG1,0.410549948239,0.589450051761
Fa13.BD.MM15.SD.MAG1,0.714285018262,0.285714981738
Fa13.BD.MM110.SN.MAG1,0.601394042956,0.398605957044
Su13.BD.MM15.SN.C.MAG1,0.742075938768,0.257924061232
Fa13.BD.MM110.SD.MAG1,0.558956754891,0.441043245109
Fa13.BD.MM110.DN.MAG1,0.480194708657,0.519805291343
Sp13.BD.MM15.SD.MAG1,0.747781431564,0.252218568436
Sp13.BD.MLB.SN.MAG1,0.842459070116,0.157540929884
Sp13.BD.MM15.SN.MAG1,0.753560020899,0.246439979101
Fa13.BD.MLB.DN.MAG1,0.96043541045,0.0395645895497
Su13.BD.MLB.SD.C.MAG1,0.900523045633,0.0994769543666
Su13.BD.MM15.SD.MAG1,0.68490265997,0.31509734003
Sp13.BD.MM110.SN.MAG1,0.51776639112,0.48223360888
Fa13.BD.MM15.SN.MAG1,0.803761978394,0.196238021606
