gene_oid	gene_length	feature_type	start_coord	end_coord
2757581580	335	cleavage	29	30
2757581583	298	cleavage	21	22
2757581584	197	cleavage	22	23
2757581585	323	cleavage	24	25
2757581603	390	cleavage	20	21
2757581612	337	cleavage	31	32
2757581621	330	cleavage	31	32
2757581623	321	cleavage	22	23
2757581649	395	cleavage	22	23
2757581673	333	cleavage	20	21
2757581677	326	cleavage	21	22
2757581692	282	cleavage	23	24
2757581694	263	cleavage	20	21
2757581710	323	cleavage	25	26
2757581740	77	cleavage	18	19
2757581741	369	cleavage	22	23
2757581742	105	cleavage	19	20
2757581756	171	cleavage	17	18
2757581762	215	cleavage	23	24
2757581770	143	cleavage	21	22
2757581783	330	cleavage	27	28
2757581835	395	cleavage	25	26
2757581847	327	cleavage	24	25
2757581869	276	cleavage	28	29
2757581905	299	cleavage	32	33
2757581918	277	cleavage	23	24
2757581927	322	cleavage	23	24
2757581940	339	cleavage	33	34
2757581957	401	cleavage	28	29
2757581961	322	cleavage	23	24
2757581962	280	cleavage	29	30
2757581964	279	cleavage	24	25
2757581968	258	cleavage	19	20
2757581973	328	cleavage	27	28
2757581975	471	cleavage	31	32
2757581984	329	cleavage	25	26
2757581992	404	cleavage	29	30
2757581993	243	cleavage	22	23
2757582015	75	cleavage	22	23
2757582017	160	cleavage	27	28
2757582035	162	cleavage	27	28
2757582038	389	cleavage	24	25
2757582042	250	cleavage	35	36
2757582058	335	cleavage	33	34
2757582062	318	cleavage	19	20
2757582070	180	cleavage	35	36
2757582080	464	cleavage	16	17
2757582094	504	cleavage	23	24
2757582099	387	cleavage	25	26
2757582111	148	cleavage	23	24
2757582142	451	cleavage	22	23
2757582162	325	cleavage	26	27
2757582169	126	cleavage	23	24
2757582190	468	cleavage	22	23
2757582191	441	cleavage	20	21
2757582196	179	cleavage	29	30
2757582197	330	cleavage	27	28
2757582200	255	cleavage	26	27
2757582201	212	cleavage	28	29
2757582206	158	cleavage	23	24
2757582220	326	cleavage	25	26
2757582245	523	cleavage	25	26
2757582251	108	cleavage	20	21
2757582257	330	cleavage	23	24
2757582265	349	cleavage	27	28
2757582273	334	cleavage	33	34
2757582289	334	cleavage	32	33
2757582292	322	cleavage	27	28
2757582298	121	cleavage	29	30
2757582307	385	cleavage	24	25
2757582322	259	cleavage	47	48
2757582352	388	cleavage	23	24
2757582423	370	cleavage	33	34
2757582438	148	cleavage	19	20
2757582449	529	cleavage	27	28
2757582460	726	cleavage	26	27
2757582464	157	cleavage	22	23
2757582479	87	cleavage	24	25
2757582487	187	cleavage	25	26
2757582488	58	cleavage	22	23
2757582494	353	cleavage	22	23
2757582507	407	cleavage	25	26
2757582521	195	cleavage	20	21
2757582529	524	cleavage	26	27
2757582536	448	cleavage	17	18
2757582539	332	cleavage	21	22
2757582558	102	cleavage	22	23
2757582567	334	cleavage	27	28
2757582573	575	cleavage	21	22
2757582587	227	cleavage	20	21
2757582588	240	cleavage	26	27
2757582614	281	cleavage	26	27
2757582621	339	cleavage	22	23
2757582639	168	cleavage	23	24
2757582640	764	cleavage	28	29
2757582700	50	cleavage	23	24
2757582751	198	cleavage	23	24
2757582757	321	cleavage	22	23
2757582759	36	cleavage	22	23
2757582768	124	cleavage	24	25
2757582771	264	cleavage	19	20
2757582775	139	cleavage	24	25
2757582790	261	cleavage	24	25
2757582818	334	cleavage	23	24
2757582823	431	cleavage	31	32
2757582832	401	cleavage	25	26
2757582843	328	cleavage	21	22
2757582857	388	cleavage	22	23
2757582863	354	cleavage	27	28
2757582865	411	cleavage	20	21
2757582866	239	cleavage	25	26
2757582883	342	cleavage	24	25
2757583001	346	cleavage	21	22
2757583016	396	cleavage	33	34
2757583022	321	cleavage	21	22
2757583023	320	cleavage	22	23
2757583057	339	cleavage	25	26
2757583073	325	cleavage	22	23
2757583074	313	cleavage	23	24
2757583077	83	cleavage	22	23
2757583101	192	cleavage	23	24
2757583108	324	cleavage	28	29
2757583121	79	cleavage	27	28
2757583123	328	cleavage	29	30
2757583152	141	cleavage	21	22
2757583191	370	cleavage	21	22
2757583204	516	cleavage	31	32
2757583226	319	cleavage	19	20
2757583241	212	cleavage	18	19
2757583254	211	cleavage	25	26
2757583271	321	cleavage	22	23
2757583273	319	cleavage	18	19
2757583275	320	cleavage	21	22
2757583301	371	cleavage	24	25
2757583302	152	cleavage	30	31
2757583304	266	cleavage	21	22
2757583305	217	cleavage	27	28
2757583331	325	cleavage	29	30
2757583337	305	cleavage	28	29
2757583344	330	cleavage	28	29
2757583372	329	cleavage	22	23
2757583375	446	cleavage	29	30
2757583380	270	cleavage	35	36
2757583408	70	cleavage	29	30
2757583417	242	cleavage	23	24
2757583436	213	cleavage	24	25
2757583458	331	cleavage	28	29
2757583459	325	cleavage	26	27
2757583461	329	cleavage	29	30
2757583468	277	cleavage	22	23
2757583475	369	cleavage	25	26
2757583492	321	cleavage	22	23
2757583495	316	cleavage	19	20
2757583507	458	cleavage	24	25
2757583517	141	cleavage	23	24
2757583533	326	cleavage	24	25
2757583543	204	cleavage	36	37
2757583567	323	cleavage	22	23
2757583571	110	cleavage	18	19
2757583573	325	cleavage	27	28
2757583598	123	cleavage	18	19
2757583611	688	cleavage	33	34
2757583631	149	cleavage	21	22
2757583655	323	cleavage	24	25
2757583703	323	cleavage	24	25
2757583709	323	cleavage	22	23
